Token;Label;Quaero;Correction
assez;;;
de;;;
blé;;;
pour;;;
se;;;
nourrir;;;
pendant;;;
les;;;
trois;;;
ans;;;
.;;;
Mais;;;
si;;;
l';;;
année;;;
était;;;
mauvaise;;;
0;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
vendait;;;
la;;;
pièce;;;
de;;;
toile;;;
qu';;;
elle;;;
avait;;;
fait;;;
faire;;;
avec;;;
le;;;
chanvre;;;
amassé;;;
et;;;
filé;;;
pendant;;;
quatre;;;
ans;;;
.;;;
L';;;
argent;;;
qu';;;
elle;;;
en;;;
retirait;;;
lui;;;
servait;;;
à;;;
compléter;;;
sa;;;
provision;;;
de;;;
blé;;;
";";;;
et;;;
0;;;
malgré;;;
tout;;;
cela;;;
0;;;
elle;;;
pâtissait;;;
bien;;;
un;;;
peu;;;
l';;;
hiver;;;
.;;;
"
";;;
Pour;;;
que;;;
la;;;
terre;;;
rapporte;;;
chaque;;;
année;;;
sans;;;
se;;;
reposer;;;
0;;;
il;;;
faut;;;
beaucoup;;;
de;;;
fumier;;;
";";;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
0;;;
qui;;;
le;;;
savait;;;
bien;;;
0;;;
avait;;;
une;;;
vache;;;
et;;;
une;;;
chèvre;;;
qu';;;
elle;;;
menait;;;
paître;;;
sur;;;
les;;;
communaux;;;
et;;;
le;;;
long;;;
des;;;
haies;;;
.;;;
Avec;;;
leur;;;
lait;;;
elle;;;
faisait;;;
du;;;
beurre;;;
et;;;
des;;;
fromages;;;
0;;;
qu';;;
elle;;;
vendait;;;
à;;;
la;;;
ville;;;
voisine;;;
.;;;
Quand;;;
ses;;;
bêtes;;;
étaient;;;
rentrées;;;
à;;;
l';;;
étable;;;
0;;;
elle;;;
allait;;;
chercher;;;
pour;;;
elles;;;
de;;;
l';;;
herbe;;;
dans;;;
les;;;
champs;;;
et;;;
au;;;
bord;;;
des;;;
ruisseaux;;;
.;;;
Comme;;;
elle;;;
les;;;
tenait;;;
bien;;;
proprement;;;
0;;;
elles;;;
étaient;;;
en;;;
bon;;;
état;;;
.;;;
L';;;
hiver;;;
0;;;
elles;;;
mangeaient;;;
ou;;;
du;;;
trèfle;;;
qui;;;
avait;;;
été;;;
rentré;;;
bien;;;
sec;;;
0;;;
ou;;;
du;;;
regain;;;
récolté;;;
après;;;
la;;;
fauche;;;
des;;;
grands;;;
foins;;;
.;;;
"
";;;
La;;;PER
mère;;;PER
Nannette;LOC;;PER
vendait;;;
son;;;
vin;;;
et;;;
ne;;;
buvait;;;
que;;;
sa;;;
boisson;;;
[;;;
1;;;
];;;
";";;;
mais;;;
0;;;
comme;;;
l';;;
argent;;;
qu';;;
elle;;;
tirait;;;
de;;;
son;;;
vin;;;
suffisait;;;
bien;;;
juste;;;
0;;;
avec;;;
celui;;;
de;;;
son;;;
beurre;;;
et;;;
de;;;
ses;;;
fromages;;;
0;;;
à;;;
payer;;;
l';;;
impôt;;;
et;;;
les;;;
façons;;;
de;;;
son;;;
champ;;;
et;;;
de;;;
sa;;;
vigne;;;
0;;;
et;;;
qu';;;
il;;;
lui;;;
fallait;;;
encore;;;
se;;;
procurer;;;
quelque;;;
argent;;;
pour;;;
son;;;
entretien;;;
0;;;
elle;;;
élevait;;;
des;;;
oisons;;;
qu';;;
elle;;;
achetait;;;
au;;;
sortir;;;
de;;;
la;;;
coque;;;
.;;;
Elle;;;
se;;;
donnait;;;
beaucoup;;;
de;;;
mal;;;
pour;;;
appâter;;;
ces;;;
petites;;;
bêtes;;;
et;;;
pour;;;
les;;;
garantir;;;
du;;;
froid;;;
pendant;;;
la;;;
nuit;;;
.;;;
Ses;;;
voisines;;;
plumaient;;;
leurs;;;
oies;;;
quatre;;;
fois;;;
avant;;;
de;;;
les;;;
vendre;;;
";";;;
mais;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
disait;;;
que;;;
c';;;
était;;;
une;;;
mauvaise;;;
méthode;;;
0;;;
parce;;;
qu';;;
ainsi;;;
la;;;
plume;;;
n';;;
avait;;;
pas;;;
le;;;
temps;;;
de;;;
se;;;
nourrir;;;
0;;;
et;;;
elle;;;
ne;;;
plumait;;;
les;;;
siennes;;;
que;;;
trois;;;
fois;;;
";";;;
puis;;;
elle;;;
en;;;
vendait;;;
la;;;
moitié;;;
pour;;;
la;;;MISC
Toussaint;PER;;MISC
et;;;
l';;;
autre;;;
moitié;;;
à;;;
Noël;MISC;;MISC
.;;;
"
";;;
Tout;;;
cela;;;
ne;;;
lui;;;
rapportait;;;
pas;;;
une;;;
grosse;;;
somme;;;
";";;;
mais;;;
elle;;;
était;;;
si;;;
ménagère;;;
qu';;;
il;;;
lui;;;
restait;;;
toujours;;;
un;;;
peu;;;
d';;;
argent;;;
à;;;
la;;;
fin;;;
de;;;
l';;;
année;;;
.;;;
"
";;;
Pourtant;;;
elle;;;
ne;;;
se;;;
nourrissait;;;
pas;;;
trop;;;
mal;;;
0;;;
disant;;;
qu';;;
elle;;;
aimait;;;
mieux;;;
donner;;;
au;;;
boucher;;;
une;;;
pièce;;;
de;;;
cinquante;;;
centimes;;;
toutes;;;
les;;;
semaines;;;
0;;;
que;;;
vingt-cinq;;;
francs;;;
par;;;
an;;;
au;;;
médecin;;;
et;;;
au;;;
pharmacien;;;
.;;;
"
";;;
Catherine;PER;;
et;;;
Jeanne;PER;;
.;;;
"
";;;
Un;;;
matin;;;
0;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
0;;;
tricotant;;;
devant;;;
sa;;;
porte;;;
0;;;
vit;;;
venir;;;
à;;;
elle;;;
une;;;
jeune;;;
femme;;;
qui;;;
tenait;;;
par;;;
la;;;
main;;;
une;;;
petite;;;
fille;;;
de;;;
sept;;;
à;;;
huit;;;
ans;;;
et;;;
qui;;;
lui;;;
demanda;;;
un;;;
morceau;;;
de;;;
pain;;;
.;;;
Comme;;;
cette;;;
femme;;;
était;;;
très;;;
-0;;;
pâle;;;
et;;;
avait;;;
l';;;
air;;;
malade;;;
0;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
l';;;
emmena;;;
dans;;;
sa;;;
maison;;;
et;;;
la;;;
fit;;;
asseoir;;;
.;;;
Elle;;;
ralluma;;;
son;;;
feu;;;
0;;;
fit;;;
réchauffer;;;
un;;;
reste;;;
de;;;
soupe;;;
qu';;;
elle;;;
avait;;;
gardé;;;
pour;;;
son;;;
repas;;;
du;;;
soir;;;
et;;;
le;;;
donna;;;
aux;;;
deux;;;
mendiantes;;;
.;;;
L';;;
enfant;;;
mangea;;;
de;;;
si;;;
bon;;;
cœur;;;
0;;;
que;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
vit;;;
bien;;;
que;;;
cette;;;
petite;;;
fille;;;
n';;;
avait;;;
pas;;;
souvent;;;
si;;;
bonne;;;
chance;;;
.;;;
Ensuite;;;
elle;;;
leur;;;
versa;;;
un;;;
verre;;;
de;;;
boisson;;;
à;;;
chacune;;;
0;;;
et;;;
dit;;;
à;;;
la;;;
pauvre;;;
femme;;;
:;;;
"
";;;
«;;;
Mon;MISC;;
Dieu;MISC;;
!;;;
il;;;
faut;;;
qu';;;
il;;;
vous;;;
soit;;;
arrivé;;;
un;;;
bien;;;
grand;;;
malheur;;;
0;;;
pour;;;
qu';;;
une;;;
femme;;;
0;;;
aussi;;;
jeune;;;
que;;;
vous;;;
0;;;
ait;;;
pu;;;
se;;;
décider;;;
à;;;
demander;;;
son;;;
pain;;;
!;;;
"
";;;
—;;;
Oh;MISC;;NA
!;MISC;;NA
oui;;;
0;;;
un;;;
bien;;;
grand;;;
malheur;;;
0;;;
ma;;;
chère;;;
femme;;;
.;;;
Il;;;
faut;;;
se;;;
trouver;;;
dépourvue;;;
de;;;
toute;;;
ressource;;;
pour;;;
se;;;
résoudre;;;
à;;;
en;;;
venir;;;
là;;;
.;;;
J';;;
ai;;;
bien;;;
souffert;;;
de;;;
la;;;
faim;;;
avant;;;
de;;;
pouvoir;;;
me;;;
décider;;;
à;;;
tendre;;;
la;;;
main;;;
";";;;
je;;;
crois;;;
que;;;
je;;;
me;;;
serais;;;
plutôt;;;
laissé;;;
mourir;;;
0;;;
si;;;
je;;;
n';;;
avais;;;
la;;;
crainte;;;
de;;;
Dieu;MISC;;
et;;;
si;;;
je;;;
n';;;
aimais;;;
tant;;;
cette;;;
pauvre;;;
innocente;;;
que;;;
voilà;;;
0;;;
et;;;
qui;;;
serait;;;
morte;;;
aussi;;;
.;;;
Quand;;;
il;;;
m';;;
en;;;
coûte;;;
trop;;;
pour;;;
aller;;;
demander;;;
0;;;
je;;;
la;;;
regarde;;;
et;;;
je;;;
reprends;;;
courage;;;
.;;;
C';;;
est;;;
bien;;;
triste;;;
0;;;
allez;;;
0;;;
ma;;;
chère;;;
femme;;;
0;;;
quand;;;
on;;;
a;;;
du;;;
cœur;;;
0;;;
de;;;
vivre;;;
en;;;
ne;;;
faisant;;;
rien;;;
0;;;
aux;;;
dépens;;;
de;;;
ceux;;;
qui;;;
travaillent;;;
!;;;
mais;;;
je;;;
ne;;;
peux;;;
pas;;;
faire;;;
autrement;;;
.;;;
"
";;;
—;;;
Pourquoi;;;
donc;;;
?;;;
dit;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
.;;;
Contez;;;
-moi;;;
ça;;;
.;;;
»;;;
"
";;;
La;MISC;;
pauvre;MISC;;
femme;MISC;;
dit;MISC;;
à;MISC;;
la;MISC;;PER
mère;MISC;;PER
Nannette;LOC;;PER
:;;;
"
";;;
«;;;
Je;;;
suis;;;
du;;;
village;;;
qui;;;
est;;;
auprès;;;
du;;;
Cher;LOC;loc.phys.hydro;
0;;;
à;;;
trois;;;
lieues;;;
d';;;
ici;;;
.;;;
Il;;;
y;;;
a;;;
deux;;;
mois;;;
0;;;
j';;;
ai;;;
perdu;;;
mon;;;
mari;;;
à;;;
la;;;
suite;;;
d';;;
une;;;
grosse;;;
maladie;;;
qui;;;
l';;;
a;;;
retenu;;;
au;;;
lit;;;
pendant;;;
bien;;;
longtemps;;;
.;;;
J';;;
ai;;;
vendu;;;
tout;;;
ce;;;
que;;;
j';;;
avais;;;
afin;;;
de;;;
pouvoir;;;
le;;;
soigner;;;
.;;;
Quand;;;
il;;;
n';;;
y;;;
a;;;
plus;;;
rien;;;
eu;;;
à;;;
la;;;
maison;;;
que;;;
le;;;
lit;;;
sur;;;
lequel;;;
il;;;
était;;;
couché;;;
0;;;
il;;;
a;;;
bien;;;
fallu;;;
s';;;
endetter;;;
.;;;
Après;;;
sa;;;
mort;;;
0;;;
on;;;
a;;;
vendu;;;
la;;;
maison;;;
0;;;
le;;;
jardin;;;
0;;;
la;LOC;loc.adm.town;
chènevière;LOC;loc.adm.town;
0;;;
enfin;;;
tout;;;
0;;;
pour;;;
payer;;;
le;;;
médecin;;;
et;;;
les;;;
autres;;;
0;;;
et;;;
je;;;
ne;;;
sais;;;
plus;;;
où;;;
me;;;
retirer;;;
.;;;
On;;;
ne;;;
veut;;;
pas;;;
me;;;
louer;;;
0;;;
même;;;
une;;;
petite;;;
chambre;;;
0;;;
parce;;;
que;;;
je;;;
n';;;
ai;;;
pas;;;
de;;;
mobilier;;;
pour;;;
répondre;;;
du;;;
loyer;;;
.;;;
Je;;;
couche;;;
avec;;;
ma;;;
petite;;;
Jeanne;PER;;
dans;;;
les;;;
granges;;;
0;;;
quand;;;
on;;;
veut;;;
bien;;;
m';;;
y;;;
souffrir;;;
0;;;
ou;;;
bien;;;
sur;;;
les;;;
tas;;;
de;;;
chaume;;;
.;;;
C';;;
est;;;
bon;;;
à;;;
présent;;;
qu';;;
il;;;
fait;;;
chaud;;;
";";;;
mais;;;
plus;;;
tard;;;
0;;;
comment;;;
faire;;;
avec;;;
cette;;;
enfant;;;
0;;;
moi;;;
à;;;
qui;;;
les;;;
médecins;;;
ont;;;
défendu;;;
de;;;
sortir;;;
pendant;;;
tout;;;
l';;;
hiver;;;
?;;;
»;;;
"
";;;
Et;;;
la;;;
pauvre;;;
malheureuse;;;
se;;;
mit;;;
à;;;
pleurer;;;
.;;;
Sa;;;
petite;;;
fille;;;
pleura;;;
aussi;;;
en;;;
l';;;
embrassant;;;
.;;;
Elle;;;
avait;;;
l';;;
air;;;
si;;;
doux;;;
et;;;
si;;;
aimable;;;
0;;;
cette;;;
petite;;;
0;;;
que;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
sentit;;;
fondre;;;
son;;;
cœur;;;
en;;;
pensant;;;
à;;;
la;;;
misère;;;
qu';;;
elle;;;
endurerait;;;
quand;;;
l';;;
hiver;;;
serait;;;
venu;;;
.;;;
Aussitôt;;;
il;;;
lui;;;
vint;;;
dans;;;
l';;;
idée;;;
de;;;
faire;;;
une;;;
bonne;;;
action;;;
.;;;
"
";;;
La;;;PER
mère;;;PER
Nannette;LOC;;PER
donne;;;
asile;;;
à;;;
Catherine;PER;;
.;;;
"
";;;
«;;;
Comment;;;
vous;;;
appelez;;;
-vous;;;
donc;;;
?;;;
demanda;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
.;;;
"
";;;
—;;;
On;;;
m';;;
appelle;;;
Catherine;PER;;
Leblanc;PER;;
.;;;
"
";;;
—;;;
Eh;MISC;;NA
bien;MISC;;NA
!;MISC;;NA
Catherine;PER;;PER
0;;;
j';;;
ai;;;
là;;;
un;;;
vieux;;;
lit;;;
0;;;
une;;;
paillasse;;;
et;;;
une;;;
couverture;;;
";";;;
si;;;
vous;;;
voulez;;;
rester;;;
ici;;;
0;;;
je;;;
vous;;;
logerai;;;
de;;;
bien;;;
bon;;;
cœur;;;
et;;;
je;;;
vous;;;
soignerai;;;
de;;;
mon;;;
mieux;;;
0;;;
ainsi;;;
que;;;
votre;;;
petite;;;
";";;;
j';;;
aime;;;
beaucoup;;;
les;;;
enfants;;;
";";;;
j';;;
en;;;
ai;;;
eu;;;
quatre;;;
0;;;
que;;;
le;;;
bon;;;
Dieu;;;
m';;;
a;;;
retirés;;;
0;;;
et;;;
je;;;
suis;;;
bien;;;
seule;;;
au;;;
monde;;;
.;;;
"
";;;
—;;;
Grand;MISC;;NA
merci;MISC;;NA
!;MISC;;NA
ma;;;
brave;;;
femme;;;
";";;;
vous;;;
me;;;
rendrez;;;
là;;;
un;;;
service;;;
qui;;;
nous;;;
sauvera;;;
la;;;
vie;;;
à;;;
moi;;;
et;;;
à;;;
mon;;;
enfant;;;
.;;;
J';;;
ai;;;
encore;;;
mon;;;
lit;;;
0;;;
avec;;;
un;;;
coffre;;;
et;;;
une;;;
petite;;;
chaise;;;
.;;;
Maître;PER;;
Guillaume;PER;;
0;;;
le;;;
cousin;;;
de;;;
feu;;;
mon;;;
pauvre;;;
homme;;;
0;;;
me;;;
les;;;
garde;;;
dans;;;
sa;;;
grange;;;
";";;;
il;;;
me;;;
les;;;
apportera;;;
bien;;;
dimanche;;;
.;;;
Si;;;
vous;;;
me;;;
logez;;;
avec;;;
mon;;;
chétif;;;
mobilier;;;
0;;;
je;;;
vous;;;
donnerai;;;
les;;;
sous;;;
que;;;
je;;;
ramasserai;;;
en;;;
allant;;;
aux;;;
portes;;;
.;;;
"
";;;
—;;;
Je;;;
ne;;;
vous;;;
demande;;;
rien;;;
0;;;
Catherine;PER;;
";";;;
j';;;
aime;;;
déjà;;;
votre;;;
petite;;;PER
Jeanne;PER;;PER
et;;;
j';;;
en;;;
aurai;;;
bien;;;
soin;;;
.;;;
Dieu;;;MISC
veut;;;
que;;;
nous;;;
fassions;;;
aux;;;
autres;;;
ce;;;
que;;;
nous;;;
voudrions;;;
que;;;
les;;;
autres;;;
fissent;;;
pour;;;
nous;;;
";";;;
et;;;
si;;;
j';;;
étais;;;
dans;;;
votre;;;
position;;;
0;;;
je;;;
serais;;;
bien;;;
heureuse;;;
de;;;
trouver;;;
quelqu';;;
un;;;
qui;;;
voulût;;;
me;;;
recevoir;;;
dans;;;
sa;;;
maison;;;
.;;;
»;;;
"
";;;
Catherine;PER;;
était;;;
bien;;;
contente;;;
0;;;
et;;;
sa;;;
petite;;;
fille;;;
lui;;;
sauta;;;
au;;;
cou;;;
.;;;
"
";;;
«;;;
Maman;MISC;;NA
!;MISC;;NA
il;;;
ne;;;
faut;;;
plus;;;
pleurer;;;
0;;;
»;;;
lui;;;
dit;;;
-elle;;;
.;;;
"
";;;
Puis;;;
0;;;
se;;;
tournant;;;
du;;;
côté;;;
de;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
0;;;
elle;;;
dit;;;
en;;;
baissant;;;
la;;;
tête;;;
:;;;
"
";;;
«;;;
Je;;;
voudrais;;;
bien;;;
vous;;;
embrasser;;;
aussi;;;
.;;;
»;;;
"
";;;
La;;;PER
mère;;;PER
Nannette;LOC;;PER
la;;;
prit;;;
sur;;;
ses;;;
genoux;;;
et;;;
l';;;
embrassa;;;
de;;;
bon;;;
cœur;;;
.;;;
"
";;;
Catherine;PER;;
et;;;
Jeanne;PER;;
trouvent;;;
un;;;
bracelet;;;
.;;;
"
";;;
Après;;;
que;;;
la;;;
mère;;;
et;;;
la;;;
fille;;;
se;;;
furent;;;
reposées;;;
0;;;
elles;;;
se;;;
remirent;;;
en;;;
chemin;;;
pour;;;
aller;;;
chercher;;;
leur;;;
pain;;;
dans;;;
la;;;
campagne;;;
0;;;
en;;;
disant;;;
qu';;;
elles;;;
reviendraient;;;
le;;;
soir;;;
.;;;
Comme;;;
on;;;
était;;;
dans;;;
la;;;
saison;;;
des;;;
prunes;;;
et;;;
des;;;
groseilles;;;
0;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
en;;;
alla;;;
cueillir;;;
au;;;
jardin;;;
et;;;
les;;;
mit;;;
dans;;;
le;;;
bissac;;;
de;;;
Jeanne;PER;;
0;;;
pour;;;
qu';;;
elle;;;
pût;;;
se;;;
rafraîchir;;;
quand;;;
elle;;;
aurait;;;
trop;;;
chaud;;;
.;;;
"
";;;
Comme;;;
elles;;;
traversaient;;;
la;;;
grande;;;
route;;;
pour;;;
revenir;;;
chez;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
0;;;
après;;;
avoir;;;
achevé;;;
leur;;;
tournée;;;
0;;;
la;;;PER
petite;;;PER
Jeanne;PER;;PER
vit;;;
briller;;;
un;;;
objet;;;
au;;;
soleil;;;
";";;;
elle;;;
courut;;;
le;;;
ramasser;;;
et;;;
l';;;
apporta;;;
joyeusement;;;
à;;;
sa;;;
mère;;;
.;;;
"
";;;
«;;;
Voyez;;;
donc;;;
0;;;
maman;;;
0;;;
le;;;
joli;;;
collier;;;
que;;;
j';;;
ai;;;
trouvé;;;
";";;;
je;;;
le;;;
mettrai;;;
dimanche;;;
à;;;
mon;;;
cou;;;
.;;;
"
";;;
—;;;
Ma;;;
fille;;;
0;;;
ceci;;;
est;;;
un;;;
bijou;;;
qui;;;
se;;;
porte;;;
autour;;;
du;;;
bras;;;
et;;;
qu';;;
on;;;
appelle;;;
bracelet;;;
.;;;
Il;;;
n';;;
est;;;
pas;;;
à;;;
nous;;;
0;;;
et;;;
nous;;;
ne;;;
pouvons;;;
pas;;;
le;;;
garder;;;
.;;;
"
";;;
—;;;
Pourquoi;;;
donc;;;
0;;;
maman;;;
?;;;
Puisque;;;
je;;;
l';;;
ai;;;
trouvé;;;
0;;;
c';;;
est;;;
bien;;;
à;;;
nous;;;
.;;;
"
";;;
—;;;
Non;;;
0;;;
ma;;;
fille;;;
";";;;
ce;;;
qu';;;
on;;;
trouve;;;
ne;;;
nous;;;
appartient;;;
pas;;;
";";;;
il;;;
y;;;
a;;;
toujours;;;
quelqu';;;
un;;;
qui;;;
l';;;
a;;;
perdu;;;
.;;;
"
";;;
—;;;
Mais;;;
0;;;
maman;;;
0;;;
si;;;
personne;;;
ne;;;
l';;;
a;;;
perdu;;;
?;;;
"
";;;
—;;;
Ce;;;
n';;;
est;;;
pas;;;
possible;;;
0;;;
mon;;;
enfant;;;
:;;;
les;;;
bijoux;;;
ne;;;
poussent;;;
pas;;;
comme;;;
l';;;
herbe;;;
dans;;;
les;;;
champs;;;
.;;;
"
";;;
—;;;
Et;;;
si;;;
personne;;;
ne;;;
le;;;
redemande;;;
?;;;
"
";;;
—;;;
Ça;MISC;;
ne;;;
doit;;;
pas;;;
nous;;;
empêcher;;;
de;;;
chercher;;;
à;;;
qui;;;
ce;;;
bracelet;;;
peut;;;
appartenir;;;
";";;;
nous;;;
nous;;;
en;;;
informerons;;;
dans;;;
tout;;;
le;;;
pays;;;
.;;;
"
";;;
—;;;
Et;;;
s';;;
il;;;
n';;;
est;;;
à;;;
personne;;;
?;;;
"
";;;
—;;;
Eh;MISC;;NA
bien;MISC;;NA
0;;;
nous;;;
le;;;
garderons;;;
soigneusement;;;
0;;;
et;;;
l';;;
on;;;
finira;;;
par;;;
venir;;;
le;;;
réclamer;;;
.;;;
»;;;
"
";;;
Jeanne;PER;;
ne;;;
paraissant;;;
pas;;;
très;;;
-0;;;
contente;;;
0;;;
sa;;;
mère;;;
lui;;;
dit;;;
:;;;
«;;;
Écoute;;;
-moi;;;
0;;;
ma;;;
Jeanne;PER;;
:;;;
si;;;
tu;;;
avais;;;
perdu;;;
ton;;;
bissac;;;
en;;;
chemin;;;
0;;;
ne;;;
serais;;;
-0;;;
tu;;;
pas;;;
contente;;;
qu';;;
on;;;
te;;;
le;;;
rendît;;;
?;;;
"
";;;
—;;;
Oui;;;
0;;;
maman;;;
0;;;
car;;;
il;;;
m';;;
est;;;
bien;;;
utile;;;
pour;;;
mettre;;;
le;;;
pain;;;
qu';;;
on;;;
me;;;
donne;;;
.;;;
"
";;;
—;;;
Eh;MISC;;NA
bien;MISC;;NA
!;MISC;;NA
la;;;
dame;;;
qui;;;
a;;;
perdu;;;
ce;;;
joyau;;;
en;;;
est;;;
en;;;
peine;;;
";";;;
elle;;;
le;;;
regrette;;;
comme;;;
tu;;;
regretterais;;;
ton;;;
bissac;;;
.;;;
Dès;;;
que;;;
nous;;;
saurons;;;
où;;;
elle;;;
demeure;;;
0;;;
nous;;;
le;;;
lui;;;
reporterons;;;
.;;;
»;;;
"
";;;
Quand;;;
elles;;;
furent;;;
rentrées;;;
chez;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
0;;;
elles;;;
lui;;;
montrèrent;;;
ce;;;
qu';;;
elles;;;
avaient;;;
trouvé;;;
et;;;
lui;;;
demandèrent;;;
si;;;
elle;;;
savait;;;
qui;;;
pouvait;;;
avoir;;;
perdu;;;
un;;;
si;;;
beau;;;
bijou;;;
.;;;
"
";;;
«;;;
Ce;;;
ne;;;
peut;;;
être;;;
que;;;
Mme;PER;;
Dumont;PER;;
";";;;
il;;;
n';;;
y;;;
a;;;
qu';;;
elle;;;
dans;;;
le;;;
pays;;;
qui;;;
porte;;;
des;;;
choses;;;
pareilles;;;
.;;;
Elle;;;
demeure;;;
dans;;;
le;;;
voisinage;;;
0;;;
derrière;;;
les;;;
beaux;;;
arbres;;;
que;;;
l';;;
on;;;
voit;;;
d';;;
ici;;;
.;;;
Il;;;
faut;;;
aller;;;
le;;;
lui;;;
reporter;;;
tout;;;
de;;;
suite;;;
0;;;
si;;;
vous;;;
n';;;
êtes;;;
point;;;
trop;;;
lasses;;;
";";;;
suis;;;
sûre;;;
qu';;;
elle;;;
en;;;
est;;;
fort;;;
inquiète;;;
.;;;
"
";;;
—;;;
Je;;;
suis;;;
trop;;;
fatiguée;;;
pour;;;
marcher;;;
encore;;;
";";;;
mais;;;
demain;;;
matin;;;
j';;;
irai;;;
chez;;;
cette;;;
dame;;;
avec;;;
Jeanne;PER;;
0;;;
et;;;
je;;;
lui;;;
rendrai;;;
ce;;;
qui;;;
est;;;
à;;;
elle;;;
.;;;
Comme;;;
on;;;
nous;;;
a;;;
beaucoup;;;
donné;;;
aujourd'hui;;;
et;;;
que;;;
je;;;
suis;;;
très;;;
-0;;;
lasse;;;
0;;;
je;;;
me;;;
reposerai;;;
demain;;;
toute;;;
la;;;
journée;;;
0;;;
pour;;;
avoir;;;
la;;;
force;;;
d';;;
aller;;;
samedi;;;
dans;;;
notre;;;
village;;;
0;;;
prier;;;
maître;;;PER
Guillaume;PER;;PER
de;;;
m';;;
apporter;;;
mon;;;
lit;;;
.;;;
»;;;
"
";;;
Catherine;PER;;
et;;;
sa;;;
fille;;;
rapportent;;;
le;;;
bracelet;;;
.;;;
"
";;;
Le;;;
lendemain;;;
matin;;;
0;;;
Catherine;PER;;
peigna;;;
les;;;
grands;;;
cheveux;;;
noirs;;;
de;;;
sa;;;
petite;;;
fille;;;
avec;;;
encore;;;
plus;;;
de;;;
soin;;;
qu';;;
à;;;
l';;;
ordinaire;;;
";";;;
elle;;;
lui;;;
lava;;;
le;;;
visage;;;
et;;;
les;;;
mains;;;
0;;;
l';;;
habilla;;;
le;;;
plus;;;
proprement;;;
qu';;;
elle;;;
le;;;
put;;;
0;;;
et;;;
elles;;;
partirent;;;
pour;;;
aller;;;
chez;;;
Mme;PER;;
Dumont;PER;;
.;;;
"
";;;
Elles;;;
arrivèrent;;;
devant;;;
une;;;
grille;;;
qui;;;
servait;;;
de;;;
porte;;;
à;;;
un;;;
beau;;;
jardin;;;
";";;;
mais;;;
