Token;Label_Maj;Quaero_Maj
assister;;
dans;;
tous;;
ses;;
"
";;
details;;
a;;
l';;
agonie;;
de;;
la;LOC;loc.adm.town
maison;LOC;loc.adm.town
Eyssette;LOC;loc.adm.town
.;;
Ce;;
spectacle;;
me;;
laissa;;
froid;;
;;
LA;;
FABRIQUE;;
"

";;
je;;
l';;
avoue;;
";";;
meme;;
je;;
trouvai;;
h;;
notre;;
ruine;;
ce;;
c6te;;
tres;;
agreable;;
;;
que;;
je;;
"
";;
pouvais;;
gambader;;
a;;
ma;;
guise;;
par;;
toute;;
la;;
fabrique;;
;;
ce;;
qui;;
;;
du;;
temps;;
des;;
"
";;
ouvriers;;
;;
ne;;
m';;
etait;;
permis;;
que;;
le;;
dimanche;;
.;;
Je;;
disais;;
gravement;;
au;;
"
";;
petit;PER;
Rouget;PER;
:;;
 ;;
Maintenant;;
;;
la;;
fabrique;;
est;;
a;;
moi;;
";";;
on;;
me;;
l';;
a;;
donnee;;
"
";;
pour;;
jouer;;
.;;
 ;;
Et;;
le;PER;
petit;PER;
Rouget;PER;
me;;
croyait;;
.;;
Il;;
croyait;;
tout;;
ce;;
que;;
je;;
"
";;
lui;;
disais;;
;;
cet;;
imbecile;;
.;;
"
";;
A;;
la;;
maison;;
;;
par;;
exemple;;
;;
tout;;
le;;
monde;;
ne;;
prit;;
pas;;
notre;;
debacle;;
"
";;
aussi;;
gaiement;;
.;;
Tout;;
a;;
coup;;
M.;PER;
Eyssette;PER;
devint;;
terrible;;
";";;
c';;
etait;;
dans;;
"
";;
l';;
habitude;;
une;;
nature;;
enflammee;;
;;
violente;;
;;
exageree;;
;;
aimant;;
les;;
cris;;
;;
"
";;
la;;
casse;;
et;;
les;;
tonnerres;;
";";;
au;;
fond;;
;;
un;;
tres;;
excellent;;
homme;;
;;
ayant;;
"
";;
seulement;;
la;;
main;;
leste;;
;;
le;;
verbe;;
haut;;
et;;
l';;
imperieux;;
besoin;;
de;;
donner;;
"
";;
le;;
tremblement;;
a;;
tout;;
ce;;
qui;;
l';;
entourait;;
.;;
La;;
mauvaise;;
fortune;;
;;
au;;
lieu;;
"
";;
de;;
l';;
abattre;;
;;
l';;
exaspera;;
.;;
Ou;;
soir;;
au;;
matin;;
;;
ce;;
fut;;
une;;
colere;;
formidable;;
"
";;
qui;;
;;
ne;;
sachant;;
 ;;
qui;;
s';;
en;;
prendre;;
;;
s';;
attaquait;;
 ;;
tout;;
;;
au;;
soleil;;
;;
au;;
"
";;
mistral;;
;;
a;;
Jacques;PER;
;;
a;;
la;PER;
vieille;PER;
Annou;PER;
;;
a;;
la;MISC;
Revolution;MISC;
;;
ohl;;
surtout;;
a;;
la;MISC;
"
";MISC;
Revolutionl;MISC;
...;;
A;;
entendre;;
mon;;
pere;;
;;
vous;;
auriez;;
jure;;
que;;
cette;;
Revo-;MISC;
"
";MISC;
lution;MISC;
de;;
8;;
...;;
;;
qui;;
nous;;
avait;;
mis;;
a;;
mal;;
;;
etait;;
specialement;;
dirigee;;
"
";;
contre;;
nous;;
.;;
Aussi;;
;;
je;;
vous;;
prie;;
de;;
croire;;
que;;
les;;
revolutionnaires;;
"
";;
n';;
etaient;;
pas;;
en;;
odeur;;
de;;
saintete;;
dans;;
la;LOC;loc.adm.town
maison;LOC;loc.adm.town
Eyssette;;
.;;
Dieu;;
sait;;
"
";;
ce;;
que;;
nous;;
avons;;
dit;;
de;;
ces;;
messieurs;;
dans;;
ce;;
temps;;
-0;;
la;;
...;;
Encore;;
"
";;
aujourd'hui;;
;;
quand;;
le;PER;
vieux;PER;
papa;PER;
Eyssette;PER;
(;;
que;;
Dieu;;
me;;
le;;
conservel;;
);;
"
";;
sent;;
venir;;
son;;
acces;;
de;;
goutte;;
;;
il;;
s';;
etend;;
peniblement;;
sur;;
sa;;
chaise;;
"
";;
longue;;
;;
et;;
nous;;
l';;
entendons;;
dire;;
:;;
 ;;
Ohl;;
ces;;
revolutionnaires;;
l;;
...;;
n;;
"
";;
A;;
l';;
epoque;;
dont;;
je;;
vous;;
parle;;
;;
M.;PER;
Eyssette;PER;
n';;
avait;;
pas;;
la;;
goutte;;
;;
"
";;
et;;
la;;
douleur;;
de;;
se;;
voir;;
ruine;;
en;;
avait;;
fait;;
un;;
homme;;
terrible;;
que;;
"
";;
personne;;
ne;;
pouvait;;
approcher;;
.;;
Il;;
fallut;;
le;;
saigner;;
deux;;
fois;;
en;;
quinze;;
"
";;
jours;;
.;;
Autour;;
de;;
lui;;
;;
chacun;;
se;;
taisait;;
";";;
on;;
avait;;
peur;;
.;;
A;;
table;;
;;
nous;;
"
";;
demandions;;
du;;
pain;;
a;;
voix;;
basse;;
.;;
On;;
n';;
osait;;
pas;;
meme;;
pleurer;;
devant;;
"
";;
lui;;
.;;
Aussi;;
;;
des;;
qu';;
il;;
avait;;
tourne;;
les;;
talons;;
;;
ce;;
n';;
tait;;
qu';;
un;;
sanglot;;
;;
"
";;
d';;
un;;
bout;;
de;;
la;;
maison;;
a;;
l';;
autre;;
";";;
ma;;
mere;;
;;
la;PER;
vieille;PER;
Annou;PER;
;;
mon;;
frere;;
"
";;
Jacques;PER;
et;;
aussi;;
mon;;
grand;;
frere;;
l';;
abbe;;
;;
lorsqu';;
il;;
venait;;
nous;;
voir;;
;;
tout;;
"
";;
le;;
monde;;
s';;
y;;
mettait;;
.;;
Ma;;
mere;;
;;
cela;;
se;;
congoit;;
;;
pleurait;;
de;;
voir;;
"
";;
MI;PER;
.;PER;
Eyssette;PER;
malheureux;;
";";;
l';;
abbe;;
et;;
la;PER;
vieille;PER;
Annou;PER;
pleuraient;;
de;;
"
";;
voir;;
plcurer;;
Me;PER;
Eyssette;PER;
";";;
quant;;
a;;
Jacques;PER;
;;
trop;;
jeune;;
encore;;
pour;;
"
";;
comprendre;;
nos;;
malheurs;;
;;
-0;;
il;;
avait;;
a;;
peine;;
deux;;
ans;;
de;;
plus;;
que;;
"
";;
moi;;
;;
-0;;
il;;
pleurait;;
par;;
besoin;;
;;
pour;;
le;;
plaisir;;
.;;
"
";;
Un;;
singulier;;
enfant;;
que;;
mon;;
frere;;
Jacques;PER;
";";;
en;;
voila;;
un;;
qui;;
avait;;
"
";;
le;;
don;;
des;;
larmesl;;
D';;
aussi;;
loin;;
qu';;
il;;
me;;
souvienne;;
;;
je;;
le;;
vois;;
;;
les;;
yeuxLE;;
PETIT;;
CHOSE;;
"
";;
rouges;;
et;;
la;;
joue;;
ruisselante;;
.;;
Le;;
soir;;
;;
le;;
matin;;
;;
de;;
jour;;
;;
de;;
nuit;;
;;
en;;
"
";;
classe;;
;;
a;;
la;;
maison;;
;;
en;;
promenade;;
;;
il;;
pleurait;;
sans;;
cesse;;
;;
il;;
pleurait;;
"
";;
partout;;
.;;
Quand;;
on;;
lui;;
disait;;
:;;
a;;
OQu';;
as;;
-0;;
tu;;
 ;;
il;;
repondait;;
en;;
sanglotant;;
:;;
"
 ";;
Je;;
n';;
ai;;
rien;;
.;;
Et;;
;;
le;;
plus;;
curieux;;
;;
c';;
est;;
qu';;
il;;
n';;
avait;;
rien;;
.;;
Il;;
pleurait;;
"
";;
comme;;
on;;
se;;
mouche;;
;;
plus;;
souvent;;
;;
voila;;
tout;;
.;;
Quelquefois;;
M.;PER;
Eyssette;PER;
;;
"
";;
exaspere;;
;;
disait;;
a;;
ma;;
mere;;
:;;
aCet;;
enfant;;
est;;
ridicule;;
;;
regardez;;
-0;;
lel;;
...;;
"
";;
c';;
est;;
un;;
fleuve;;
.;;
A;;
quoi;;
Mme;PER;
Eyssette;PER;
repondait;;
de;;
sa;;
voix;;
douce;;
:;;
"
 ";;
Que;;
veux;;
-0;;
tu;;
;;
mon;;
ami;;
?;;
cela;;
passera;;
en;;
grandissant;;
";";;
a;;
son;;
age;;
;;
j';;
etais;;
"
";;
comme;;
lui;;
.;;
En;;
attendant;;
;;
Jacques;PER;
grandissait;;
";";;
il;;
grandissait;;
beaucoup;;
"
";;
meme;;
;;
et;;
cela;;
ne;;
lui;;
passait;;
pas;;
.;;
Tout;;
au;;
contraire;;
;;
la;;
singuliere;;
aptitude;;
"
";;
qu';;
avait;;
cet;;
etrange;;
garcon;;
a;;
repandre;;
sans;;
raison;;
des;;
averses;;
de;;
larmes;;
"
";;
allait;;
chaque;;
jour;;
en;;
augmentant;;
.;;
Aussi;;
la;;
desolation;;
de;;
nos;;
parents;;
"
";;
lui;;
fut;;
une;;
grande;;
fortune;;
...;;
C';;
est;;
pour;;
le;;
coup;;
qu';;
il;;
s';;
en;;
donna;;
de;;
"
";;
sangloter;;
a;;
son;;
aise;;
;;
des;;
journees;;
entieres;;
;;
sans;;
que;;
personne;;
vint;;
lui;;
"
";;
dire;;
:;;
Qu';;
as;;
-0;;
tun;;
"
";;
En;;
somme;;
;;
pour;;
Jacques;PER;
comme;;
pour;;
moi;;
;;
notre;;
ruine;;
avait;;
son;;
"
";;
joli;;
cote;;
.;;
"
";;
Pour;;
ma;;
part;;
;;
j';;
etais;;
tres;;
heureux;;
.;;
On;;
ne;;
s';;
occupait;;
plus;;
de;;
moi;;
.;;
"
";;
;;
en;;
profitais;;
pour;;
jouer;;
tout;;
le;;
jour;;
avec;;
Rouget;PER;
parmi;;
les;;
ateliers;;
"
";;
deserts;;
;;
oi;;
nos;;
pas;;
sonnaient;;
comme;;
dans;;
une;;
eglise;;
;;
et;;
les;;
grandes;;
"
";;
cours;;
abandonnees;;
;;
que;;
l';;
herbe;;
envahissait;;
deja;;
.;;
Ce;;
jeune;;
Rouget;PER;
;;
"
";;
fils;;
du;;
concierge;PER;
Colombe;PER;
;;
etait;;
un;;
gros;;
garcon;;
d';;
une;;
douzaine;;
"
";;
d';;
annees;;
;;
fort;;
comme;;
un;;
beuf;;
;;
devoue;;
comme;;
un;;
chien;;
;;
bete;;
comme;;
"
";;
une;;
oie;;
et;;
remarquable;;
surtout;;
par;;
une;;
chevelure;;
rouge;;
;;
a;;
laquelle;;
"
";;
il;;
devait;;
son;;
surnom;;
de;;
Rouget;PER;
.;;
Seulement;;
;;
je;;
vais;;
vous;;
dire;;
:;;
Rouget;PER;
;;
"
";;
pour;;
moi;;
;;
n';;
etait;;
pas;;
Rouget;PER;
.;;
Il;;
etait;;
tour;;
a;;
tour;;
mon;;
fidele;;
Vendredi;PER;
;;
"
";;
une;;
tribu;;
de;;
sauvages;;
;;
un;;
equipage;;
revolte;;
;;
tout;;
ce;;
qu';;
on;;
voulait;;
.;;
"
";;
Moi;;
-0;;
meme;;
;;
en;;
ce;;
temps;;
-0;;
la;;
;;
je;;
ne;;
m';;
appelais;;
pas;;
Daniel;PER;
Eyssette;PER;
";";;
"
";;
j';;
etais;;
cet;;
homme;;
singulier;;
;;
vetu;;
de;;
peaux;;
de;;
betes;;
;;
dont;;
on;;
venait;;
"
";;
de;;
me;;
donner;;
les;;
aventures;;
;;
master;PER;
Crusoe;PER;
lui;;
-0;;
meme;;
.;;
Douce;;
folie;;
l;;
"
";;
Le;;
soir;;
;;
apres;;
souper;;
;;
je;;
relisais;;
mon;;
Robinson;;
;;
je;;
l';;
apprenais;;
par;;
ceur;;
";";;
"
";;
le;;
jour;;
;;
je;;
le;;
jouais;;
;;
je;;
le;;
jouais;;
avec;;
rage;;
;;
et;;
tout;;
ce;;
qui;;
m';;
entourait;;
;;
"
";;
je;;
l';;
enrolais;;
dans;;
ma;;
comedie;;
.;;
La;;
fabrique;;
n';;
etait;;
plus;;
la;;
fabrique;;
";";;
"
";;
c';;
etait;;
mon;;
fle;;
deserte;;
;;
ohl;;
bien;;
deserte;;
.;;
Les;;
bassins;;
jouaient;;
le;;
rOle;;
"
";;
d';;
Ocean;LOC;loc.phys.hydro
.;;
Le;;
jardin;;
faisait;;
une;;
foret;;
vierge;;
.;;
Il;;
y;;
avait;;
dans;;
les;;
platanes;;
"
";;
un;;
tas;;
de;;
cigales;;
qui;;
etaient;;
de;;
la;;
piece;;
et;;
qui;;
ne;;
le;;
savaient;;
pas;;
.;;
"
";;
Rouget;PER;
;;
lui;;
non;;
plus;;
;;
ne;;
se;;
doutait;;
guere;;
de;;
l';;
importance;;
de;;
son;;
"
";;
role;;
.;;
Si;;
on;;
lui;;
avait;;
demande;;
ce;;
que;;
c';;
etait;;
que;;
Robinson;;
;;
on;;
l';;
auraitLA;;
FABRIQUE;;
"
";;
.;;
"
";;
bien;;
embarrasse;;
";";;
pourtant;;
je;;
dois;;
dire;;
qu';;
il;;
tenait;;
son;;
emploi;;
avec;;
la;;
"
";;
plus;;
grande;;
conviction;;
;;
et;;
que;;
;;
pour;;
imiter;;
le;;
rugissement;;
des;;
sau-;;
"
";;
vages;;
;;
il;;
n';;
y;;
en;;
avait;;
pas;;
comme;;
lui;;
.;;
Ou;;
avait;;
-il;;
appris;;
e;;
l';;
ignore;;
.;;
"
";;
Toujours;;
est;;
-il;;
que;;
ces;;
grands;;
rugissements;;
de;;
sauvage;;
qu';;
il;;
allait;;
"
";;
chercher;;
dans;;
le;;
fond;;
de;;
sa;;
gorge;;
;;
en;;
agitant;;
sa;;
forte;;
criniere;;
rouge;;
;;
"
";;
auraient;;
fait;;
fremir;;
les;;
plus;;
braves;;
.;;
MIoi;;
-0;;
meme;;
;;
Robinson;;
;;
j';;
en;;
avais;;
"
";;
quelquefois;;
le;;
ceur;;
bouleverse;;
;;
et;;
j';;
etais;;
oblige;;
de;;
lui;;
dire;;
a;;
voix;;
basse;;
:;;
"
 ";;
Pas;;
si;;
fort;;
;;
Rouget;PER;
;;
tu;;
me;;
fais;;
peur;;
.;;
"
";;
Malheureusement;;
;;
si;;
Rouget;PER;
imitait;;
le;;
cri;;
des;;
sauvages;;
tres;;
bien;;
;;
"
";;
il;;
savait;;
encore;;
mieux;;
dire;;
les;;
gros;;
mots;;
d';;
enfants;;
de;;
la;;
rue;;
et;;
jurer;;
le;;
"
";;
nom;;
de;;
Notre-Seigneur;MISC;
.;;
Tout;;
en;;
jouant;;
;;
j';;
appris;;
a;;
faire;;
comme;;
lui;;
;;
"
";;
et;;
un;;
jour;;
;;
en;;
pleine;;
table;;
;;
un;;
formidable;;
juron;;
m';;
echappa;;
je;;
ne;;
sais;;
"
";;
comment;;
.;;
Consternation;;
generalel;;
Qui;;
t';;
a;;
appris;;
cela;;
?;;
Ou;;
l';;
as;;
-0;;
tu;;
"
";;
entendu;;
?;;
n;;
Ce;;
fut;;
un;;
evenement;;
.;;
M.;PER;
Eyssette;PER;
parla;;
tout;;
de;;
suite;;
de;;
"
";;
me;;
mettre;;
dans;;
une;;
maison;;
de;;
correction;;
";";;
mon;;
grand;;
frere;;
l';;
abbe;PER;
dit;;
"
";;
qu';;
avant;;
toute;;
chose;;
on;;
devait;;
m';;
envoyer;;
a;;
confesse;;
;;
puisque;;
j';;
avais;;
"
";;
l';;
age;;
de;;
raison;;
.;;
On;;
me;;
mena;;
a;;
confesse;;
.;;
Grande;;
affairel;;
Il;;
fallait;;
"
";;
ramasser;;
dans;;
tous;;
les;;
coins;;
de;;
ma;;
conscience;;
un;;
tas;;
de;;
vieux;;
peches;;
"
";;
qui;;
trainaient;;
l;;
depuis;;
sept;;
ans;;
.;;
e;;
ne;;
dormis;;
pas;;
de;;
deux;;
nuits;;
";";;
"
";;
c';;
est;;
qu';;
il;;
y;;
en;;
avait;;
toute;;
une;;
paneree;;
de;;
ces;;
diables;;
de;;
peches;;
";";;
j';;
avais;;
"
";;
mis;;
les;;
plus;;
petits;;
dessus;;
;;
mais;;
c';;
est;;
egal;;
;;
les;;
autres;;
se;;
voyaient;;
;;
et;;
"
";;
lorsque;;
;;
agenouille;;
dans;;
la;;
petite;;
armoire;;
de;;
chenc;;
;;
il;;
fallut;;
montrer;;
"
";;
tout;;
cela;;
au;;
cure;PER;
des;PER;
Recollets;PER;
;;
je;;
crus;;
que;;
je;;
mourrais;;
de;;
peur;;
et;;
de;;
"
";;
confusion;;
...;;
"
";;
Ce;;
fut;;
fini;;
.;;
Je;;
ne;;
voulus;;
plus;;
jouer;;
avec;;
Rouget;PER;
";";;
je;;
savais;;
mainte-;;
"
";;
nant;;
;;
c';;
est;;
saint;;
Paul;;
qui;;
l';;
a;;
dit;;
et;;
le;;
cure;PER;
des;PER;
Recollets;PER;
me;;
le;;
repeta;;
;;
"
";;
que;;
le;;
demon;;
rode;;
eternellement;;
autour;;
de;;
nous;;
comme;;
un;;
lion;;
;;
"
";;
qterens;;
quem;;
deoret;;
.;;
Ohl;;
ce;;
querens;;
quem;;
deoret;;
;;
quelle;;
impression;;
"
";;
il;;
me;;
fitl;;
Je;;
savais;;
aussi;;
que;;
cet;;
intrigant;;
de;;
Lucifer;;
prend;;
tous;;
les;;
"
";;
visages;;
qu';;
il;;
veut;;
pour;;
vous;;
tenter;;
";";;
et;;
vous;;
ne;;
m';;
auriez;;
pas;;
ote;;
de;;
"
";;
l';;
idee;;
qu';;
il;;
s';;
etait;;
cache;;
dans;;
la;;
peau;;
de;;
Rouget;PER;
pour;;
m';;
apprendre;;
a;;
"
";;
jurer;;
le;;
nom;;
de;;
Dieu;;
.;;
Aussi;;
;;
mon;;
premier;;
soin;;
;;
en;;
rentrant;;
a;;
la;;
"
";;
fabrique;;
;;
fut;;
d';;
avertir;;
Vendredi;;
qu';;
il;;
eut;;
a;;
rester;;
chez;;
lui;;
dorenavant;;
.;;
"
";;
Infortune;;
Vendredil;PER;
Cet;;
ukase;;
lui;;
creva;;
le;;
coeur;;
;;
mais;;
il;;
s';;
y;;
conforma;;
"
";;
sans;;
une;;
plainte;;
.;;
Quelquefois;;
;;
je;;
l';;
apercevais;;
debout;;
;;
sur;;
la;;
porte;;
de;;
"
";;
la;;
loge;;
;;
du;;
cote;;
des;;
ateliers;;
";";;
il;;
se;;
tenait;;
la;;
tristement;;
";";;
et;;
lorsqu';;
il;;
voyait;;
"
";;
que;;
je;;
le;;
regardais;;
;;
le;;
malheureux;;
poussait;;
pour;;
m';;
attendrir;;
les;;
plus;;
"
";;
effroyables;;
rugissements;;
;;
en;;
agitant;;
sa;;
criniere;;
flamboyante;;
";";;
mais;;
plusy;;
"
";;
LE;PER;
PETIT;PER;
CHOSE;;
"
";;
il;;
rugissait;;
;;
plus;;
je;;
me;;
tenais;;
loin;;
.;;
Je;;
trouvais;;
qu';;
il;;
ressemblait;;
au;;
"
";;
fameux;;
lion;;
querens;;
.;;
e;;
lui;;
criais;;
:;;
a;;
Va;;
-0;;
t';;
enl;;
tu;;
me;;
fais;;
horreur.o;;
"
";;
Rouget;PER;
s';;
obstina;;
a;;
rugir;;
ainsi;;
pendant;;
quelques;;
jours;;
";";;
puis;;
;;
un;;
"
";;
matin;;
;;
son;;
pere;;
;;
fatigue;;
de;;
ses;;
rugissements;;
a;;
domicile;;
;;
l';;
envoya;;
rugir;;
"
";;
en;;
apprentissage;;
;;
et;;
je;;
ne;;
le;;
revis;;
plus;;
.;;
"
";;
Mon;;
enthousiasme;;
pour;;
Robinson;;
n';;
en;;
fut;;
pas;;
un;;
instant;;
refroidi;;
.;;
"
";;
Tout;;
juste;;
vers;;
ce;;
temps;;
-0;;
la;;
;;
l';PER;
oncle;PER;
Baptiste;PER;
se;;
degota;;
subitement;;
de;;
"
";;
son;;
perroquet;;
et;;
me;;
le;;
donna;;
.;;
Ce;;
perroquet;;
remplaca;;
Vendredi;PER;
.;;
"
";;
Je;;
l';;
installai;;
dans;;
une;;
belle;;
cage;;
au;;
fond;;
de;;
ma;;
residence;;
d';;
hiver;;
";";;
et;;
"
";;
me;;
voila;;
;;
plus;;
Crusoe;PER;
que;;
jamais;;
;;
passant;;
mes;;
journees;;
en;;
tete;;
a;;
tete;;
"
";;
avec;;
cet;;
interessant;;
volatile;;
et;;
cherchant;;
a;;
lui;;
faire;;
dire;;
:;;
 ;;
Robinson;;
;;
"
";;
mon;;
pauvre;;
Robinsonln;PER;
Comprenez;;
-vous;;
cela;;
Ce;;
perroquet;;
;;
que;;
"
";;
l';PER;
oncle;PER;
Baptiste;PER;
m';;
avait;;
donne;;
pour;;
se;;
debarrasser;;
de;;
son;;
