Token;Label_Maj;Quaero_Maj
que;;
sa;;
boisson;;
;;
;;
mais;;
;;
comme;;
l';;
argent;;
qu';;
ella;;
ti-;;
"
";;
rait;;
de;;
son;;
vin;;
suffisait;;
bien;;
juste;;
;;
aveo;;
oelui;;
de;;
"
";;
son;;
beurre;;
et;;
de;;
ses;;
fremages;;
;;
a;;
payer;;
l';;
imp6;;
t;;
et;;
"
";;
les;;
fagons;;
de;;
son;;
ehamp;;
et;;
de;;
savigne;;
;;
at;;
qu';;
il;;
lui;;
"
";;
fllait;;
oneore;;
se;;
procurer;;
quelque;;
argent;;
pour;;
son;;
"
";;
entretien;;
;;
elle;;
levait;;
des;;
oisons;;
quelle;;
achetait;;
"
";;
1;;
.;;
Hau;;
passee;;
sur;;
la;;
rpe;;
ou;;
lo;;
maro;;
de;;
la;;
vandlange.-RNANOE;;
DE;;
JRANNI;PER;
.;;
"
";;
au;;
sortir;;
de;;
Ia;;
eoquo;;
.;;
Elle;;
se;;
donnait;;
heaueoup;;
da;;
"
";;
mal;;
pour;;
uppter;;
ces;;
petites;;
htas;;
et;;
pour;;
les;;
"
";;
garantir;;
du;;
froid;;
pondant;;
la;;
nuit;;
.;;
Ses;;
voisines;;
"
";;
plumaient;;
leurs;;
oioes;;
quatre;;
fois;;
avant;;
de;;
les;;
ven-;;
"
";;
LL;;
"
";;
l;;
"
";;
II;;
"
";;
II;;
"
";;
I;;
"
";;
I;;
"
";;
IIF;;
"

";;
M;;
"
";;
ii;;
"

";;
I;;
"
";;
I;;
"

";;
II;;
"
";;
E;;
"
";;
E;;
"

";;
g;;
"

";;
Chamnnlhrs;;
de;;
ta;;
mn;;
Mamnnetta;PER;
"
";;
dre;;
;;
mais;;
la;PER;
mere;PER;
Nannette;PER;
disait;;
que;;
eetait;;
une;;
"
";;
mauvaise;;
m6thode;;
;;
paree;;
qu';;
ainsi;;
la;;
plume;;
n';;
a-;;
"
";;
vait;;
pas;;
le;;
temps;;
de;;
se;;
nourrir;;
;;
et;;
elle;;
ne;;
plumait;;
"
";;
les;;
siennes;;
que;;
trois;;
fois;;
;;
puis;;
elle;;
en;;
vendait;;
la;;
"
";;
moitie;;
pour;;
la;;
Toussaint;MISC;
et;;
l';;
antre;;
moiti6;;
a;;
Noel.rREMII;MISC;
PMRTIR;;
.;;
"
";;
Tout;;
cela;;
na;;
lui;;
ruapportuait;;
pus;;
une;;
grasse;;
aomma;;
;;
];;
"
";;
mais;;
elle;;
6tait;;
si;;
m6nagbre;;
qu';;
il;;
lui;;
restait;;
touours;;
];;
"
";;
un;;
peu;;
dargent;;
a;;
la;;
fin;;
de;;
lann6e;;
.;;
Pourtnt;;
ella;;
];;
"
";;
ne;;
so;;
nourrissait;;
pas;;
trop;;
mal;;
;;
diaant;;
quella;;
];;
"
";;
aimait;;
mieux;;
donner;;
au;;
bouher;;
uno;;
pibdeoe;;
de;;
];;
"
";;
oinquanta;;
entimes;;
toutaes;;
las;;
semaines;;
;;
que;;
vingt-;;
];;
"
";;
ein;;
franes;;
par;;
an;;
au;;
mdecin;;
et;;
au;;
pharmaeien;;
.;;
];;
"
";;
Cuthorine;PER;
et;;
eanne;PER;
.;;
"
";;
Un;;
mutin;;
;;
la;PER;
mbre;PER;
Nannette;PER;
;;
tricotant;;
devant;;
sa;;
];;
"
";;
porte;;
;;
vit;;
venir;;
h;;
lle;;
une;;
jeune;;
femme;;
qui;;
tenait;;
];;
"
";;
par;;
la;;
main;;
une;;
petite;;
flllo;;
de;;
sept;;
h;;
huit;;
ans;;
et;;
];;
"
";;
ui;;
lui;;
demanda;;
un;;
moreeau;;
de;;
puin;;
.;;
Comme;;
cette;;
];;
"
";;
femme;;
6tait;;
trs;;
-0;;
ple;;
et;;
avait;;
lair;;
malade;;
;;
Ia;PER;
mre;PER;
];PER;
"
";PER;
Nannette;PER;
l';;
emmena;;
dans;;
sa;;
maison;;
et;;
la;;
fit;;
asseoir;;
.;;
];;
"
";;
llo;;
ralluma;;
son;;
feu;;
;;
fit;;
r6chauffr;;
un;;
reste;;
de;;
];;
"
";;
soupo;;
quelle;;
avait;;
gard6;;
pour;;
son;;
repas;;
du;;
soir;;
et;;
];;
"
";;
le;;
donna;;
aux;;
deux;;
mendiantes;;
.;;
Lenfant;;
mangea;;
];;
"
";;
de;;
sihon;;
cur;;
;;
que;;
la;PER;
mbre;PER;
Nannette;PER;
vit;;
bien;;
que;;
];;
"
";;
cette;;
petite;;
fille;;
n';;
avait;;
pas;;
souvent;;
si;;
bonne;;
];;
"
";;
chance;;
.;;
Ensuite;;
elle;;
leur;;
versa;;
un;;
verre;;
de;;
boisson;;
];;
"
 ";;
cehaeune;;
;;
et;;
dit;;
a;;
la;;
pauvre;;
femme;;
:;;
"
";;
a;;
Mon;;
Dien;MISC;
1;;
il;;
faut;;
qu';;
il;;
vous;;
soit;;
arriv6;;
un;;
"
";;
bien;;
grand;;
malheur;;
;;
pourqu';;
une;;
femme;;
;;
aussi;;
jeune;;
];;
"
";;
que;;
vous;;
;;
ait;;
pu;;
se;;
deider;;
a;;
demander;;
son;;
pain;;
l;;
];;
"
";;
-0;;
Ohl;;
oui;;
;;
un;;
bien;;
grand;;
malheur;;
;;
ma;;
hbre;;
];;
"
";;
femme;;
.;;
Il;;
faut;;
se;;
trouver;;
depourvue;;
de;;
toute;;
res-;;
];;
"
";;
souree;;
pour;;
se;;
rsoudre;;
a;;
en;;
venir;;
lhi;;
.;;
J';;
ai;;
biaen;;
];;
"
";;
soufftert;;
de;;
la;;
faim;;
avant;;
de;;
pouvoir;;
me;;
decider;;
a;;
"
";;
ieudre;;
la;;
main;;
;;
je;;
ereis;;
que;;
je;;
ms;;
serais;;
plutdt;;
"
";;
Iaisse;;
mourir;;
;;
si;;
je;;
n';;
avais;;
la;;
erainte;;
de;;
Dieu;;
et]NFANGR;;
DR;;
JEANNE;PER;
;;
"
";;
si;;
jo;;
n';;
aimaia;;
tant;;
aett;;
pauvr;;
ianaeente;;
que;;
vaili;;
;;
"
";;
at;;
qui;;
serait;;
morte;;
aussi;;
.;;
Quand;;
il;;
mn;;
oote;;
.;;
"

";;
-0;;
"
";;
(;;
--;;
"
";;
---;;
.;;
"
";;
z;;
;;
"
";;
.;;
"
";;
Wl;;
"
";;
.ei;;
"
";;
E;;
"
";;
--;;
.;;
"
";;
L;;
"
";;
-0;;
"
";;
:;;
:;;
"
";;
-F;;
"

";;
g;;
"
";;
t;;
;;
"
";;
:;;
i;;
"
";;
kI;;
"

";;
a;;
"

";;
`;;
"

";;
.;;
"
";;
u.;;
"
";;
5V;;
"
";;
LiI;;
"

";;
:;;
"
";;
ZAY;;
"
";;
:;;
"
";;
il;;
"
";;
HI;;
"
";;
IE;;
"
";;
.;;
"
";;
.;;
"
";;
L;;
"
";;
-0;;
"
";;
=;;
..;;
"
";;
H;;
"

";;
.Eee-;;
"

";;
I;;
"
";;
H;;
"
";;
E;;
"

";;
E;;
"
";;
EER;;
"




";;
g;;
"

";;
R;;
"
";;
atherine;PER;
at;;
eame;PER;
.;;
"
";;
trop;;
pour;;
aller;;
demander;;
;;
je;;
la;;
regarde;;
et;;
je;;
re-;;
"
";;
prends;;
eourage;;
.;;
C';;
est;;
bien;;
triste;;
;;
alles;;
;;
ma;;
chre;;
"
";;
femme;;
;;
quand;;
on;;
a;;
du;;
ceur;;
;;
de;;
vivre;;
en;;
nePMIR;;
PARTIR;;
.;;
"
";;
fisant;;
rin;;
;;
aux;;
d6pana;;
da;;
ux;;
qui;;
truavaillentl;;
"
";;
mais;;
];;
e;;
n;;
pux;;
mpus;;
ifire;;
uutramnt;;
.;;
"
";;
-0;;
Pourquaoi;;
dana;;
?;;
dit;;
la;PER;
mbre;PER;
Nannatte;PER;
.;;
Cun-;;
"
";;
t;;
-0;;
mOi;;
g.;;
n;;
"
";;
la;;
puuvra;;
famma;;
dit;;
a;;
la;PER;
mra;PER;
Nunnatta;PER;
:;;
"
 ";;
le;;
suis;;
du;;
villag;;
qui;;
est;;
auprbs;;
du;;
Cher;LOC;loc.adm.reg
;;
h;;
"
";;
wias;;
lieuss;;
d';;
iei;;
.;;
Il;;
y;;
a;;
deux;;
mois;;
;;
joi;;
pertu;;
"
";;
mno;;
mari;;
i;;
la;;
suita;;
duna;;
groso;;
mualadia;;
qui;;
l';;
n;;
"
";;
retenu;;
au;;
lit;;
penlant;;
bion;;
longtmps;;
.;;
I';;
ai;;
vandu;;
"
";;
tout;;
co;;
quo;;
vais;;
afin;;
do;;
pouvoir;;
lo;;
soigner;;
.;;
"
";;
uand;;
il;;
ny;;
a;;
plus;;
rion;;
u;;
ala;LOC;
muison;LOC;
qua;;
lo;;
lit;;
"
";;
sur;;
laquel;;
il;;
6tait;;
eoueh6;;
;;
il;;
a;;
bin;;
fallu;;
s';;
andettor;;
.;;
"
";;
Apres;;
su;;
mort;;
;;
on;;
a;;
vendu;;
la;;
maison;;
;;
lo;;
jardin;;
;;
"
";;
la;;
chbnevibre;LOC;loc.phys.geo
;;
onfin;;
tout;;
;;
pour;;
payer;;
le;;
decin;;
"
";;
et;;
les;;
autres;;
;;
et;;
je;;
ne;;
sais;;
plus;;
oi;;
me;;
retirer;;
;;
On;;
"
";;
no;;
veut;;
pas;;
me;;
louer;;
;;
meme;;
une;;
petite;;
chambre;;
;;
"
";;
psree;;
que;;
je;;
n';;
ai;;
pas;;
de;;
mobilier;;
pour;;
repondro;;
"
";;
du;;
loyer;;
.;;
Je;;
couehe;;
avee;;
ma;;
petite;;
lehnno;PER;
dans;;
les;;
"
";;
granges;;
;;
quand;;
on;;
veut;;
bien;;
m';;
y;;
souffrir;;
;;
ou;;
bion;;
"
";;
sur;;
les;;
tas;;
de;;
ehaume;;
.;;
C';;
est;;
bon;;
 ;;
prsent;;
qu';;
il;;
"
";;
fait;;
chaud;;
;;
mais;;
plus;;
tard;;
;;
eomment;;
faire;;
aves;;
"
";;
ett;;
nfnt;;
;;
mei;;
 ;;
i;;
ses;;
medesins;;
ont;;
d6fendu;;
"
";;
de;;
sortir;;
pendant;;
tout;;
l';;
hiver?s;MISC;
"
";;
Et;;
la;;
pauvre;;
malheureus;;
se;;
mit;;
 ;;
pleurer;;
.;;
Sa;;
"
";;
petite;;
fille;;
pleura;;
aussi;;
en;;
lembrassant;;
.;;
Elle;;
avait;;
"
";;
l';;
air;;
si;;
doux;;
et;;
si;;
aimable;;
;;
cette;;
petite;;
;;
que;;
la;PER;
"
";PER;
mre;PER;
Nannette;PER;
sentit;;
fondre;;
son;;
ceur;;
en;;
pensant;;
"
 ";;
la;;
misbre;;
qu';;
elle;;
ondurerait;;
quand;;
l';;
hiver;;
serait;;
];;
"
";;
venu;;
.;;
Aussitdt;;
il;;
lui;;
vint;;
dans;;
lid6a;;
de;;
faire;;
une;;
];;
"
";;
honne;;
action;;
.;;
MNANY;;
D;;
JRANNR;PER;
.;;
"
";;
a;PER;
mro;PER;
annette;PER;
donno;;
asllo;;
a;;
atherino;PER;
.;;
"
";;
a;;
Commant;;
vous;;
uppele;;
-0;;
vaoua;;
dona;;
t;;
demandu;;
"
";;
ln;PER;
mra;PER;
Nannaetto;PER;
.;;
"
";;
-0;;
On;;
m';;
apalla;;
Cathrine;PER;
Iblano;;
.;;
"
";;
-0;;
h;;
bionl;;
Ctharino;PER;
;;
];;
;;
ai;;
lh;;
un;;
vieux;;
lit;;
;;
una;;
"
";;
puillasse;;
at;;
une;;
oouverture;;
;;
si;;
vots;;
voule;;
rester;;
"
";;
lei;;
;;
ja;;
vous;;
logerai;;
da;;
bion;;
hon;;
eur;;
oet;;
jae;;
vous;;
"
";;
asoiguerai;;
do;;
man;;
mieux;;
;;
ainsi;;
quo;;
votre;;
petite;;
;;
"
";;
i';;
aime;;
heaueoup;;
les;;
enfants;;
;;
j';;
en;;
ai;;
eu;;
quuatre;;
;;
"
";;
que;;
lo;;
hon;;
bDieu;MISC;
m';;
a;;
retir6s;;
;;
et;;
je;;
suis;;
bien;;
seule;;
"
";;
u;;
mnonde;;
.;;
"
";;
-0;;
Grund;;
meroil;;
ma;;
brave;;
fomme;;
;;
vous;;
me;;
"
";;
rendrez;;
l;;
un;;
service;;
qui;;
nous;;
suuvera;;
lu;;
vie;;
i;;
moi;;
"
";;
et;;
u;;
mon;;
enfant;;
.;;
;;
ai;;
encore;;
mon;;
lit;;
;;
svee;;
un;;
"
";;
eoffre;;
et;;
une;;
petite;;
chaise;;
.;;
Muttre;PER;
Guillaume;PER;
;;
le;;
"
";;
eousin;;
de;;
feu;;
mon;;
pauvre;;
homme;;
;;
me;;
les;;
garde;;
"
";;
tluns;;
sa;;
grange;;
;;
il;;
me;;
les;;
apportera;;
bien;;
diman-;;
"
";;
che;;
.;;
Si;;
vous;;
me;;
logez;;
avee;;
mon;;
ch6tif;;
mobilier;;
;;
je;;
"
";;
vous;;
donnerai;;
les;;
sous;;
que;;
je;;
ramasserai;;
en;;
allant;;
"
";;
aux;;
portes;;
.;;
"
";;
-0;;
Je;;
ne;;
vous;;
demande;;
rien;;
;;
Catherine;PER;
;;
j';;
aime;;
"
";;
dj;;
votre;;
petite;;
Jeanne;PER;
et;;
j';;
en;;
aurai;;
bien;;
soin;;
.;;
"
";;
Dieu;;
veut;;
que;;
nous;;
fassions;;
aux;;
autres;;
ce;;
que;;
"
";;
nous;;
voudrions;;
que;;
les;;
autres;;
fissent;;
pour;;
nous;;
;;
"
";;
et;;
si;;
j6tais;;
dans;;
votre;;
position;;
;;
jo;;
serais;;
bien;;
"
";;
heureuse;;
de;;
trouver;;
quelqu';;
un;;
qui;;
voult;;
me;;
re-;;
"
";;
cevoir;;
dans;;
sa;;
maison;;
.;;
"
";;
;;
;;
Peeeeeeea;;
"
";;
a;;
Mamanl;;
il;;
ne;;
faut;;
plus;;
pleurer;;
;;
n;;
lui;;
dit;;
-0;;
elle;;
.;;
MIR;;
PARTIR;;
.;;
"
";;
Puis;;
;;
sa;;
tournant;;
du;;
ohta;;
da;;
la;PER;
mra;PER;
Nanntte;PER;
;;
"
";;
olla;;
dit;;
an;;
huiaasunt;;
la;;
tta;;
:;;
"
";;
a;;
lo;;
vudrais;;
hian;;
vous;;
amhrasser;;
atussi;;
;;
"
";;
In;PER;
mbra;PER;
Nannaetta;PER;
la;;
prit;;
sur;;
ses;;
genoux;;
at;;
l';;
am-;;
"
";;
bruasu;;
de;;
bon;;
eur;;
.;;
"
";;
atherina;PER;
at;;
Jaanne;PER;
trouvant;;
un;;
raeelet;;
.;;
"
";;
Aprbs;;
qua;;
lu;;
mbre;;
et;;
la;;
fllla;;
asa;;
furont;;
rensies;;
;;
"
";;
elles;;
so;;
rmnirut;;
an;;
chomin;;
pour;;
llr;;
eherehe;;
"
";;
leur;;
puin;;
dunas;;
la;;
campugne;;
;;
en;;
diant;;
qu';;
olla;;
"
";;
reviondraiant;;
lo;;
soir;;
.;;
Commo;;
on;;
tuit;;
dans;;
lu;;
asui-;;
"
";;
son;;
des;;
prune;;
aet;;
des;;
groseilles;;
;;
la;PER;
mire;PER;
Nannetta;PER;
"
";;
an;;
alla;;
eueillir;;
au;;
iardin;;
oet;;
les;;
mit;;
dans;;
le;;
bissue;;
"
";;
lo;;
leann;PER;
;;
pour;;
quelle;;
pt;;
se;;
rafralehir;;
quand;;
"
";;
olle;;
aurait;;
trop;;
eluul;;
.;;
"
";;
Comme;;
ellos;;
truaversuaient;;
la;;
grande;;
route;;
pour;;
"
";;
revenir;;
chez;;
la;PER;
mere;PER;
Nannette;PER;
;;
apres;;
avoir;;
achev;;
"
";;
leur;;
tournee;;
;;
la;PER;
petite;PER;
Jeanne;PER;
vit;;
briller;;
un;;
objet;;
"
";;
au;;
soleil;;
;;
elle;;
courut;;
le;;
ruamasser;;
et;;
lapportau;;
"
";;
joyeusement;;
a;;
sa;;
mere;;
.;;
"
";;
a;;
Voyez;;
done;;
;;
maman;;
;;
le;;
joli;;
eollier;;
que;;
jai;;
"
";;
trouv6;;
;;
je;;
le;;
mettrai;;
dimanche;;
 ;;
mon;;
cou;;
"
";;
-0;;
Ma;;
fille;;
;;
ceei;;
est;;
un;;
bijou;;
qui;;
se;;
;;
porte;;
au-;;
"
";;
tour;;
du;;
bras;;
et;;
quon;;
appelle;;
braeelet;;
.;;
Il;;
n';;
est;;
pas;;
"
";;
A;;
nous;;
;;
et;;
nous;;
ne;;
pouvons;;
pas;;
le;;
garder;;
.;;
"
";;
-0;;
Pourquoi;;
donc;;
;;
maman;;
?;;
Puisque;;
je;;
l';;
ai;;
"
";;
trouve;;
;;
cest;;
bien;;
a;;
nous;;
.;;
"
";;
-0;;
Non;;
;;
ma;;
fille;;
;;
ee;;
quon;;
trouve;;
ne;;
nous;;
ap-;;
"
";;
partient;;
pas;;
;;
il;;
y;;
a;;
toujours;;
quelq';;
un;;
qui;;
l';;
a;;
"
";;
perdu;;
.;;
"
";;
-0;;
Mais;;
;;
maman;;
;;
si;;
personne;;
ne;;
l';;
a;;
perdu?HNANC;;
D;;
JANNIH;PER;
.;;
"
";;
-0;;
Ce;;
n';;
aast;;
pus;;
assihlo;;
;;
mon;;
anfant;;
:;;
les;;
biioux;;
"
";;
n;;
pouasont;;
pas;;
mma;;
l';;
erha;;
duns;;
les;;
ohumps;;
.;;
"
";;
---;;
Et;;
ai;;
perasann;;
n;;
la;;
ralemandaf;;
"
";;
-0;;
Cn;;
ne;;
doit;;
pas;;
nous;;
empesher;;
da;;
sherher;;
"
";;
qui;;
ae;;
braaelet;;
put;;
appartanir;;
;;
nous;;
nous;;
en;;
in-;;
"
";;
formerans;;
dans;;
tout;;
la;;
pays;;
.;;
"
";;
--;;
KEt;;
s';;
il;;
n';;
aest;;
 ;;
orsonnel;;
"
";;
--;;
Eh;;
bian;;
;;
nus;;
la;;
garlerons;;
soigneuaseent;;
;;
"
";;
at;;
l';;
an;;
finira;;
par;;
vnie;;
la;;
reluamer;;
.;;
s;;
"
";;
leunne;PER;
n;;
paruaissunt;;
pus;;
trbhs;;
-0;;
uontento;;
;;
asa;;
mbra;;
"
";;
Iui;;
dit;;
:;;
a;;
lcoute;;
-moi;;
;;
ma;;
eunna;;
:;;
si;;
tu;;
avais;;
"
";;
erdu;;
ton;;
bissue;;
en;;
chin;;
;;
ne;;
seruaistu;;
pas;;
con-;;
"
";;
tente;;
qu';;
on;;
to;;
le;;
rendtt;;
"
";;
-0;;
Oui;;
;;
mumnan;;
;;
cnr;;
il;;
mest;;
bion;;
utile;;
pour;;
"
";;
mettre;;
le;;
pain;;
qu';;
on;;
me;;
donne;;
.;;
"
";;
-0;;
Eh;;
binl;;
la;;
dume;;
qui;;
a;;
perdu;;
ce;;
joyau;;
on;;
"
";;
est;;
en;;
peine;;
;;
elle;;
le;;
regrette;;
comme;;
tu;;
regretterais;;
"
";;
ton;;
bissao;;
;;
Des;;
que;;
nous;;
suurons;;
oi;;
elle;;
demeue;;
;;
"
";;
nous;;
le;;
lui;;
reporterons;;
.;;
n;;
"
";;
Quand;;
elles;;
furent;;
rentr6es;;
chez;;
la;PER;
mbre;PER;
Nan-;PER;
"
";PER;
nette;PER;
;;
elles;;
lui;;
montrberent;;
ce;;
qu';;
elles;;
avaient;;
"
";;
trouv6;;
et;;
lui;;
demanderent;;
si;;
elle;;
savait;;
qui;;
pou-;;
"
";;
vait;;
aoir;;
perdu;;
un;;
si;;
beau;;
bijou;;
.;;
"
";;
a;;
Ce;;
ne;;
peut;;
etre;;
que;;
Mme;PER;
Dumont;PER;
;;
il;;
ny;;
a;;
"
";;
qu';;
elle;;
dans;;
le;;
pays;;
ui;;
porte;;
des;;
ehoses;;
pareilles;;
.;;
"
";;
Elle;;
demeure;;
dans;;
le;;
voisinage;;
;;
derrire;;
les;;
beaux;;
"
";;
arbres;;
que;;
l';;
on;;
voit;;
d';;
ici;;
.;;
Il;;
faut;;
aller;;
le;;
lui;;
repor-;;
"
";;
ter;;
tout;;
de;;
suite;;
;;
si;;
vous;;
n';;
etes;;
point;;
trop;;
lasses;;
;;
"
";;
je;;
suis;;
sre;;
quelle;;
en;;
est;;
fort;;
inquite;;
.;;
"
";;
-0;;
le;;
suis;;
trop;;
fatiguee;;
pour;;
mareher;;
eneore;;
;;
"
";;
mais;;
demain;;
matin;;
jirai;;
cehez;;
cette;;
dame;;
avec;;
"
";;
Jeanne;PER;
;;
et;;
je;;
lui;;
rendrai;;
ce;;
qui;;
est;;
 ;;
elle;;
.;;
CommePRRMIRR;;
PARTIR;;
.;;
"
";;
on;;
nus;;
a;;
haeuueup;;
donne;;
aujourd'hui;;
ot;;
que;;
je;;
"
";;
auis;;
trs;;
-0;;
lusse;;
;;
ja;;
me;;
rpaserai;;
deomain;;
tout;;
la;;
"
";;
joura;;
;;
pour;;
aoir;;
ha;;
frso;;
daller;;
smei;;
dans;;
"
";;
notra;;
villag;;
;;
prisr;;
mattra;PER;
Guillaumo;PER;
de;;
m';;
appor-;;
"
";;
ter;;
mon;;
lit;;
.;;
n;;
"
";;
(;;
atharine;PER;
et;;
ea;;
flle;;
regertent;;
l;;
hraselst;;
.;;
"
";;
Ls;;
lndemain;;
matin;;
;;
Cutherino;PER;
mpeign;;
les;;
"
";;
grands;;
cheveux;;
noirs;;
d;;
sn;;
petit;;
fillo;;
avese;;
oneore;;
"
";;
plus;;
de;;
asoin;;
qui;;
ordinaire;;
;;
oll;;
lui;;
lava;;
le;;
vi-;;
"
";;
aage;;
at;;
les;;
mains;;
;;
l';;
habilla;;
le;;
plus;;
propement;;
"
";;
quolle;;
lo;;
put;;
;;
et;;
olles;;
partirent;;
pour;;
aller;;
ches;;
"
";;
Mc;PER;
Dumont;PER;
.;;
"
";;
ElIea;;
arrivbrent;;
devant;;
une;;
grill;;
qui;;
servait;;
ds;;
"
";;
porte;;
i;;
un;;
beau;;
jardin;;
;;
mais;;
;;
commo;;
il;;
ny;;
avait;;
];;
"
";;
personne;;
;;
Cutherine;PER;
suivit;;
le;;
mur;;
et;;
vit;;
unegrande;;
"
";;
c;;
:;;
z;;
:;;
:;;
:;;
:;;
"
";;
ceau;;
de;;
pain;;
et;;
deux;;
sous;;
.;;
"
 ";;
arei;;
;;
mdemoisells;;
;;
dit;;
Ctherin;PER;
;;
meis;;
je;;
"
";;
voudrais;;
parler;;
h;;
votre;;
dame;;
.;;
"
";;
LL;;
 ;;
auwre;;
temme;;
;;
on;;
ne;;
peut;;
gee;;
ls;;
voir;;
"
 ";;
cette;;
heure;;
-0;;
ci;;
.;;
"
";;
-0;;
Eh;;
bien;;
l;;
voulea;;
-vous;;
lui;;
demander;;
si;;
c';;
est;;
"
";;
elle;;
qui;;
a;;
perdu;;
ce;;
que;;
j';;
ai;;
trouv6;;
hier;;
sur;;
la;;
"
";;
grande;;
route;;
 ;;
sn;;
"
";;
Et;;
elle;;
montra;;
le;;
bijou;;
;;
qu';;
elle;;
avait;;
enveloppe;;
"
";;
d';;
un;;
chiffon;;
bien;;
blane;;
.;;
"
";;
a;;
