Token;Label_Maj;Quaero_Maj
incroyables;;
malheurs;;
les;;
assaillirent;;
par;;
vingt;;
"
";;
endroits;;
.;;
D';;
abord;;
nous;;
eûmes;;
donc;;
le;;
client;;
de;;
Marseille;LOC;loc.adm.town
;;
puis;;
deux;;
"
";;
fois;;
le;;
feu;;
dans;;
la;;
même;;
année;;
;;
puis;;
la;;
grève;;
des;;
ourdisseuses;;
;;
puis;;
"
";;
notre;;
brouille;;
avec;;
l’;PER;
oncle;PER;
Baptiste;PER;
;;
puis;;
un;;
procès;;
très;;
coûteux;;
avec;;
"
";;
nos;;
marchands;;
de;;
couleurs;;
;;
puis;;
;;
enfin;;
;;
la;;
Révolution;MISC;
de;MISC;
18;MISC;
..;;
;;
qui;;
"
";;
nous;;
donna;;
le;;
coup;;
de;;
grâce;;
.;;
"

";;
À;;
partir;;
de;;
ce;;
moment;;
;;
la;;
fabrique;;
ne;;
battit;;
plus;;
que;;
d’;;
une;;
aile;;
;;
"
";;
petit;;
à;;
petit;;
;;
les;;
ateliers;;
se;;
vidèrent;;
:;;
chaque;;
semaine;;
un;;
métier;;
à;;
bas;;
;;
"
";;
chaque;;
mois;;
une;;
table;;
d’;;
impression;;
de;;
moins;;
.;;
C';;
était;;
pitié;;
de;;
voir;;
"
";;
la;;
vie;;
s’;;
en;;
aller;;
de;;
notre;;
maison;;
comme;;
d’;;
un;;
corps;;
malade;;
;;
lentement;;
;;
"
";;
tous;;
les;;
jours;;
un;;
peu;;
.;;
Une;;
fois;;
;;
on;;
n’;;
entra;;
plus;;
dans;;
les;;
salles;;
du;;
"
";;
second;;
.;;
Une;;
autre;;
fois;;
;;
la;;
cour;;
du;;
fond;;
fut;;
condamnée;;
.;;
Cela;;
dura;;
"
";;
ainsi;;
pendant;;
deux;;
ans;;
;;
pendant;;
deux;;
ans;;
;;
la;;
fabrique;;
agonisa;;
.;;
Enfin;;
;;
"
";;
un;;
jour;;
;;
les;;
ouvriers;;
ne;;
vinrent;;
plus;;
;;
la;;
cloche;;
des;;
ateliers;;
ne;;
sonna;;
"
";;
pas;;
;;
le;;
puits;;
à;;
roue;;
cessa;;
de;;
grincer;;
;;
l’;;
eau;;
des;;
grands;;
bassins;;
;;
dans;;
"
";;
lesquels;;
on;;
lavait;;
les;;
tissus;;
;;
demeura;;
immobile;;
;;
et;;
bientôt;;
;;
dans;;
toute;;
"
";;
la;;
fabrique;;
;;
il;;
ne;;
resta;;
plus;;
que;;
M.;PER;
et;;
Mme;PER;
Eyssette;PER;
;;
la;PER;
vieille;PER;
Annou;PER;
;;
"
";;
mon;;
frère;;
Jacques;PER;
et;;
moi;;
;;
puis;;
;;
là;;
-0;;
bas;;
;;
dans;;
le;;
fond;;
;;
pour;;
garder;;
les;;
"
";;
ateliers;;
;;
le;PER;
concierge;PER;
Colombe;PER;
et;;
son;;
fils;;
le;PER;
petit;PER;
Rouget;PER;
.;;
"

";;
C';;
était;;
fini;;
;;
nous;;
étions;;
ruinés;;
.;;
"

";;
J';;
avais;;
alors;;
six;;
ou;;
sept;;
ans;;
.;;
Comme;;
j';;
étais;;
très;;
frêle;;
et;;
maladif;;
;;
"
";;
mes;;
parents;;
n’;;
avaient;;
pas;;
voulu;;
m';;
envoyer;;
à;;
l’;;
école;;
.;;
Ma;;
mère;;
m';;
avait;;
"
";;
seulement;;
appris;;
à;;
lire;;
et;;
à;;
écrire;;
;;
plus;;
quelques;;
mots;;
d’;;
espagnol;;
et;;
"
";;
deux;;
ou;;
trois;;
airs;;
de;;
guitare;;
;;
à;;
l’;;
aide;;
desquels;;
on;;
m';;
avait;;
fait;;
;;
dans;;
la;;
"
";;
famille;;
;;
une;;
réputation;;
de;;
petit;;
prodige;;
.;;
Grâce;;
à;;
ce;;
système;;
d';;
éducation;;
;;
"
";;
je;;
ne;;
bougeais;;
jamais;;
de;;
chez;;
nous;;
;;
et;;
je;;
pus;;
assister;;
dans;;
tous;;
ses;;
"
";;
détails;;
à;;
l’;;
agonie;;
de;;
la;;
maison;LOC;loc.adm.town
Eyssette;;
.;;
Ce;;
spectacle;;
me;;
laissa;;
froid;;
;;
"

 

";;
PA;;
fesse;;
RD;;
BR;;
"

";;
LA;;
FABRIQUE;;
5;;
"

";;
LL;;
ot;;
ot;;
do;;
"

 

";;
LS;;
SSL;;
Sd;;
dd;;
do;;
"

 

";;
PE;;
TS;;
"

";;
je;;
l’;;
avoue;;
;;
même;;
je;;
trouvai;;
à;;
notre;;
ruine;;
ce;;
côté;;
très;;
agréable;;
;;
que;;
je;;
"
";;
pouvais;;
gambader;;
à;;
ma;;
guise;;
par;;
toute;;
la;;
fabrique;;
;;
ce;;
qui;;
;;
du;;
temps;;
des;;
"
";;
ouvriers;;
;;
ne;;
m';;
était;;
permis;;
que;;
le;;
dimanche;;
.;;
Je;;
disais;;
gravement;;
au;;
"
";;
petit;;
Rouget;PER;
:;;
«;;
Maintenant;;
;;
la;;
fabrique;;
est;;
à;;
moi;;
;;
on;;
me;;
l’;;
a;;
donnée;;
"
";;
pour;;
jouer;;
.;;
»;;
Et;;
le;PER;
petit;PER;
Rouget;PER;
me;;
croyait;;
.;;
Il;;
croyait;;
tout;;
ce;;
que;;
je;;
"
";;
lui;;
disais;;
;;
cet;;
imbécile;;
.;;
"

";;
A;;
la;;
maison;;
;;
par;;
exemple;;
;;
tout;;
le;;
monde;;
ne;;
prit;;
pas;;
notre;;
débâcle;;
"
";;
aussi;;
gaiement;;
.;;
Tout;;
à;;
coup;;
M.;PER;
Eyssette;PER;
devint;;
terrible;;
;;
c';;
était;;
dans;;
"
";;
l’;;
habitude;;
une;;
nature;;
enflammée;;
;;
violente;;
;;
exagérée;;
;;
aimant;;
les;;
cris;;
;;
"
";;
la;;
casse;;
et;;
les;;
tonnerres;;
;;
au;;
fond;;
;;
un;;
très;;
excellent;;
homme;;
;;
ayant;;
"
";;
seulement;;
la;;
main;;
leste;;
;;
le;;
verbe;;
haut;;
et;;
l’;;
impérieux;;
besoin;;
de;;
donner;;
"
";;
le;;
tremblement;;
à;;
tout;;
ce;;
qui;;
l’;;
entourait;;
.;;
La;;
mauvaise;;
fortune;;
;;
au;;
lieu;;
"
";;
de;;
l’;;
abattre;;
;;
l’;;
exaspéra;;
.;;
Du;;
soir;;
au;;
matin;;
;;
ce;;
fut;;
une;;
colère;;
formidable;;
"
";;
qui;;
;;
ne;;
sachant;;
à;;
qui;;
s’;;
en;;
prendre;;
;;
s’;;
attaquait;;
à;;
tout;;
;;
au;;
soleil;;
;;
au;;
"
";;
mistral;;
;;
à;;
Jacques;PER;
;;
à;;
la;PER;
vieille;PER;
Annou;PER;
;;
à;;
la;;
Révolution;MISC;
;;
oh;;
!;;
surtout;;
à;;
la;MISC;
"
";MISC;
Révolution;MISC;
!;;
À;;
entendre;;
mon;;
père;;
;;
vous;;
auriez;;
juré;;
que;;
cette;;
Révo-;MISC;
"
";MISC;
lution;MISC;
de;;
18;;
...;;
;;
qui;;
nous;;
avait;;
mis;;
à;;
mal;;
;;
était;;
spécialement;;
dirigée;;
"
";;
contre;;
nous;;
.;;
Aussi;;
;;
je;;
vous;;
prie;;
de;;
croire;;
que;;
les;;
révolutionnaires;;
"
";;
n';;
étaient;;
pas;;
en;;
odeur;;
de;;
sainteté;;
dans;;
la;LOC;loc.adm.town
maison;LOC;loc.adm.town
Eyssette;;
.;;
Dieu;;
sait;;
"
";;
ce;;
que;;
nous;;
avons;;
dit;;
de;;
ces;;
messieurs;;
dans;;
ce;;
temps;;
-là;;
...;;
Encore;;
"
";;
aujourd’hui;;
;;
quand;;
le;PER;
vieux;PER;
papa;PER;
Eyssette;PER;
(;;
que;;
Dieu;;
me;;
le;;
conserve;;
!;;
);;
"
";;
sent;;
venir;;
son;;
accès;;
de;;
goutte;;
;;
il;;
s';;
étend;;
péniblement;;
sur;;
sa;;
chaise;;
"
";;
longue;;
;;
et;;
nous;;
l’;;
entendons;;
dire;;
:;;
«;;
Oh;;
!;;
ces;;
révolutionnaires;;
!;;
»;;
"

";;
A;;
l’;;
époque;;
dont;;
je;;
vous;;
parle;;
;;
M.;PER;
Eyssette;PER;
n’;;
avait;;
pas;;
la;;
goutte;;
;;
"
";;
et;;
la;;
douleur;;
de;;
se;;
voir;;
ruiné;;
en;;
avait;;
fait;;
un;;
homme;;
terrible;;
que;;
"
";;
personne;;
ne;;
pouvait;;
approcher;;
.;;
Il;;
fallut;;
le;;
saigner;;
deux;;
fois;;
en;;
quinze;;
"
";;
jours;;
.;;
Autour;;
de;;
lui;;
;;
chacun;;
se;;
taisait;;
;;
on;;
avait;;
peur;;
.;;
A;;
table;;
;;
nous;;
"
";;
demandions;;
du;;
pain;;
à;;
voix;;
basse;;
.;;
On;;
n’;;
osait;;
pas;;
même;;
pleurer;;
devant;;
"
";;
lui;;
.;;
Aussi;;
;;
dès;;
qu’;;
il;;
avait;;
tourné;;
les;;
talons;;
;;
ce;;
n’;;
était;;
qu’;;
un;;
sanglot;;
;;
"
";;
d’;;
un;;
bout;;
de;;
la;;
maison;;
à;;
l’;;
autre;;
;;
ma;;
mère;;
;;
la;PER;
vieille;PER;
Annou;PER;
;;
mon;;
frère;;
"
";;
Jacques;PER;
et;;
aussi;;
mon;;
grand;;
frère;;
l’;;
abbé;;
;;
lorsqu';;
il;;
venait;;
nous;;
voir;;
;;
tout;;
"
";;
le;;
monde;;
s’;;
y;;
mettait;;
.;;
Ma;;
mère;;
;;
cela;;
se;;
conçoit;;
;;
pleurait;;
de;;
voir;;
"
";;
M.;PER;
Eyssette;PER;
malheureux;;
;;
l’;;
abbé;;
et;;
la;PER;
vieille;PER;
Annou;PER;
pleuraient;;
de;;
"
";;
voir;;
pleurer;;
Mme;PER;
Eyssette;PER;
;;
quant;;
à;;
Jacques;PER;
;;
trop;;
jeune;;
encore;;
pour;;
"
";;
comprendre;;
nos;;
malheurs;;
;;
—;;
il;;
avait;;
à;;
peine;;
deux;;
ans;;
de;;
plus;;
que;;
"
";;
moi;;
;;
—;;
il;;
pleurait;;
par;;
besoin;;
;;
pour;;
le;;
plaisir;;
.;;
"

";;
Un;;
singulier;;
enfant;;
que;;
mon;;
frère;;
Jacques;PER;
;;
en;;
voilà;;
un;;
qui;;
avait;;
"
";;
le;;
don;;
des;;
larmes;;
!;;
D’;;
aussi;;
loin;;
qu’;;
il;;
me;;
souvienne;;
;;
je;;
le;;
vois;;
;;
les;;
yeux;;
"

";;
6;;
LE;;
PETIT;;
CHOSE;;
"

";;
tt;;
LT;;
LS;;
dd;;
dd;;
"

 

";;
Sd;;
ot;;
ot;;
oo;;
"

";;
rouges;;
et;;
la;;
joue;;
ruisselante;;
.;;
Le;;
soir;;
;;
le;;
matin;;
;;
de;;
jour;;
;;
de;;
nuit;;
;;
en;;
"
";;
classe;;
;;
à;;
la;;
maison;;
;;
en;;
promenade;;
;;
il;;
pleurait;;
sans;;
cesse;;
;;
il;;
pleurait;;
"
";;
partout;;
.;;
Quand;;
on;;
lui;;
disait;;
:;;
«;;
Qu’;;
as;;
-0;;
tu;;
?;;
»;;
il;;
répondait;;
en;;
sanglotant;;
:;;
"
";;
«;;
Je;;
n';;
ai;;
rien;;
.;;
»;;
Et;;
;;
le;;
plus;;
curieux;;
;;
c’;;
est;;
qu’;;
il;;
n’;;
avait;;
rien;;
.;;
Il;;
pleurait;;
"
";;
comme;;
on;;
se;;
mouche;;
;;
plus;;
souvent;;
;;
voilà;;
tout;;
;;
Quelquefois;;
M.;PER;
Eyssette;PER;
;;
"
";;
exaspéré;;
;;
disait;;
à;;
ma;;
mère;;
:;;
«;;
Cet;;
enfant;;
est;;
ridicule;;
;;
regardez;;
-0;;
le!.;;
…;;
"
";;
c’;;
est;;
un;;
fleuve;;
.;;
»;;
À;;
quoi;;
Mme;PER;
Eyssette;PER;
répondait;;
de;;
sa;;
voix;;
douce;;
:;;
"
";;
«;;
Que;;
veux;;
-0;;
tu;;
;;
mon;;
ami;;
?;;
cela;;
passera;;
en;;
grandissant;;
;;
à;;
son;;
âge;;
;;
j';;
étais;;
"
";;
comme;;
lui;;
.;;
»;;
En;;
attendant;;
;;
Jacques;PER;
grandissait;;
;;
il;;
grandissait;;
beaucoup;;
"
";;
même;;
;;
et;;
cela;;
ne;;
lui;;
passait;;
pas;;
.;;
Tout;;
au;;
contraire;;
;;
la;;
singulière;;
aptitude;;
"
";;
qu';;
avait;;
cet;;
étrange;;
garçon;;
à;;
répandre;;
sans;;
raison;;
des;;
averses;;
de;;
larmes;;
"
";;
allait;;
chaque;;
jour;;
en;;
augmentant;;
.;;
Aussi;;
la;;
désolation;;
de;;
nos;;
parents;;
"
";;
lui;;
fut;;
une;;
grande;;
fortune;;
.;;
C’;;
est;;
pour;;
le;;
coup;;
qu';;
il;;
s’;;
en;;
donna;;
de;;
"
";;
sangloter;;
à;;
son;;
aise;;
;;
des;;
journées;;
entières;;
;;
sans;;
que;;
personne;;
vint;;
lui;;
"
";;
dire;;
:;;
«;;
Qu’;;
as;;
-0;;
tu;;
?;;
»;;
"

";;
En;;
somme;;
;;
pour;;
Jacques;PER;
comme;;
pour;;
moi;;
;;
notre;;
ruine;;
avait;;
son;;
"
";;
joli;;
côté;;
.;;
"

";;
Pour;;
ma;;
part;;
;;
j';;
étais;;
très;;
heureux;;
.;;
On;;
ne;;
s’;;
occupait;;
plus;;
de;;
moi;;
.;;
"
";;
J';;
en;;
profitais;;
pour;;
jouer;;
tout;;
le;;
jour;;
avec;;
Rouget;PER;
parmi;;
les;;
ateliers;;
"
";;
déserts;;
;;
où;;
nos;;
pas;;
sonnaient;;
comme;;
dans;;
une;;
église;;
;;
et;;
les;;
grandes;;
"
";;
cours;;
abandonnées;;
;;
que;;
l’;;
herbe;;
envahissait;;
déjà;;
.;;
Ce;;
jeune;;
Rouget;PER;
;;
"
";;
fils;;
du;;
concierge;PER;
Colombe;PER;
;;
était;;
un;;
gros;;
garçon;;
d’;;
une;;
douzaine;;
"
";;
d’;;
années;;
;;
fort;;
comme;;
un;;
bœuf;;
;;
dévoué;;
comme;;
un;;
chien;;
;;
bête;;
comme;;
"
";;
une;;
oie;;
et;;
remarquable;;
surtout;;
par;;
une;;
chevelure;;
rouge;;
;;
à;;
laquelle;;
"
";;
il;;
devait;;
son;;
surnom;;
de;;
Rouget;PER;
.;;
Seulement;;
;;
je;;
vais;;
vous;;
dire;;
:;;
Rouget;PER;
;;
"
";;
pour;;
moi;;
;;
n’;;
était;;
pas;;
Rouget;PER;
.;;
Il;;
était;;
tour;;
à;;
tour;;
mon;;
fidèle;;
Vendredi;PER;
;;
"
";;
une;;
tribu;;
de;;
sauvages;;
;;
un;;
équipage;;
révolté;;
;;
tout;;
ce;;
qu’;;
on;;
voulait;;
.;;
"
";;
Moi;;
-0;;
même;;
;;
en;;
ce;;
temps;;
-là;;
;;
je;;
ne;;
m'’appelais;;
pas;;
Daniel;PER;
Eyssette;PER;
;;
"
";;
j';;
étais;;
cet;;
homme;;
singulier;;
;;
vêtu;;
de;;
peaux;;
de;;
bêtes;;
;;
donton;;
venait;;
"
";;
de;;
me;;
donner;;
les;;
aventures;;
;;
master;PER;
Crusoé;PER;
lui-même;;
.;;
Douce;;
folie;;
!;;
"
";;
Le;;
soir;;
;;
après;;
souper;;
;;
je;;
relisais;;
mon;;
Robinson;;
;;
je;;
l’;;
apprenais;;
par;;
cœur;;
;;
"
";;
le;;
jour;;
;;
je;;
le;;
jouais;;
;;
je;;
le;;
jouais;;
avec;;
rage;;
;;
et;;
tout;;
ce;;
qui;;
m’;;
entourait;;
;;
"
";;
je;;
l’;;
enrôlais;;
dans;;
ma;;
comédie;;
.;;
La;;
fabrique;;
n’;;
était;;
plus;;
la;;
fabrique;;
;;
"
";;
c';;
était;;
mon;;
île;;
déserte;;
;;
oh;;
!;;
bien;;
déserte;;
.;;
Les;;
bassins;;
jouaient;;
le;;
rôle;;
"
";;
d’;;
Océan;LOC;loc.phys.hydro
.;;
Le;;
jardin;;
faisait;;
une;;
forêt;;
vierge;;
.;;
Il;;
y;;
avait;;
dans;;
les;;
platanes;;
"
";;
un;;
tas;;
de;;
cigales;;
qui;;
étaient;;
de;;
la;;
pièce;;
et;;
qui;;
ne;;
le;;
savaient;;
pas;;
.;;
"

";;
Rouget;PER;
;;
lui;;
non;;
plus;;
;;
ne;;
se;;
doutait;;
guère;;
de;;
l';;
importance;;
de;;
son;;
"
";;
rôle;;
.;;
Si;;
on;;
lui;;
avait;;
demandé;;
ce;;
que;;
c';;
était;;
que;;
Robinson;;
;;
on;;
l';;
aurait;;
"

 

";;
LA;;
FABRIQUE;;
7;;
"

";;
dd;;
LL;;
LS;;
"

 

 

";;
bien;;
embarrassé;;
;;
pourtant;;
je;;
dois;;
dire;;
qu’;;
il;;
tenait;;
son;;
emploi;;
avec;;
la;;
"
";;
plus;;
grande;;
conviction;;
;;
et;;
que;;
;;
pour;;
imiter;;
le;;
rugissement;;
des;;
sau-;;
"
";;
vages;;
;;
il;;
n’;;
y;;
en;;
avait;;
pas;;
comme;;
lui;;
.;;
Où;;
avait;;
-il;;
appris;;
?;;
Je;;
l’;;
ignore;;
.;;
"
";;
Toujours;;
est;;
-il;;
que;;
ces;;
grands;;
rugissements;;
de;;
sauvage;;
qu';;
il;;
allait;;
"
";;
chercher;;
dans;;
le;;
fond;;
de;;
sa;;
gorge;;
;;
en;;
agitant;;
sa;;
forte;;
crinière;;
rouge;;
;;
"
";;
auraient;;
fait;;
frémir;;
les;;
plus;;
braves;;
.;;
Moi;;
-0;;
même;;
;;
Robinson;;
;;
j';;
en;;
avais;;
"
";;
quelquefois;;
le;;
cœur;;
bouleversé;;
;;
et;;
j’;;
étais;;
obligé;;
de;;
lui;;
dire;;
à;;
voix;;
basse;;
:;;
"
";;
«;;
Pas;;
si;;
fort;;
;;
Rouget;PER;
;;
tu;;
me;;
fais;;
peur;;
.;;
»;;
"

";;
Malheureusement;;
;;
si;;
Rouget;PER;
imitait;;
le;;
cri;;
des;;
sauvages;;
très;;
bien;;
;;
"
";;
il;;
savait;;
encore;;
mieux;;
dire;;
les;;
gros;;
mots;;
d’;;
enfants;;
de;;
la;;
rue;;
et;;
jurer;;
le;;
"
";;
nom;;
de;;
Notre-Seigneur;MISC;
.;;
Tout;;
en;;
jouant;;
;;
j';;
appris;;
à;;
faire;;
comme;;
lui;;
;;
"
";;
et;;
un;;
jour;;
;;
en;;
pleine;;
table;;
;;
un;;
formidable;;
juron;;
m’;;
échappa;;
je;;
ne;;
sais;;
"
";;
comment;;
.;;
Consternation;;
générale;;
!;;
«;;
Qui;;
t’;;
a;;
appris;;
cela;;
?;;
Où;;
l’;;
as;;
-0;;
tu;;
"
";;
entendu;;
?;;
»;;
Ce;;
fut;;
un;;
événement;;
.;;
M.;PER;
Eyssette;PER;
parla;;
tout;;
de;;
suite;;
de;;
"
";;
me;;
mettre;;
dans;;
une;;
maison;;
de;;
correction;;
;;
mon;;
grand;;
frère;;
l’;;
abbé;;
dit;;
"
";;
qu';;
avant;;
toute;;
chose;;
on;;
devait;;
m';;
envoyer;;
à;;
confesse;;
;;
puisque;;
j';;
avais;;
"
";;
l’;;
âge;;
de;;
raison;;
.;;
On;;
me;;
mena;;
à;;
confesse;;
.;;
Grande;;
affaire;;
!;;
Il;;
fallait;;
"
";;
ramasser;;
dans;;
tous;;
les;;
coins;;
de;;
ma;;
conscience;;
un;;
tas;;
de;;
vieux;;
péchés;;
"
";;
qui;;
traînaient;;
là;;
depuis;;
sept;;
ans;;
.;;
Je;;
ne;;
dormis;;
pas;;
de;;
deux;;
nuits;;
;;
"
";;
c’;;
est;;
qu';;
il;;
y;;
en;;
avait;;
toute;;
une;;
panerée;;
de;;
ces;;
diables;;
de;;
péchés;;
;;
j';;
avais;;
"
";;
mis;;
les;;
plus;;
petits;;
dessus;;
;;
mais;;
c’;;
est;;
égal;;
;;
les;;
autres;;
se;;
voyaient;;
;;
et;;
"
";;
lorsque;;
;;
agenouillé;;
dans;;
la;;
petite;;
armoire;;
de;;
chêne;;
;;
il;;
fallut;;
montrer;;
"
";;
tout;;
cela;;
au;;
curé;PER;
des;PER;
Récollets;PER;
;;
je;;
crus;;
que;;
je;;
mourrais;;
de;;
peur;;
et;;
de;;
"
";;
confusion;;
…;;
"

";;
Ce;;
fut;;
fini;;
.;;
Je;;
ne;;
voulus;;
plus;;
jouer;;
avec;;
Rouget;PER;
;;
je;;
savais;;
mainte-;;
"
";;
nant;;
;;
c’;;
est;;
saint;;
Paul;;
qui;;
l’;;
a;;
dit;;
et;;
le;;
curé;PER;
des;PER;
Récollets;;
me;;
le;;
répéta;;
;;
"
";;
que;;
le;;
démon;;
rôde;;
éternellement;;
autour;;
de;;
nous;;
comme;;
un;;
lion;;
;;
"
";;
queærens;;
quem;;
devoret;;
.;;
Oh;;
!;;
ce;;
quærens;;
quem;;
devoret;;
;;
quelle;;
impression;;
"
";;
il;;
me;;
fit;;
!;;
Je;;
savais;;
aussi;;
que;;
cet;;
intrigant;;
de;;
Lucifer;MISC;
prend;;
tous;;
les;;
"
";;
visages;;
qu’;;
il;;
veut;;
pour;;
vous;;
tenter;;
;;
et;;
vous;;
ne;;
m';;
auriez;;
pas;;
Ôté;;
de;;
"
";;
l';;
idée;;
qu’;;
il;;
s’;;
était;;
caché;;
dans;;
la;;
peau;;
de;;
Rouget;PER;
pour;;
m’;;
apprendre;;
à;;
"
";;
jurer;;
le;;
nom;;
de;;
Dieu;;
.;;
Aussi;;
;;
mon;;
premier;;
soin;;
;;
en;;
rentrant;;
à;;
la;;
"
";;
fabrique;;
;;
fut;;
d’;;
avertir;;
Vendredi;PER;
qu’;;
il;;
eût;;
à;;
rester;;
chez;;
lui;;
dorénavant;;
.;;
"
";;
Infortuné;;
Vendredi;;
!;;
Cet;;
ukase;;
lui;;
creva;;
le;;
cœur;;
;;
mais;;
il;;
s’;;
y;;
conforma;;
"
";;
sans;;
une;;
plainte;;
.;;
Quelquefois;;
;;
je;;
l’;;
apercevais;;
debout;;
;;
sur;;
la;;
porte;;
de;;
"
";;
la;;
loge;;
;;
du;;
côté;;
des;;
ateliers;;
;;
il;;
se;;
tenait;;
là;;
tristement;;
;;
et;;
lorsqu';;
il;;
voyait;;
"
";;
que;;
je;;
le;;
regardais;;
;;
le;;
malheureux;;
poussait;;
pour;;
m’;;
attendrir;;
les;;
plus;;
"
";;
effroyables;;
rugissements;;
;;
en;;
agitant;;
sa;;
crinière;;
flamboyante;;
;;
mais;;
plus;;
"

 

";;
8;;
LE;;
PETIT;;
CHOSE;;
"

";;
TS;;
do;;
"

 

 

";;
RS;;
"

";;
il;;
rugissait;;
;;
plus;;
je;;
me;;
tenais;;
loin;;
.;;
Je;;
trouvais;;
qu’;;
il;;
ressemblait;;
au;;
"
";;
fameux;;
lion;;
quærens;;
.;;
Je;;
lui;;
criais;;
:;;
«;;
Va;;
-0;;
t’;;
en;;
!;;
tu;;
me;;
fais;;
horreur;;
.;;
»;;
"

";;
Rouget;PER;
s’;;
obstina;;
à;;
rugir;;
ainsi;;
pendant;;
quelques;;
jours;;
;;
puis;;
;;
un;;
"
";;
matin;;
;;
son;;
père;;
;;
fatigué;;
de;;
ses;;
rugissements;;
à;;
domicile;;
;;
l’;;
envoya;;
rugir;;
"
";;
en;;
apprentissage;;
;;
et;;
je;;
ne;;
le;;
revis;;
plus;;
.;;
"

";;
Mon;;
enthousiasme;;
pour;;
Robinson;;
n’;;
en;;
fut;;
pas;;
un;;
instant;;
refroidi;;
.;;
"
";;
Tout;;
juste;;
vers;;
ce;;
temps;;
-là;;
;;
l’;PER;
oncle;PER;
Baptiste;PER;
se;;
dégoûta;;
subitement;;
de;;
"
";;
son;;
perroquet;;
et;;
me;;
le;;
donna;;
.;;
Ce;;
perroquet;;
remplaça;;
Vendredi;;
.;;
"
";;
Je;;
l’;;
installai;;
dans;;
une;;
