Token;Label_Maj;Quaero_Maj
d';;
un;;
de;;
ses;;
clients;;
de;;
Marseille;LOC;loc.adm.town
0;;
qui;;
lui;;
emportait;;
plus;;
de;;
quarante;;
mille;;
francs;;
";";;
si;;
bien;;
que;;
M.;PER;
Eyssette;PER;
0;;
heureux;;
et;;
désolé;;
du;;
même;;
coup;;
0;;
se;;
demandait;;
0;;
comme;;
l';;
autre;;
0;;
s';;
il;;
devait;;
pleurer;;
pour;;
la;;
disparition;;
du;;
client;;
de;;
Marseille;LOC;loc.adm.town
0;;
ou;;
rire;;
pour;;
l';;
heureuse;;
arrivée;;
du;;
Petit;PER;
Daniel;PER;
...;;
Il;;
fallait;;
pleurer;;
0;;
mon;;
bon;;
monsieur;PER;
Eyssette;PER;
0;;
il;;
fallait;;
pleurer;;
doublement;;
.;;
"
";;
C';;
est;;
une;;
vérité;;
0;;
je;;
fus;;
la;;
mauvaise;;
étoile;;
de;;
mes;;
parents;;
.;;
Du;;
jour;;
de;;
ma;;
naissance;;
0;;
d';;
incroyables;;
malheurs;;
les;;
assaillirent;;
par;;
vingt;;
endroits;;
.;;
D';;
abord;;
nous;;
eûmes;;
donc;;
le;;
client;;
de;;
Marseille;LOC;loc.adm.town
0;;
puis;;
deux;;
fois;;
le;;
feu;;
dans;;
la;;
même;;
année;;
0;;
puis;;
la;;
grève;;
des;;
ourdisseuses;;
0;;
puis;;
notre;;
brouille;;
avec;;
l';;
oncle;PER;
Baptiste;PER;
?;;
0;;
puis;;
un;;
procès;;
très;;
coûteux;;
avec;;
nos;;
marchands;;
de;;
couleurs;;
0;;
puis;;
0;;
enfin;;
0;;
la;;
révolution;;
de;;
18;;
...;;
0;;
qui;;
nous;;
donna;;
le;;
coup;;
de;;
grâce;;
.;;
"
";;
À;;
partir;;
de;;
ce;;
moment;;
0;;
la;;
fabrique;;
ne;;
battit;;
plus;;
que;;
d';;
une;;
aile;;
";";;
petit;;
à;;
petit;;
0;;
les;;
ateliers;;
se;;
vidèrent;;
:;;
chaque;;
semaine;;
un;;
métier;;
à;;
bas;;
0;;
chaque;;
mois;;
une;;
table;;
d';;
impression;;
de;;
moins;;
.;;
C';;
était;;
pitié;;
de;;
voir;;
la;;
vie;;
s';;
en;;
aller;;
de;;
notre;;
maison;;
comme;;
d';;
un;;
corps;;
malade;;
0;;
lentement;;
0;;
tous;;
les;;
jours;;
un;;
peu;;
.;;
Une;;
fois;;
0;;
on;;
n';;
entra;;
plus;;
dans;;
les;;
salles;;
du;;
second;;
.;;
Une;;
autre;;
fois;;
0;;
la;;
cour;;
du;;
fond;;
fut;;
condamnée;;
.;;
Cela;;
dura;;
ainsi;;
pendant;;
deux;;
ans;;
";";;
pendant;;
deux;;
ans;;
0;;
la;;
fabrique;;
agonisa;;
.;;
Enfin;;
0;;
un;;
jour;;
0;;
les;;
ouvriers;;
ne;;
vinrent;;
plus;;
0;;
la;;
cloche;;
des;;
ateliers;;
ne;;
sonna;;
pas;;
0;;
le;;
puits;;
à;;
roue;;
cessa;;
de;;
grincer;;
0;;
l';;
eau;;
des;;
grands;;
bassins;;
0;;
dans;;
lesquels;;
on;;
lavait;;
les;;
tissus;;
0;;
demeura;;
immobile;;
0;;
et;;
bientôt;;
0;;
dans;;
toute;;
la;;
fabrique;;
0;;
il;;
ne;;
resta;;
plus;;
que;;
M.;PER;
et;;
Mme;PER;
Eyssette;PER;
0;;
la;PER;
vieille;PER;
Annou;PER;
0;;
mon;;
frère;;
Jacques;PER;
et;;
moi;;
";";;
puis;;
0;;
là;;
0;;
bas;;
0;;
dans;;
le;;
fond;;
0;;
pour;;
garder;;
les;;
ateliers;;
0;;
le;PER;
concierge;PER;
Colombe;PER;
et;;
son;;
fils;;
le;PER;
petit;PER;
Rouget;PER;
.;;
"
";;
C';;
était;;
fini;;
0;;
nous;;
étions;;
ruinés;;
.;;
"
";;
J';;
avais;;
alors;;
six;;
ou;;
sept;;
ans;;
.;;
Comme;;
j';;
étais;;
très;;
frêle;;
et;;
maladif;;
0;;
mes;;
parents;;
n';;
avaient;;
pas;;
voulu;;
m';;
envoyer;;
à;;
l';;
école;;
.;;
Ma;;
mère;;
m';;
avait;;
seulement;;
appris;;
à;;
lire;;
et;;
à;;
écrire;;
0;;
plus;;
quelques;;
mots;;
d';;
espagnol;;
et;;
deux;;
ou;;
trois;;
airs;;
de;;
guitare;;
0;;
à;;
l';;
aide;;
desquels;;
on;;
m';;
avait;;
fait;;
0;;
dans;;
la;;
famille;;
0;;
une;;
réputation;;
de;;
petit;;
prodige;;
.;;
Grâce;;
à;;
ce;;
système;;
d';;
éducation;;
0;;
je;;
ne;;
bougeais;;
jamais;;
de;;
chez;;
nous;;
0;;
et;;
je;;
pus;;
assister;;
dans;;
tous;;
ses;;
détails;;
à;;
l';;
agonie;;
de;;
la;LOC;loc.fac
maison;LOC;loc.fac
Eyssette;;
.;;
Ce;;
spectacle;;
me;;
laissa;;
froid;;
0;;
je;;
l';;
avoue;;
";";;
même;;
je;;
trouvai;;
à;;
notre;;
ruine;;
ce;;
côté;;
très;;
agréable;;
que;;
je;;
pouvais;;
gambader;;
à;;
ma;;
guise;;
par;;
toute;;
la;;
fabrique;;
0;;
ce;;
qui;;
0;;
du;;
temps;;
des;;
ouvriers;;
0;;
ne;;
m';;
était;;
permis;;
que;;
le;;
dimanche;;
.;;
Je;;
disais;;
gravement;;
au;;
petit;PER;
Rouget;PER;
:;;
"
";;
«;;
Maintenant;;
0;;
la;;
fabrique;;
est;;
à;;
moi;;
";";;
on;;
me;;
l';;
a;;
donnée;;
pour;;
jouer;;
.;;
»;;
Et;;
le;PER;
petit;PER;
Rouget;PER;
me;;
croyait;;
.;;
Il;;
croyait;;
tout;;
ce;;
que;;
je;;
lui;;
disais;;
0;;
cet;;
imbécile;;
.;;
"
";;
À;;
la;;
maison;;
0;;
par;;
exemple;;
0;;
tout;;
le;;
monde;;
ne;;
prit;;
pas;;
notre;;
débâcle;;
aussi;;
gaiement;;
.;;
Tout;;
à;;
coup;;
0;;
M.;PER;
Eyssette;PER;
devint;;
terrible;;
:;;
c';;
était;;
dans;;
l';;
habitude;;
une;;
nature;;
enflammée;;
0;;
violente;;
0;;
exagérée;;
0;;
aimant;;
les;;
cris;;
0;;
la;;
casse;;
et;;
les;;
tonnerres;;
";";;
au;;
fond;;
0;;
un;;
très;;
excellent;;
homme;;
0;;
ayant;;
seulement;;
la;;
main;;
leste;;
0;;
le;;
verbe;;
haut;;
et;;
l';;
impérieux;;
besoin;;
de;;
donner;;
le;;
tremblement;;
à;;
tout;;
ce;;
qui;;
l';;
entourait;;
.;;
La;;
mauvaise;;
fortune;;
0;;
au;;
lieu;;
de;;
l';;
abattre;;
0;;
l';;
exaspéra;;
.;;
Du;;
soir;;
au;;
matin;;
0;;
ce;;
fut;;
une;;
colère;;
formidable;;
qui;;
0;;
ne;;
sachant;;
à;;
qui;;
s';;
en;;
prendre;;
0;;
s';;
attaquait;;
à;;
tout;;
0;;
au;;
soleil;;
0;;
au;;
mistral;;
0;;
à;;
Jacques;PER;
0;;
à;;
la;PER;
vieille;PER;
Annou;PER;
0;;
à;;
la;MISC;
Révolution;MISC;
0;;
oh;;
!;;
surtout;;
à;;
la;MISC;
Révolution;MISC;
!;;
...;;
À;;
entendre;;
mon;;
père;;
0;;
vous;;
auriez;;
juré;;
que;;
cette;;
révolution;;
de;;
18;;
...;;
0;;
qui;;
nous;;
avait;;
mis;;
à;;
mal;;
0;;
était;;
spécialement;;
dirigée;;
contre;;
nous;;
.;;
Aussi;;
0;;
je;;
vous;;
prie;;
de;;
croire;;
que;;
les;;
révolutionnaires;;
n';;
étaient;;
pas;;
en;;
odeur;;
de;;
sainteté;;
dans;;
la;LOC;loc.fac
maison;LOC;loc.fac
Eyssette;;
.;;
Dieu;;
sait;;
ce;;
que;;
nous;;
avons;;
dit;;
de;;
ces;;
messieurs;;
dans;;
ce;;
temps;;
.;;
là;;
...;;
Encore;;
aujourd'hui;;
0;;
quand;;
le;PER;
vieux;PER;
papa;PER;
Eyssette;PER;
(;;
que;;
Dieu;;
me;;
le;;
conserve;;
!;;
);;
sent;;
venir;;
son;;
accès;;
de;;
goutte;;
0;;
il;;
s';;
étend;;
péniblement;;
sur;;
sa;;
chaise;;
longue;;
0;;
et;;
nous;;
l';;
entendons;;
dire;;
:;;
«;;
Oh;;
!;;
ces;;
révolutionnaires;;
!;;
...;;
»;;
À;;
l';;
époque;;
dont;;
je;;
vous;;
parle;;
0;;
M.;PER;
Eyssette;PER;
n';;
avait;;
pas;;
la;;
goutte;;
0;;
et;;
la;;
douleur;;
de;;
se;;
voir;;
ruiné;;
en;;
avait;;
fait;;
un;;
homme;;
terrible;;
que;;
personne;;
ne;;
pouvait;;
approcher;;
.;;
Il;;
fallut;;
le;;
saigner;;
deux;;
fois;;
en;;
quinze;;
jours;;
.;;
Autour;;
de;;
lui;;
0;;
chacun;;
se;;
taisait;;
";";;
on;;
avait;;
peur;;
.;;
"
";;
À;;
table;;
0;;
nous;;
demandions;;
du;;
pain;;
à;;
voix;;
basse;;
.;;
On;;
n';;
osait;;
pas;;
même;;
pleurer;;
devant;;
lui;;
.;;
Aussi;;
0;;
dès;;
qu';;
il;;
avait;;
tourné;;
les;;
talons;;
0;;
ce;;
n';;
était;;
qu';;
un;;
sanglot;;
0;;
d';;
un;;
bout;;
de;;
la;;
maison;;
à;;
l';;
autre;;
";";;
ma;;
mère;;
0;;
la;PER;
vieille;PER;
Annou;PER;
0;;
mon;;
frère;;
Jacques;PER;
et;;
aussi;;
mon;;
grand;;
frère;;
l';;
abbé;;
0;;
lorsqu';;
il;;
venait;;
nous;;
voir;;
0;;
tout;;
le;;
monde;;
s';;
y;;
mettait;;
.;;
Ma;;
mère;;
0;;
cela;;
se;;
conçoit;;
0;;
pleurait;;
de;;
voir;;
M.;PER;
Eyssette;PER;
malheureux;;
";";;
l';;
abbé;;
et;;
la;PER;
vieille;PER;
Annou;PER;
pleuraient;;
de;;
voir;;
pleurer;;
Mme;PER;
Eyssette;PER;
";";;
quant;;
à;;
Jacques;PER;
0;;
trop;;
jeune;;
encore;;
pour;;
comprendre;;
nos;;
malheurs;;
--;;
il;;
avait;;
à;;
peine;;
deux;;
ans;;
de;;
plus;;
que;;
moi;;
--;;
il;;
pleurait;;
par;;
besoin;;
0;;
pour;;
le;;
plaisir;;
.;;
"
";;
Un;;
singulier;;
enfant;;
que;;
mon;;
frère;;
Jacques;PER;
";";;
en;;
voilà;;
un;;
qui;;
avait;;
le;;
don;;
des;;
larmes;;
!;;
D';;
aussi;;
loin;;
qu';;
il;;
me;;
souvienne;;
0;;
je;;
le;;
vois;;
les;;
yeux;;
rouges;;
et;;
la;;
joue;;
ruisselante;;
.;;
Le;;
soir;;
0;;
le;;
matin;;
0;;
de;;
jour;;
0;;
de;;
nuit;;
0;;
en;;
classe;;
0;;
à;;
la;;
maison;;
0;;
en;;
promenade;;
0;;
il;;
pleurait;;
sans;;
cesse;;
0;;
il;;
pleurait;;
partout;;
.;;
Quand;;
on;;
lui;;
disait;;
:;;
"
";;
«;;
Qu';;
as;;
0;;
tu;;
?;;
»;;
il;;
répondait;;
en;;
sanglotant;;
:;;
«;;
Je;;
n';;
ai;;
rien;;
.;;
»;;
Et;;
0;;
le;;
plus;;
curieux;;
0;;
c';;
est;;
qu';;
il;;
n';;
avait;;
rien;;
.;;
Il;;
pleurait;;
comme;;
on;;
se;;
mouche;;
0;;
plus;;
souvent;;
0;;
voilà;;
tout;;
.;;
Quelquefois;;
M.;PER;
Eyssette;PER;
0;;
exaspéré;;
0;;
disait;;
à;;
ma;;
mère;;
:;;
«;;
Cet;;
enfant;;
est;;
ridicule;;
0;;
regardez;;
0;;
le;;
...;;
c';;
est;;
un;;
fleuve;;
.;;
»;;
À;;
quoi;;
Mme;PER;
Eyssette;PER;
répondait;;
de;;
sa;;
voix;;
douce;;
:;;
«;;
Que;;
veux;;
0;;
tu;;
0;;
mon;;
ami;;
?;;
cela;;
passera;;
en;;
grandissant;;
";";;
à;;
son;;
âge;;
0;;
j';;
étais;;
comme;;
lui;;
.;;
»;;
En;;
attendant;;
0;;
Jacques;PER;
grandissait;;
";";;
il;;
grandissait;;
beaucoup;;
même;;
0;;
et;;
cela;;
ne;;
lui;;
passait;;
pas;;
.;;
Tout;;
au;;
contraire;;
0;;
la;;
singulière;;
aptitude;;
qu';;
avait;;
cet;;
étrange;;
garçon;;
à;;
répandre;;
sans;;
raison;;
des;;
averses;;
de;;
larmes;;
allait;;
chaque;;
jour;;
en;;
augmentant;;
.;;
Aussi;;
la;;
désolation;;
de;;
nos;;
parents;;
lui;;
fut;;
une;;
grande;;
fortune;;
...;;
C';;
est;;
pour;;
le;;
coup;;
qu';;
il;;
s';;
en;;
donna;;
de;;
sangloter;;
à;;
son;;
aise;;
0;;
des;;
journées;;
entières;;
0;;
sans;;
que;;
personne;;
vînt;;
lui;;
dire;;
:;;
«;;
Qu';;
as;;
0;;
tu;;
?;;
»;;
En;;
somme;;
0;;
pour;;
Jacques;PER;
comme;;
pour;;
moi;;
0;;
notre;;
ruine;;
avait;;
son;;
joli;;
côté;;
.;;
"
";;
Pour;;
ma;;
part;;
0;;
j';;
étais;;
très;;
heureux;;
.;;
On;;
ne;;
s';;
occupait;;
plus;;
de;;
moi;;
.;;
J';;
en;;
profitais;;
pour;;
jouer;;
tout;;
le;;
jour;;
avec;;
Rouget;PER;
parmi;;
les;;
ateliers;;
déserts;;
0;;
où;;
nos;;
pas;;
sonnaient;;
comme;;
dans;;
une;;
église;;
0;;
et;;
les;;
grandes;;
cours;;
abandonnées;;
0;;
que;;
l';;
herbe;;
envahissait;;
déjà;;
0;;
Ce;;
jeune;;
Rouget;PER;
0;;
fils;;
du;;
concierge;PER;
Colombe;PER;
0;;
était;;
un;;
gros;;
garçon;;
d';;
une;;
douzaine;;
d';;
années;;
0;;
fort;;
comme;;
un;;
bœuf;;
0;;
dévoué;;
comme;;
un;;
chien;;
0;;
bête;;
comme;;
une;;
oie;;
et;;
remarquable;;
surtout;;
par;;
une;;
chevelure;;
rouge;;
0;;
à;;
laquelle;;
il;;
devait;;
son;;
surnom;;
de;;
Rouget;PER;
.;;
Seulement;;
0;;
je;;
vais;;
vous;;
dire;;
:;;
Rouget;PER;
0;;
pour;;
moi;;
0;;
n';;
était;;
pas;;
Rouget;PER;
.;;
Il;;
était;;
tout;;
à;;
tour;;
mon;;
fidèle;;
Vendredi;PER;
0;;
une;;
tribu;;
de;;
sauvages;;
0;;
un;;
équipage;;
révolté;;
0;;
tout;;
ce;;
qu';;
on;;
voulait;;
.;;
Moi;;
0;;
même;;
0;;
en;;
ce;;
temps;;
-là;;
0;;
je;;
ne;;
m';;
appelais;;
pas;;
Daniel;PER;
Eyssette;PER;
:;;
j';;
étais;;
cet;;
homme;;
singulier;;
0;;
vêtu;;
de;;
peaux;;
de;;
bêtes;;
0;;
dont;;
on;;
venait;;
de;;
me;;
donner;;
les;;
aventures;;
0;;
master;PER;
Crusoe;PER;
lui-même;;
.;;
Douce;;
folie;;
!;;
Le;;
soir;;
0;;
après;;
souper;;
0;;
je;;
relisais;;
mon;;
Robinson;;
0;;
je;;
l';;
apprenais;;
par;;
cœur;;
";";;
le;;
jour;;
0;;
je;;
le;;
jouais;;
0;;
je;;
le;;
jouais;;
avec;;
rage;;
0;;
et;;
tout;;
ce;;
qui;;
m';;
entourait;;
0;;
je;;
l';;
enrôlais;;
dans;;
ma;;
comédie;;
.;;
La;;
fabrique;;
n';;
était;;
plus;;
la;;
fabrique;;
";";;
c';;
était;;
mon;;
île;;
déserte;;
0;;
oh;;
!;;
bien;;
déserte;;
.;;
"
";;
Les;;
bassins;;
jouaient;;
le;;
rôle;;
d';;
Océan;;
.;;
Le;;
jardin;;
faisait;;
une;;
forêt;;
vierge;;
.;;
Il;;
y;;
avait;;
dans;;
les;;
platanes;;
un;;
tas;;
de;;
cigales;;
qui;;
étaient;;
de;;
la;;
pièce;;
et;;
qui;;
ne;;
le;;
savaient;;
pas;;
.;;
"
";;
Rouget;PER;
0;;
lui;;
non;;
plus;;
0;;
ne;;
se;;
doutait;;
guère;;
de;;
l';;
importance;;
de;;
son;;
rôle;;
.;;
Si;;
on;;
lui;;
avait;;
demandé;;
ce;;
que;;
c';;
était;;
que;;
Robinson;;
0;;
on;;
l';;
aurait;;
bien;;
embarrassé;;
";";;
pourtant;;
je;;
dois;;
dire;;
qu';;
il;;
tenait;;
son;;
emploi;;
avec;;
la;;
plus;;
grande;;
conviction;;
0;;
et;;
que;;
0;;
pour;;
imiter;;
le;;
rugissement;;
des;;
sauvages;;
0;;
il;;
n';;
y;;
en;;
avait;;
pas;;
comme;;
lui;;
.;;
"
";;
Où;;
avait;;
-il;;
appris;;
?;;
Je;;
l';;
ignore;;
...;;
Toujours;;
est;;
-il;;
que;;
ces;;
grands;;
rugissements;;
de;;
sauvage;;
qu';;
il;;
allait;;
chercher;;
dans;;
le;;
fond;;
de;;
sa;;
gorge;;
0;;
en;;
agitant;;
sa;;
forte;;
crinière;;
rouge;;
0;;
auraient;;
fait;;
frémir;;
les;;
plus;;
braves;;
.;;
"
";;
Moi;;
0;;
même;;
0;;
Robinson;;
0;;
j';;
en;;
avais;;
quelquefois;;
le;;
cœur;;
bouleversé;;
0;;
et;;
j';;
étais;;
obligé;;
de;;
lui;;
dire;;
à;;
voix;;
basse;;
!;;
«;;
Pas;;
si;;
fort;;
0;;
Rouget;PER;
0;;
tu;;
me;;
fais;;
peur;;
.;;
»;;
Malheureusement;;
0;;
si;;
Rouget;PER;
0;;
imitait;;
le;;
cri;;
des;;
sauvages;;
très;;
bien;;
0;;
il;;
savait;;
encore;;
mieux;;
dire;;
les;;
gros;;
mots;;
d';;
enfants;;
de;;
la;;
rue;;
et;;
jurer;;
le;;
nom;;
de;;
Notre-Seigneur;MISC;
.;;
Tout;;
en;;
jouant;;
0;;
j';;
appris;;
à;;
faire;;
comme;;
lui;;
0;;
et;;
un;;
jour;;
0;;
en;;
pleine;;
table;;
0;;
un;;
formidable;;
juron;;
m';;
échappa;;
je;;
ne;;
sais;;
comment;;
0;;
Consternation;;
générale;;
!;;
«;;
Qui;;
t';;
a;;
appris;;
cela;;
?;;
Où;;
l';;
as;;
0;;
tu;;
entendu;;
?;;
»;;
Ce;;
fut;;
un;;
événement;;
.;;
M.;PER;
Eyssette;PER;
parla;;
tout;;
de;;
suite;;
de;;
me;;
mettre;;
dans;;
une;;
maison;;
de;;
correction;;
";";;
mon;;
grand;;
frère;;
l';;
abbé;;
dit;;
qu';;
avant;;
toute;;
chose;;
on;;
devait;;
m';;
envoyer;;
à;;
confesse;;
0;;
puisque;;
j';;
avais;;
l';;
âge;;
de;;
raison;;
.;;
On;;
me;;
mena;;
à;;
confesse;;
.;;
Grande;;
affaire;;
!;;
Il;;
fallait;;
ramasser;;
dans;;
tous;;
les;;
coins;;
de;;
ma;;
conscience;;
un;;
tas;;
de;;
vieux;;
péchés;;
qui;;
traînaient;;
là;;
depuis;;
sept;;
ans;;
.;;
Je;;
ne;;
dormis;;
pas;;
de;;
deux;;
nuits;;
";";;
c';;
est;;
qu';;
il;;
y;;
en;;
avait;;
toute;;
une;;
panerée;;
de;;
ces;;
diables;;
de;;
péchés;;
";";;
j';;
avais;;
mis;;
les;;
plus;;
petits;;
dessus;;
0;;
mais;;
c';;
est;;
égal;;
0;;
les;;
autres;;
se;;
voyaient;;
0;;
et;;
lorsque;;
0;;
agenouillé;;
dans;;
la;;
petite;;
armoire;;
de;;
chêne;;
0;;
il;;
fallut;;
montrer;;
tout;;
cela;;
au;;
curé;;
des;;
Récollets;;
0;;
je;;
crus;;
que;;
je;;
mourrais;;
de;;
peur;;
et;;
de;;
confusion;;
...;;
"
";;
Ce;;
fut;;
fini;;
.;;
Je;;
ne;;
voulus;;
plus;;
jouer;;
avec;;
Rouget;PER;
";";;
je;;
savais;;
maintenant;;
0;;
c';;
est;;
saint;;
Paul;;
qui;;
l';;
a;;
dit;;
et;;
le;;
curé;;
des;;
Récollets;;
me;;
le;;
répéta;;
0;;
que;;
le;;
démon;;
rôde;;
éternellement;;
autour;;
de;;
nous;;
comme;;
un;;
lion;;
0;;
quaerens;;
quem;;
devoret;;
?;;
Oh;;
!;;
ce;;
quaerens;;
quem;;
devoret;;
0;;
quelle;;
impression;;
il;;
me;;
fit;;
!;;
Je;;
savais;;
aussi;;
que;;
cet;;
intrigant;;
de;;
Lucifer;MISC;
prend;;
tous;;
les;;
visages;;
qu';;
il;;
veut;;
pour;;
vous;;
tenter;;
";";;
et;;
vous;;
ne;;
m';;
auriez;;
pas;;
ôté;;
de;;
l';;
idée;;
qu';;
il;;
s';;
était;;
caché;;
dans;;
la;;
peau;;
de;;
Rouget;PER;
pour;;
m';;
apprendre;;
à;;
jurer;;
le;;
nom;;
de;;
Dieu;;
.;;
Aussi;;
0;;
mon;;
premier;;
soin;;
0;;
en;;
rentrant;;
à;;
la;;
fabrique;;
0;;
fut;;
d';;
avertir;;
Vendredi;;
qu';;
il;;
eût;;
à;;
rester;;
chez;;
lui;;
dorénavant;;
.;;
Infortuné;;
Vendredi;PER;
!;;
Cet;;
ukase;;
lui;;
creva;;
0;;
le;;
cœur;;
0;;
mais;;
il;;
s';;
y;;
conforma;;
sans;;
une;;
plainte;;
.;;
Quelquefois;;
je;;
l';;
apercevais;;
debout;;
0;;
sur;;
la;;
porte;;
de;;
la;;
loge;;
0;;
du;;
côté;;
des;;
ateliers;;
";";;
il;;
se;;
tenait;;
là;;
tristement;;
";";;
et;;
lorsqu';;
il;;
voyait;;
que;;
je;;
le;;
regardais;;
0;;
le;;
malheureux;;
poussait;;
pour;;
m';;
attendrir;;
les;;
plus;;
effroyables;;
rugissements;;
0;;
en;;
agitant;;
sa;;
crinière;;
flamboyante;;
";";;
mais;;
plus;;
il;;
rugissait;;
0;;
plus;;
je;;
me;;
tenais;;
loin;;
.;;
Je;;
trouvais;;
qu';;
il;;
ressemblait;;
au;;
fameux;;
lion;;
quaerens;;
.;;
Je;;
lui;;
criais;;
:;;
«;;
Va;;
0;;
t';;
en;;
!;;
tu;;
me;;
fais;;
horreur;;
.;;
»;;
Rouget;PER;
s';;
obstina;;
à;;
rugir;;
ainsi;;
pendant;;
quelques;;
jours;;
";";;
puis;;
0;;
un;;
matin;;
0;;
son;;
père;;
0;;
fatigué;;
de;;
ses;;
rugissements;;
à;;
domicile;;
0;;
l';;
envoya;;
rugir;;
en;;
apprentissage;;
0;;
et;;
je;;
ne;;
le;;
revis;;
plus;;
.;;
"
";;
Mon;;
enthousiasme;;
pour;;
Robinson;;
n';;
en;;
fut;;
pas;;
un;;
instant;;
refroidi;;
.;;
Tout;;
juste;;
vers;;
ce;;
temps;;
-là;;
0;;
l';PER;
oncle;PER;
Baptiste;PER;
se;;
dégoûta;;
subitement;;
de;;
son;;
perroquet;;
et;;
me;;
le;;
donna;;
.;;
Ce;;
perroquet;;
remplaça;;
Vendredi;PER;
.;;
Je;;
l';;
installai;;
dans;;
une;;
belle;;
cage;;
au;;
fond;;
de;;
ma;;
résidence;;
d';;
hiver;;
";";;
et;;
me;;
voilà;;
0;;
plus;;
Crusoé;PER;
que;;
jamais;;
0;;
passant;;
mes;;
journées;;
en;;
tête-à-tête;;
avec;;
cet;;
intéressant;;
volatile;;
et;;
cherchant;;
à;;
lui;;
faire;;
dire;;
:;;
«;;
Robinson;;
0;;
mon;;
pauvre;;
Robinson;PER;
!;;
»;;
Comprenez;;
-vous;;
cela;;
?;;
"
";;
Ce;;
perroquet;;
0;;
que;;
l';PER;
oncle;PER;
Baptiste;PER;
m';;
avait;;
donné;;
pour;;
se;;
débarrasser;;
de;;
son;;
éternel;;
bavardage;;
0;;
s';;
obstina;;
à;;
ne;;
pas;;
parler;;
dès;;
qu';;
il;;
fut;;
à;;
moi;;
...;;
Pas;;
plus;;
«;;
mon;;
pauvre;;
Robinson;;
»;;
qu';;
autre;;
chose;;
";";;
jamais;;
je;;
n';;
en;;
pus;;
rien;;
tirer;;
.;;
Malgré;;
cela;;
0;;
je;;
l';;
aimais;;
beaucoup;;
et;;
j';;
en;;
avais;;
le;;
plus;;
grand;;
soin;;
.;;
"
";;
Nous;;
vivions;;
ainsi;;
0;;
mon;;
perroquet;;
et;;
moi;;
0;;
dans;;
la;;
plus;;
austère;;
solitude;;
0;;
lorsqu';;
un;;
matin;;
il;;
m';;
arriva;;
une;;
chose;;
vraiment;;
extraordinaire;;
.;;
Ce;;
jour;;
-là;;
0;;
j';;
avais;;
quitté;;
ma;;
cabane;;
de;;
bonne;;
heure;;
et;;
je;;
faisais;;
0;;
armé;;
jusqu';;
aux;;
dents;;
0;;
un;;
voyage;;
d';;
exploration;;
à;;
travers;;
mon;;
île;;
...;;
Tout;;
à;;
coup;;
0;;
je;;
vis;;
venir;;
de;;
mon;;
côté;;
un;;
groupe;;
de;;
trois;;
ou;;
quatre;;
personnes;;
0;;
qui;;
parlaient;;
à;;
voix;;
très;;
haute;;
et;;
gesticulaient;;
vivement;;
.;;
Juste;;
Dieu;MISC;
!;;
des;;
hommes;;
dans;;
mon;;
île;;
!;;
