Token;Label;Quaero;Correction
quelque;;;
argent;;;
pour;;;
son;;;
";;;
";;;
entretien;;;
0;;;
elle;;;
élevait;;;
des;;;
oisons;;;
qu';;;
elle;;;
achetait;;;
";;;
;;;
";;;
4;;;
.;;;
Eau;;;
passée;;;
sur;;;
la;;;
râpe;;;
ou;;;
le;;;
marc;;;
de;;;
la;;;
vendange;;;
.;;;
.;;;
";;;
;;;
";;;
ENFANCE;;;
DE;PER;;NA
JEANNE;PER;;
.;;;
à;;;
";;;
;;;
";;;
au;;;
sortir;;;
de;;;
la;;;
coque;;;
.;;;
Elle;;;
se;;;
donnait;;;
beaucoup;;;
de;;;
";;;
";;;
mal;;;
pour;;;
appâter;;;
ces;;;
petites;;;
bêtes;;;
et;;;
pour;;;
les;;;
";;;
";;;
garantir;;;
du;;;
froid;;;
pendant;;;
la;;;
nuit;;;
.;;;
Ses;;;
voisines;;;
";;;
";;;
plumaient;;;
leurs;;;
vies;;;
quatre;;;
fois;;;
avant;;;
de;;;
les;;;
ven-;;;
";;;
;;;
 ;;;
;;;
";;;
Chaumière;LOC;;NA
de;LOC;;NA
la;LOC;;PER
mè1;LOC;;PER
.;;;
Nannette;LOC;;PER
";;;
;;;
";LOC;;NA
dre;LOC;;NA
";";;
mais;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
disait;;;
que;;;
c';;;
était;;;
une;;;
";;;
";;;
mauvaise;;;
méthode;;;
0;;;
parce;;;
qu’;;;
ainsi;;;
l2;MISC;;PER
plume;;;
n';;;
a-;;;
";;;
";;;
vait;;;
pas;;;
le;;;
temps;;;
de;;;
se;;;
nourrir;;;
0;;;
et;;;
elle;;;
ne;;;
plumait;;;
";;;
";;;
les;;;
siennes;;;
que;;;
trois;;;
fois;;;
";";;
puis;;;
elle;;;
en;;;
vendait;;;
la;;;
";;;
";;;
moitié;;;
pour;;;
la;;;MISC
Toussaint;PER;;MISC
et;;;
l’;;;
autre;;;
moitié;;;
à;;;
Noël;MISC;;
.;;;
";;;
;;;
";;;
&;;;
CREMIÈRE;;;
PARTIE;;;
.;;;
";;;
;;;
";;;
Tout;;;
eela;;;
ne;;;
lui;;;
rapportait;;;
pas;;;
une;;;
grosse;;;
somme;;;
";";;
";;;
";;;
mais;;;
elle;;;
était;;;
si;;;
ménagère;;;
qu';;;
il;;;
lui;;;
restait;;;
toujours;;;
";;;
";;;
un;;;
pou;;;
d';;;
argent;;;
à;;;
la;;;
fin;;;
de;;;
l';;;
année;;;
.;;;
Pourtant;;;
elle;;;
";;;
";;;
ne;;;
se;;;
nourrissait;;;
pas;;;
trop;;;
mal;;;
0;;;
disant;;;
qu';;;
elle;;;
";;;
";;;
aimait;;;
mieux;;;
donner;;;
au;;;
boucher;;;
une;;;
pidée;;;
de;;;
";;;
";;;
cinquante;;;
centimes;;;
toutes;;;
les;;;
semgines;;;
0;;;
que;;;
vingt-;;;
";;;
";;;
cinq;;;
francs;;;
par;;;
an;;;
au;;;
médecin;;;
et;;;
au;;;
pharmacien;;;
.;;;
";;;
;;;
";;;
Cathorino;PER;;
et;;;
Jeanne;PER;;
.;;;
°;;;
";;;
;;;
";;;
Un;;;
matin;;;
0;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
0;;;
tricotant;;;
devant;;;
sa;;;
";;;
";;;
porte;;;
0;;;
vit;;;
venir;;;
à;;;
elle;;;
une;;;
jeune;;;
femme;;;
qui;;;
tenait;;;
";;;
";;;
par;;;
la;;;
main;;;
une;;;
petite;;;
fille;;;
de;;;
sept;;;
à;;;
huit;;;
ans;;;
et;;;
";;;
";;;
qui;;;
lui;;;
demanda;;;
un;;;
morceau;;;
de;;;
pain;;;
.;;;
Comme;;;
cette;;;
";;;
";;;
femme;;;
était;;;
très;;;
-0;;;
pâle;;;
et;;;
avait;;;
l';;;
air;;;
malade;;;
0;;;
la;;;PER
mère;;;PER
";;;
";;;
Nannette;LOC;;PER
l';;;
emmena;;;
dans;;;
sa;;;
maison;;;
et;;;
la;;;
fit;;;
asseoir;;;
.;;;
";;;
";;;
Elle;;;
ralluma;;;
son;;;
feu;;;
0;;;
fit;;;
réchauff;PER;;NA
:;;;
r;PER;;NA
un;;;
reste;;;
de;;;
";;;
";;;
soupe;;;
qu';;;
elle;;;
avait;;;
gardé;;;
.;;;
pour;;;
son;;;
repas;;;
du;;;
soir;;;
et;;;
";;;
";;;
le;;;
donna;;;
aux;;;
deux;;;
mendiantes;;;
.;;;
L';;;
enfant;;;
mangea;;;
";;;
";;;
de;;;
si;;;
bon;;;
cœur;;;
0;;;
que;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
vit;;;
bien;;;
que;;;
";;;
";;;
cette;;;
petite;;;
fille;;;
n';;;
avait;;;
pas;;;
souvent;;;
si;;;
bonne;;;
";;;
";;;
chance;;;
.;;;
Ensuite;;;
elle;;;
leur;;;
versa;;;
un;;;
verre;;;
de;;;
boisson;;;
";;;
";;;
à;;;
chacune;;;
0;;;
et;;;
dit;;;
à;;;
la;;;
pauvre;;;
femme;;;
:;;;
";;;
;;;
";;;
«;;;
Mon;MISC;;NA
Dieu;MISC;;NA
!;;;
il;;;
faut;;;
qu';;;
il;;;
vous;;;
soit;;;
arrivé;;;
un;;;
";;;
";;;
bien;;;
grand;;;
malheur;;;
0;;;
pour;;;
qu';;;
une;;;
femme;;;
0;;;
aussi;;;
jeune;;;
";;;
";;;
que;;;
vous;;;
0;;;
ait;;;
pu;;;
se;;;
décider;;;
à;;;
demander;;;
son;;;
pain;;;
!;;;
";;;
;;;
";;;
—;;;
Oh;MISC;;NA
!;MISC;;NA
oui;;;
0;;;
un;;;
bien;;;
grand;;;
malheur;;;
0;;;
ma;;;
chère;;;
";;;
";;;
femme;;;
.;;;
Il;;;
faut;;;
se;;;
trouver;;;
dépourvue;;;
de;;;
toute;;;
res-;;;
";;;
";;;
source;;;
pour;;;
se;;;
résoudre;;;
à;;;
en;;;
venir;;;
là;;;
.;;;
J';;;
ai;;;
bien;;;
";;;
";;;
souffert;;;
de;;;
la;;;
faim;;;
avant;;;
de;;;
pouvoir;;;
me;;;
décider;;;
à;;;
";;;
";;;
teudre;;;
la;;;
main;;;
";";;
je;;;
erois;;;
que;;;
je;;;
mc;MISC;;NA
serais;;;
plutôt;;;
";;;
";;;
laissé;;;
mourir;;;
0;;;
si;;;
je;;;
n';;;
avais;;;
la;;;
crainte;;;
de;;;
Dieu;MISC;;
et;;;
";;;
;;;
 ;;;
;;;
";;;
ENFANCE;PER;;NA
DE;PER;;NA
JEANNE;PER;;
.;;;
5;;;
";;;
;;;
";;;
si;;;
je;;;
n';;;
aimais;;;
tant;;;
cette;;;
pauvre;;;
innocente;;;
que;;;
voilà;;;
0;;;
";;;
";;;
et;;;
qui;;;
serait;;;
morte;;;
aussi;;;
.;;;
Quand;;;
il;;;
m';;;
en;;;
coûte;;;
.;;;
";;;
;;;
 ;;;
;;;
 ;;;
;;;
";;;
trop;;;
pour;;;
aller;;;
demander;;;
0;;;
je;;;
la;;;
regarde;;;
et;;;
je;;;
re-;;;
";;;
";;;
prends;;;
courage;;;
.;;;
C';;;
est;;;
bien;;;
triste;;;
0;;;
allez;;;
0;;;
ma;;;
chère;;;
";;;
";;;
femme;;;
0;;;
quand;;;
on;;;
a;;;
du;;;
cœur;;;
0;;;
de;;;
vivre;;;
en;;;
ne;;;
";;;
;;;
 ;;;
;;;
";;;
6;;;
PREMIÈRE;MISC;;NA
PARTIE;;;
0;;;
";;;
;;;
";;;
faisant;;;
rien;;;
0;;;
aux;;;
dépens;;;
de;;;
ceux;;;
qui;;;
travaillent;;;
!;;;
";;;
";;;
mais;;;
je;;;
ne;;;
peux;;;
pas;;;
faire;;;
autrement;;;
.;;;
";;;
;;;
";;;
—;;;
Pourquoi;;;
done;;;
?;;;
dit;;;
la;;;PER
mère;;;PER
Nannotte;PER;;
0;;;
Con-;ORG;;NA
";;;
";;;
tez;;;
-moi;;;
ça;;;
.;;;
»;;;
";;;
;;;
";;;
La;;;
pauvre;;;
femme;;;
dit;;;
à;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
:;;;
";;;
;;;
";;;
«;;;
Je;;;
suis;;;
du;;;
village;;;
qui;;;
est;;;
auprbs;;;
du;;;
Cher;LOC;;NA
0;;;
à;;;
";;;
";;;
trois;;;
lieues;;;
d';;;
ici;;;
0;;;
1;;;
];;;
y;;;
a;;;
deux;;;
mois;;;
0;;;
j';;;
ai;;;
perdu;;;
";;;
";;;
mon;;;
mari;;;
à;;;
la;;;
suite;;;
d';;;
une;;;
grosso;;;
maladie;;;
qui;;;
l';;;
a;;;
";;;
";;;
retenu;;;
au;;;
lit;;;
pendant;;;
bion;;;
longtemps;;;
.;;;
J';;;
ai;;;
vendu;;;
";;;
";;;
tont;;;
ce;;;
que;;;
j';;;
avais;;;
afin;;;
de;;;
pouvoir;;;
le;;;
soigner;;;
0;;;
";;;
";;;
Quand;;;
il;;;
n';;;
y;;;
a;;;
plus;;;
rien;;;
ou;;;
à;;;
la;;;
maison;;;
que;;;
le;;;
lit;;;
";;;
";;;
sur;;;
lequel;;;
il;;;
était;;;
couché;;;
0;;;
il;;;
a;;;
bien;;;
fallu;;;
s';;;
endetter;;;
.;;;
";;;
";;;
Après;;;
sa;;;
mort;;;
0;;;
on;;;
à;;;
vendu;;;
la;;;
maison;;;
0;;;
le;;;
jordin;;;
0;;;
";;;
";;;
la;;;
chènovière;;;
0;;;
enfin;;;
tout;;;
0;;;
pour;;;
payer;;;
le;;;
médecin;;;
";;;
";;;
et;;;
les;;;
autres;;;
0;;;
et;;;
je;;;
ne;;;
sais;;;
plus;;;
où;;;
me;;;
retirer;;;
.;;;
On;;;
";;;
";;;
ne;;;
veut;;;
pas;;;
me;;;
louer;;;
0;;;
même;;;
une;;;
petite;;;
chambre;;;
0;;;
";;;
";;;
parce;;;
que;;;
je;;;
n';;;
oi;;;
pas;;;
de;;;
mobilier;;;
pour;;;
répondre;;;
";;;
;;;
";;;
du;;;
loyer;;;
.;;;
Je;;;
couche;;;
avec;;;
ma;;;
petite;;;
Jeanne;PER;;
dans;;;
les;;;
";;;
";;;
granges;;;
0;;;
quand;;;
on;;;
veut;;;
bien;;;
m';;;
y;;;
souffrir;;;
0;;;
ou;;;
bien;;;
";;;
";;;
sur;;;
les;;;
tas;;;
de;;;
chaume;;;
.;;;
C';;;
est;;;
bon;;;
à;;;
présent;;;
qu';;;
il;;;
";;;
";;;
fait;;;
chaud;;;
";";;
mais;;;
plus;;;
tard;;;
0;;;
comment;;;
faire;;;
avec;;;
";;;
";;;
cette;;;
enfant;;;
0;;;
moi;;;
à;;;
qui;;;
les;;;
médecins;;;
ont;;;
défendu;;;
";;;
";;;
de;;;
sortir;;;
pendant;;;
tout;;;
l’;;;
hiver;;;
?;;;
»;;;
";;;
;;;
";;;
Et;;;
la;;;
pauvre;;;
malheureuse;;;
se;;;
mit;;;
à;;;
pleurer;;;
.;;;
Sa;;;
";;;
";;;
petite;;;
fille;;;
pleura;;;
aussi;;;
en;;;
l';;;
embrassant;;;
.;;;
Elle;;;
avait;;;
";;;
";;;
l';;;
air;;;
si;;;
doux;;;
et;;;
si;;;
aimable;;;
0;;;
cette;;;
petite;;;
0;;;
que;;;
la;;;PER
";;;
";;;
mère;;;PER
Nannette;LOC;;PER
sentit;;;
fondre;;;
son;;;
cœur;;;
en;;;
pensant;;;
";;;
";;;
à;;;
la;;;
misère;;;
qu';;;
elle;;;
endurerait;;;
quand;;;
l';;;
hiver;;;
serait;;;
";;;
;;;
";;;
venu;;;
.;;;
Aussitôt;;;
il;;;
lui;;;
vint;;;
dans;;;
l';;;
idée;;;
de;;;
faire;;;
une;;;
";;;
";;;
bonne;;;
action;;;
.;;;
";;;
;;;
";;;
ENFANCE;;;
DE;PER;;NA
JEANNE;PER;;
.;;;
7;;;
";;;
;;;
";;;
La;;;PER
mèro;;;PER
Nannetto;;;PER
donne;;;
aile;;;
À;;;
Gathorino;LOC;loc.adm.town;
.;;;
";;;
;;;
";;;
a;;;
Comment;;;
vous;;;
appelez;;;
-vous;;;
donc;;;
?;;;
demanda;;;
";;;
";;;
In;MISC;;PER
mère;MISC;;PER
Nannotte;MISC;;PER
.;;;
";;;
;;;
";;;
—;;;
On;;;
m';;;
appelle;;;
Catherine;PER;;
Leblane;PER;;
.;;;
";;;
;;;
";;;
—;;;
Eh;;;
bien;;;
!;;;
Catherine;PER;;
0;;;
j';;;
ai;;;
là;;;
un;;;
vieux;;;
lit;;;
0;;;
une;;;
";;;
";;;
paillasse;;;
et;;;
une;;;
couverture;;;
";";;
si;;;
vous;;;
voulez;;;
rester;;;
";;;
";;;
lei;;;
0;;;
je;;;
vous;;;
logerai;;;
de;;;
bien;;;
bon;;;
cœur;;;
et;;;
je;;;
vous;;;
";;;
";;;
soignerai;;;
de;;;
mon;;;
mieux;;;
0;;;
ainsi;;;
0;;;
que;;;
votre;;;
petite;;;
";";;
";;;
";;;
j';;;
aime;;;
beaucoup;;;
les;;;
enfants;;;
";";;
j';;;
en;;;
ai;;;
eu;;;
quatre;;;
0;;;
";;;
";;;
que;;;
le;;;
bon;;;
Dieu;;;
m';;;
a;;;
retirés;;;
0;;;
et;;;
je;;;
suis;;;
bien;;;
seule;;;
";;;
";;;
au;;;
monde;;;
.;;;
";;;
;;;
";;;
—;;;
Grand;;;
merci;;;
!;;;
ma;;;
brave;;;
femme;;;
";";;
vous;;;
me;;;
";;;
";;;
rendrez;;;
là;;;
un;;;
service;;;
qui;;;
nous;;;
sauvera;;;
la;;;
vie;;;
à;;;
moi;;;
";;;
";;;
et;;;
à;;;
mon;;;
enfant;;;
.;;;
J';;;
ai;;;
encore;;;
mon;;;
lit;;;
0;;;
avec;;;
un;;;
";;;
";;;
coffre;;;
et;;;
une;;;
petite;;;
chaise;;;
.;;;
Maître;PER;;
Guillaume;PER;;
0;;;
le;;;
";;;
";;;
cousin;;;
de;;;
feu;;;
mon;;;
pauvre;;;
homme;;;
0;;;
me;;;
les;;;
garde;;;
";;;
";;;
dans;;;
sa;;;
grange;;;
";";;
il;;;
me;;;
les;;;
apportera;;;
bien;;;
diman-;;;
";;;
";;;
che;;;
.;;;
Si;;;
vous;;;
me;;;
logez;;;
avec;;;
mon;;;
chétif;;;
mobilier;;;
0;;;
je;;;
";;;
";;;
vous;;;
donnerai;;;
les;;;
sous;;;
que;;;
je;;;
ramasserai;;;
en;;;
allant;;;
";;;
";;;
aux;;;
portes;;;
.;;;
";;;
;;;
";;;
—;;;
Je;;;
ne;;;
vous;;;
demande;;;
rien;;;
0;;;
Catherine;PER;;
";";;
j';;;
aime;;;
";;;
";;;
déjà;;;
votre;;;
petite;;;
Jeanne;PER;;
et;;;
j';;;
en;;;
aurai;;;
bien;;;
soin;;;
.;;;
";;;
";;;
Dieu;MISC;;
veut;;;
que;;;
nous;;;
fassions;;;
aux;;;
autres;;;
ce;;;
que;;;
";;;
";;;
nous;;;
voudrions;;;
que;;;
les;;;
autres;;;
fissent;;;
pour;;;
nous;;;
";";;
";;;
";;;
et;;;
si;;;
j';;;
étais;;;
dans;;;
votre;;;
position;;;
0;;;
je;;;
serais;;;
bien;;;
";;;
";;;
heureuse;;;
de;;;
trouver;;;
quelqu';;;
un;;;
qui;;;
voulôt;;;
me;;;
re-;;;
";;;
";;;
cevoir;;;
dans;;;
sa;;;
maison;;;
.;;;
»;;;
";;;
;;;
";;;
Catherine;PER;;
était;;;
bien;;;
contente;;;
0;;;
et;;;
sa;;;
petite;;;
fille;;;
lui;;;
";;;
";;;
sauta;;;
au;;;
cou;;;
0;;;
";;;
;;;
";;;
«;;;
Maman;MISC;;NA
!;MISC;;NA
il;;;
ne;;;
faut;;;
plus;;;
pleurer;;;
0;;;
»;;;
lui;;;
dit;;;
-elle;;;
.;;;
";;;
;;;
";;;
8;;;
PREMIÈRE;MISC;;NA
PARTIE;MISC;;NA
.;;;
";;;
;;;
";;;
Puis;;;
0;;;
se;;;
tournant;;;
du;;;
eûté;;;
de;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
0;;;
";;;
";;;
elle;;;
dit;;;
en;;;
baissunt;MISC;;NA
la;MISC;;NA
tôte;MISC;;NA
:;;;
";;;
;;;
";;;
«;;;
Je;;;
voudrais;;;
bien;;;
vous;;;
embrasser;;;
aussi;;;
0;;;
»;;;
";;;
;;;
";;;
La;;;PER
mèro;;;PER
Nannette;LOC;;PER
la;;;
prit;;;
sur;;;
ses;;;
genoux;;;
et;;;
l';;;
em-;;;
";;;
";;;
brasse;;;
de;;;
bon;;;
cœur;;;
.;;;
";;;
;;;
";;;
Cathorine;PER;;
ot;PER;;NA
Joanne;PER;;
trouvent;;;
un;;;
bracelet;;;
0;;;
";;;
;;;
";;;
Après;;;
que;;;
la;;;
mère;;;
et;;;
la;;;
fille;;;
se;;;
furent;;;
reposées;;;
0;;;
";;;
";;;
elles;;;
so;;;
romiront;;;
en;;;
chemin;;;
pour;;;
aller;;;
chercher;;;
";;;
";;;
leur;;;
pain;;;
dans;;;
la;;;
campagne;;;
0;;;
en;;;
disant;;;
qu';;;
elles;;;
";;;
";;;
reviendraient;;;
le;;;
soir;;;
.;;;
Comme;;;
on;;;
était;;;
dans;;;
la;;;
sai-;;;
";;;
";;;
son;;;
des;;;
prunes;;;
et;;;
des;;;
groseilles;;;
0;;;
ln;;;PER
mère;;;PER
Nannette;LOC;;PER
";;;
";;;
on;;;
alla;;;
cueillir;;;
au;;;
jardin;;;
et;;;
les;;;
mit;;;
dans;;;
le;;;
bissac;;;
";;;
;;;
";;;
de;;;
Jeanne;PER;;
0;;;
pour;;;
qu';;;
elle;;;
pût;;;
se;;;
rafraîchir;;;
quand;;;
";;;
";;;
olle;;;
aurait;;;
trop;;;
chaud;;;
.;;;
";;;
;;;
";;;
Comme;;;
elles;;;
traversaient;;;
la;;;
grande;;;
route;;;
pour;;;
";;;
";;;
revenir;;;
chez;;loc.adm;LOC
la;;loc.adm;LOC
mère;;loc.adm;LOC
Nannette;LOC;loc.adm;
0;;;
après;;;
avoir;;;
achevé;;;
";;;
";;;
leur;;;
tournée;;;
0;;;
la;;;PER
petite;;;PER
Jeanne;PER;;
vit;;;
briller;;;
un;;;
objet;;;
";;;
";;;
au;;;
soleil;;;
";";;
elle;;;
courut;;;
le;;;
ramasser;;;
et;;;
l';;;
apporta;;;
";;;
";;;
joyeusement;;;
à;;;
sa;;;
mère;;;
.;;;
";;;
;;;
";;;
«;;;
Voyez;;;
donc;;;
0;;;
maman;;;
0;;;
le;;;
joli;;;
collier;;;
que;;;
j';;;
ai;;;
";;;
";;;
trouvé;;;
";";;
je;;;
le;;;
mettrai;;;
dimanche;;;
à;;;
mon;;;
cou;;;
:;;;
";;;
;;;
";;;
—;;;
Ma;;;
fille;;;
0;;;
ceci;;;
est;;;
un;;;
bijou;;;
qui;;;
se;;;
porte;;;
au-;;;
";;;
";;;
tour;;;
du;;;
bras;;;
et;;;
qu';;;
on;;;
appelle;;;
bracelet;;;
0;;;
Il;;;
n’;;;
est;;;
pas;;;
";;;
";;;
à;;;
nous;;;
0;;;
et;;;
nous;;;
ne;;;
pouvons;;;
pas;;;
le;;;
garder;;;
.;;;
";;;
;;;
";;;
—;;;
Pourquoi;;;
donc;;;
0;;;
maman;;;
?;;;
Puisque;;;
je;;;
lai;;;
";;;
";;;
trouvé;;;
0;;;
c';;;
est;;;
bien;;;
à;;;
nous;;;
.;;;
";;;
;;;
";;;
—;;;
Non;;;
0;;;
ma;;;
fille;;;
";";;
ce;;;
qu';;;
on;;;
trouve;;;
ne;;;
nous;;;
ap-;;;
";;;
";;;
partient;;;
pas;;;
";";;
il;;;
ÿ;;;
a;;;
toujours;;;
quelqu';;;
un;;;
qui;;;
l';;;
a;;;
";;;
";;;
perdu;;;
.;;;
";;;
;;;
";;;
—;;;
-0;;;
Mais;;;
0;;;
maman;;;
0;;;
si;;;
personne;;;
ne;;;
l’;;;
a;;;
perdu;;;
?;;;
";;;
;;;
";;;
ENFANCE;;;
DE;PER;;NA
JEANNE;PER;;
0;;;
9;;;
";;;
;;;
";;;
—;;;
Co;LOC;;NA
n';;;
est;;;
pas;;;
possible;;;
0;;;
mon;;;
enfant;;;
:;;;
les;;;
bijoux;;;
";;;
";;;
ne;;;
poussent;;;
pas;;;
comme;;;
l';;;
herbe;;;
dans;;;
les;;;
champs;;;
.;;;
";;;
;;;
";;;
—;;;
Et;;;
ai;;;
personne;;;
ne;;;
le;;;
redemande;;;
?;;;
";;;
;;;
";;;
—;;;
(;;;
n;;;
ne;;;
doit;;;
pas;;;
nous;;;
empêcher;;;
de;;;
chercher;;;
à;;;
";;;
";;;
qui;;;
ce;;;
hracelet;;;
peut;;;
appartenir;;;
";";;
nous;;;
nous;;;
on;;;
in-;;;
";;;
";;;
formerons;;;
dans;;;
tout;;;
le;;;
pays;;;
.;;;
";;;
;;;
";;;
—;;;
Et;;;
s';;;
il;;;
