Token;Label;Quaero;Correction
de;;;
terre;;;
0;;;
elle;;;
n';;;
a-;;;
";;;
";;;
vait;;;
qe;ORG;;NA
bien;;;
juste;;;
ee;;;
qu';;;
il;;;
lui;;;
fllait;;;
pour;;;
vire;LOC;;NA
.;;;
PREMIIRR;MISC;;NA
PAHR;MISC;;NA
.;;;
";;;
";;;
lla;;;
samait;;;
du;;;
fromant;;;
daux;;;
anneas;;;
de;;;
suite;;;
dans;;;
";;;
";;;
eon;PER;;NA
ehamp;PER;;NA
0;;;
gqui;;;
0;;;
la;;;
troisime;;;
0;;;
rapportait;;;
alterna-;;;
";;;
";;;
tivement;;;
du;;;
trbfle;;;
et;;;
des;;;
pmmes;;;
do;;;
tenre;;;
.;;;
Klle;PER;;NA
";;;
";;;
resoltait;;;
asse;;;
de;;;
hl6;LOC;;NA
pour;;;
so;;;
nourrir;;;
pondant;;;
-0;;;
les;;;
";;;
";;;
trois;;;
ans;;;
.;;;
ais;;;
si;;;
lanne;PER;;NA
atait;PER;;NA
mauvaise;PER;;NA
0;;;
la;;;
mbre;;;
";;;
";;;
Nannetts;LOC;;PER
venduit;;;
la;;;
pibce;;;
de;;;
toile;;;
quelle;;;
avait;;;
fait;;;
";;;
";;;
faire;;;
aveoe;;;
le;;;
ohanvre;;;
amass;;;
et;;;
fll6;MISC;;NA
pandant;MISC;;NA
quuatra;;;
";;;
";;;
uns;;;
.;;;
Largent;;;
quella;;;
en;;;
retirait;;;
lui;;;
servait;;;
a;;;
com-;;;
";;;
";;;
plter;;;
sa;;;
provision;;;
de;;;
bl6;LOC;;
";";;
et;;;
0;;;
mlgr6;;;
tout;;;
cela;;;
0;;;
";;;
";;;
elle;;;
ptiassit;;;
bien;;;
un;;;
peu;;;
l';;;
hiver;;;
.;;;
";;;
";;;
Pour;;;
que;;;
In;MISC;;
terre;MISC;;
rapporte;;;
chaque;;;
annee;;;
sans;;;
";;;
";;;
se;;;
reposer;;;
0;;;
il;;;
faut;;;
baaucoup;;;
de;;;
fumier;;;
";";;
la;;;PER
mre;;;PER
";;;
";;;
Nannette;LOC;;PER
0;;;
qui;;;
le;;;
savait;;;
bien;;;
0;;;
avait;;;
une;;;
vache;;;
et;;;
";;;
";;;
une;;;
ohbvre;;;
quelle;;;
menait;;;
paltre;;;
sur;;;
les;;;
commu-;;;
";;;
";;;
naux;;;
et;;;
le;;;
long;;;
des;;;
haies;;;
.;;;
Avee;LOC;;NA
leur;;;
lait;;;
elle;;;
faisait;;;
";;;
";;;
du;;;
beurre;;;
et;;;
des;;;
fromages;;;
0;;;
quelle;;;
vendait;;;
h;;;
la;;;
";;;
";;;
ville;;loc.adm.town;LOC
voisine;;loc.adm.town;LOC
.;;;
Quand;;;
ses;;;
b8tes;;;
etaient;;;
rentres;;;
";;;
";;;
l6table;;;
0;;;
elle;;;
allait;;;
chereher;LOC;;NA
pour;;;
elles;;;
de;;;
lherhe;;;
";;;
";;;
dans;;;
les;;;
ehamps;;;
et;;;
au;;;
bord;;;
des;;;
ruisseaux;;;
.;;;
Commae;LOC;;NA
";;;
";;;
elle;;;
les;;;
tenait;;;
bien;;;
proprement;;;
0;;;
elles;;;
etaient;;;
en;;;
bon;;;
";;;
";;;
6tat;;;
.;;;
Lhiver;;;
0;;;
elles;;;
mangeaient;;;
ou;;;
du;;;
trfle;PER;;NA
qui;;;
";;;
";;;
avait;;;
6te;;;
rentr6;;;
bien;;;
seo;;;
0;;;
ou;;;
du;;;
regain;;;
recolt6;;;
aprs;;;
";;;
";;;
li;PER;;NA
fuche;PER;;NA
des;;;
grands;;;
foins;;;
.;;;
";;;
";;;
lLa;;;PER
mbre;;;PER
Nannette;LOC;;PER
vendait;;;
son;;;
vin;;;
et;;;
ne;;;
buvait;;;
";;;
";;;
que;;;
sa;;;
boisson;;;
;;;
";";;
mais;;;
0;;;
comme;;;
l';;;
argent;;;
qu';;;
ella;;;
ti-;;;
";;;
";;;
rait;;;
de;;;
son;;;
vin;;;
suffisait;;;
bien;;;
juste;;;
0;;;
aveo;;;
oelui;;;
de;;;
";;;
";;;
son;;;
beurre;;;
et;;;
de;;;
ses;;;
fremages;;;
0;;;
a;;;
payer;;;
l';;;
imp6;;;
t;;;
et;;;
";;;
";;;
les;;;
fagons;;;
de;;;
son;;;
ehamp;;;
et;;;
de;;;
savigne;LOC;;NA
0;;;
at;;;
qu';;;
il;;;
lui;;;
";;;
";;;
fllait;;;
oneore;;;
se;;;
procurer;;;
quelque;;;
argent;;;
pour;;;
son;;;
";;;
";;;
entretien;;;
0;;;
elle;;;
levait;;;
des;;;
oisons;;;
quelle;;;
achetait;;;
";;;
";;;
1;;;
.;;;
Hau;;;
passee;;;
sur;;;
la;;;
rpe;;;
ou;;;
lo;;;
maro;;;
de;;;
la;;;
vandlange.-RNANOE;;;
DE;PER;;NA
JRANNI;PER;;
.;;;
";;;
";;;
au;;;
sortir;;;
de;;;
Ia;LOC;;NA
eoquo;;;
.;;;
Elle;;;
se;;;
donnait;;;
heaueoup;;;
da;;;
";;;
";;;
mal;;;
pour;;;
uppter;PER;;NA
ces;;;
petites;;;
htas;LOC;;NA
et;;;
pour;;;
les;;;
";;;
";;;
garantir;;;
du;;;
froid;;;
pondant;;;
la;;;
nuit;;;
.;;;
Ses;;;
voisines;;;
";;;
";;;
plumaient;;;
leurs;;;
oioes;;;
quatre;;;
fois;;;
avant;;;
de;;;
les;;;
ven-;;;
";;;
";;;
LL;ORG;;NA
";;;
";;;
l;;;
";;;
";;;
II;PER;;NA
";;;
";PER;;NA
II;PER;;NA
";;;
";PER;;NA
I;PER;;NA
";;;
";PER;;NA
I;PER;;NA
";;;
";PER;;NA
IIF;PER;;NA
";;;
;;;
";PER;;NA
M;PER;;NA
";;;
";PER;;NA
ii;PER;;NA
";;;
;;;
";PER;;NA
I;PER;;NA
";;;
";PER;;NA
I;PER;;NA
";;;
;;;
";PER;;NA
II;PER;;NA
";;;
";PER;;NA
E;PER;;NA
";;;
";PER;;NA
E;PER;;NA
";;;
;;;
";PER;;NA
g;PER;;NA
";;;
;;;
";;;NA
Chamnnlhrs;LOC;;NA
de;;;NA
ta;;;NA
mn;;;NA
Mamnnetta;ORG;;NA
";;;
";ORG;;NA
dre;ORG;;NA
";";;
mais;;;
la;;;
mere;;;
Nannette;LOC;;PER
disait;;;
que;;;
eetait;;;
une;;;
";;;
";;;
mauvaise;;;
m6thode;;;
0;;;
paree;;;
qu';;;
ainsi;;;
la;;;
plume;;;
n';;;
a-;;;
";;;
";;;
vait;;;
pas;;;
le;;;
temps;;;
de;;;
se;;;
nourrir;;;
0;;;
et;;;
elle;;;
ne;;;
plumait;;;
";;;
";;;
les;;;
siennes;;;
que;;;
trois;;;
fois;;;
";";;
puis;;;
elle;;;
en;;;
vendait;;;
la;;;
";;;
";;;
moitie;;;
pour;;;
la;;;
Toussaint;PER;;MISC
et;;;
l';;;
antre;;;
moiti6;;;
a;;;
Noel.rREMII;LOC;;MISC
PMRTIR;LOC;;NA
.;;;
";;;
";;;
Tout;;;
cela;;;
na;;;
lui;;;
ruapportuait;;;
pus;;;
une;;;
grasse;;;
aomma;;;
";";;
];;;
";;;
";;;
mais;;;
elle;;;
6tait;;;
si;;;
m6nagbre;;;
qu';;;
il;;;
lui;;;
restait;;;
touours;;;
];;;
";;;
";;;
un;;;
peu;;;
dargent;;;
a;;;
la;;;
fin;;;
de;;;
lann6e;;;
.;;;
Pourtnt;;;
ella;;;
];;;
";;;
";;;
ne;;;
so;;;
nourrissait;;;
pas;;;
trop;;;
mal;;;
0;;;
diaant;;;
quella;;;
];;;
";;;
";;;
aimait;;;
mieux;;;
donner;;;
au;;;
bouher;MISC;;NA
uno;MISC;;NA
pibdeoe;MISC;;NA
de;;;
];;;
";;;
";;;
oinquanta;LOC;;NA
entimes;;;
toutaes;;;
las;;;
semaines;;;
0;;;
que;;;
vingt-;;;
];;;
";;;
";;;
ein;;;
franes;;;
par;;;
an;;;
au;;;
mdecin;;;
et;;;
au;;;
pharmaeien;;;
.;;;
];;;
";;;
";;;
Cuthorine;PER;;
et;;;
eanne;;;PER
.;;;
";;;
";;;
Un;;;
mutin;;;
0;;;
la;;;PER
mbre;MISC;;PER
Nannette;MISC;;PER
0;;;
tricotant;;;
devant;;;
sa;;;
];;;
";;;
";;;
porte;;;
0;;;
vit;;;
venir;;;
h;;;
lle;;;
une;;;
jeune;;;
femme;;;
qui;;;
tenait;;;
];;;
";;;
";;;
par;;;
la;;;
main;;;
une;;;
petite;;;
flllo;;;
de;;;
sept;;;
h;;;
huit;;;
ans;;;
et;;;
];;;
";;;
";;;
ui;;;
lui;;;
demanda;;;
un;;;
moreeau;PER;;NA
de;PER;;NA
puin;PER;;NA
.;;;
Comme;;;
cette;;;
];;;
";;;
";;;
femme;;;
6tait;;;
trs;LOC;;NA
-0;LOC;;NA
ple;LOC;;NA
et;;;
avait;;;
lair;;;
malade;;;
0;;;
Ia;PER;;
mre;PER;;
];;;
";;;
";;;
Nannette;LOC;;PER
l';;;
emmena;;;
dans;;;
sa;;;
maison;;;
et;;;
la;;;
fit;;;
asseoir;;;
.;;;
];;;
";;;
";;;
llo;PER;;NA
ralluma;;;
son;;;
feu;;;
0;;;
fit;;;
r6chauffr;;;
un;;;
reste;;;
de;;;
];;;
";;;
";;;
soupo;;;
quelle;;;
avait;;;
gard6;;;
pour;;;
son;;;
repas;;;
du;;;
soir;;;
et;;;
];;;
";;;
";;;
le;;;
donna;;;
aux;;;
deux;;;
mendiantes;;;
.;;;
Lenfant;PER;;NA
mangea;;;
];;;
";;;
";;;
de;;;
sihon;PER;;NA
cur;PER;;NA
0;;;
que;;;
la;;;PER
mbre;MISC;;PER
Nannette;MISC;;PER
vit;;;
bien;;;
que;;;
];;;
";;;
";;;
cette;;;
petite;;;
fille;;;
n';;;
avait;;;
pas;;;
souvent;;;
si;;;
bonne;;;
];;;
";;;
";;;
chance;;;
.;;;
Ensuite;;;
elle;;;
leur;;;
versa;;;
un;;;
verre;;;
de;;;
boisson;;;
];;;
";;;
 ";;;
cehaeune;PER;;
0;;;
et;;;
dit;;;
a;;;
la;;;
pauvre;;;
femme;;;
:;;;
";;;
";;;
a;;;
Mon;MISC;;NA
Dien;MISC;;NA
1;MISC;;NA
il;;;
faut;;;
qu';;;
il;;;
vous;;;
soit;;;
arriv6;MISC;;NA
un;;;
";;;
";;;
bien;;;
grand;;;
malheur;;;
0;;;
pourqu';;;
une;;;
femme;;;
0;;;
aussi;;;
jeune;;;
];;;
";;;
";;;
que;;;
vous;;;
0;;;
ait;;;
pu;;;
se;;;
deider;;;
a;;;
demander;;;
son;;;
pain;;;
l;;;
];;;
";;;
";;;
-0;;;
Ohl;PER;;NA
oui;;;
0;;;
un;;;
bien;;;
grand;;;
malheur;;;
0;;;
ma;;;
hbre;;;
];;;
";;;
";;;
femme;;;
.;;;
Il;;;
faut;;;
se;;;
trouver;;;
depourvue;;;
de;;;
toute;;;
res-;;;
];;;
";;;
";;;
souree;;;
pour;;;
se;;;
rsoudre;;;
a;;;
en;;;
venir;;;
lhi;;;
.;;;
J';;;
ai;;;
biaen;;;
];;;
";;;
";;;
soufftert;;;
de;;;
la;;;
faim;;;
avant;;;
de;;;
pouvoir;;;
me;;;
decider;;;
a;;;
";;;
";;;
ieudre;;;
la;;;
main;;;
";";;
je;;;
ereis;;;
que;;;
je;;;
ms;;;
serais;;;
plutdt;PER;;NA
";;;
";PER;;NA
Iaisse;PER;;NA
mourir;;;
0;;;
si;;;
je;;;
n';;;
avais;;;
la;;;
erainte;;;
de;;;
Dieu;MISC;;
et]NFANGR;;;
DR;PER;;
JEANNE;PER;;
0;;;
";;;
";;;
si;;;
jo;PER;;NA
n';;;
aimaia;;;
tant;;;
aett;;;
pauvr;;;
ianaeente;;;
que;;;
vaili;PER;;NA
0;;;
";;;
";;;
at;;;
qui;;;
serait;;;
morte;;;
aussi;;;
.;;;
Quand;;;
il;;;
mn;;;
oote;;;
.;;;
";;;
;;;
";;;
-0;;;
";;;
";;;
(;;;
--;;;
";;;
";;;
---;;;
.;;;
";;;
";;;
z;;;
;;;
";;;
";;;
.;;;
";;;
";;;
Wl;LOC;;NA
";;;
";;;
.ei;;;
";;;
";;;
E;LOC;;NA
";;;
";;;
--;;;
.;;;
";;;
";;;
L;;;
";;;
";;;
-0;;;
";;;
";;;
:;;;
:;;;
";;;
";;;
-F;;;
";;;
;;;
";;;
g;;;
";;;
";;;
t;;;
;;;
";;;
";;;
:;;;
i;;;
";;;
";;;
kI;LOC;;NA
";;;
;;;
";LOC;;NA
a;;;
";;;
;;;
";;;
`;;;
";;;
;;;
";;;
.;;;
";;;
";;;
u.;;;
";;;
";;;
5V;;;
";;;
";;;
LiI;PER;;NA
";;;
;;;
";;;
:;;;
";;;
";;;
ZAY;MISC;;NA
";;;
";;;
:;;;
";;;
";;;
il;;;
";;;
";;;
HI;;;
";;;
";;;
IE;MISC;;NA
";;;
";;;
.;;;
";;;
";;;
.;;;
";;;
";;;
L;;;
";;;
";;;
-0;;;
";;;
";;;
=;;;
..;;;
";;;
";;;
H;PER;;NA
";;;
;;;
";PER;;NA
.Eee-;PER;;NA
";;;
;;;
";PER;;NA
I;PER;;NA
";;;
";PER;;NA
H;PER;;NA
";;;
";PER;;NA
E;PER;;NA
";;;
;;;
";PER;;NA
E;PER;;NA
";;;
";;;
EER;ORG;;NA
";;;
;;;
;;;
;;;
;;;
";;;
g;;;
";;;
;;;
";;;
R;;;
";;;
";;;
atherine;;;
at;;;
eame;;;
.;;;
";;;
";;;
trop;;;
pour;;;
aller;;;
demander;;;
0;;;
je;;;
la;;;
regarde;;;
et;;;
je;;;
re-;;;
";;;
";;;
prends;;;
eourage;;;
.;;;
C';;;
est;;;
bien;;;
triste;;;
0;;;
alles;;;
0;;;
ma;;;
chre;;;
";;;
";;;
femme;;;
0;;;
quand;;;
on;;;
a;;;
du;;;
ceur;;;
0;;;
de;;;
vivre;;;
en;;;
nePMIR;;;
PARTIR;MISC;;NA
.;;;
";;;
";;;
fisant;PER;;NA
rin;PER;;NA
0;;;
aux;;;
d6pana;;;
da;;;
ux;;;
qui;;;
truavaillentl;;;
";;;
";;;
mais;;;
];;;
e;;;
n;;;
pux;;;
mpus;;;
ifire;;;
uutramnt;;;
.;;;
";;;
";;;
-0;;;
Pourquaoi;;;
dana;;;PER
?;;;
dit;;;
la;;;PER
mbre;;;PER
Nannatte;;;PER
.;;;
Cun-;ORG;;NA
";;;
";;;
t;;;
-0;;;
mOi;;;
g.;LOC;;NA
n;;;
";;;
";;;
la;;;
puuvra;PER;;NA
famma;PER;;NA
dit;;;
a;;;
la;;;PER
mra;;;PER
Nunnatta;LOC;;PER
:;;;
";;;
 ";;;
le;;;
suis;;;
du;;;
villag;;;
qui;;;
est;;;
auprbs;;;
du;;;
Cher;LOC;;NA
0;;;
h;;;
";;;
";;;
wias;PER;;NA
lieuss;PER;;NA
d';PER;;NA
iei;PER;;NA
.;;;
Il;;;
y;;;
a;;;
deux;;;
mois;;;
0;;;
joi;PER;;NA
pertu;PER;;NA
";;;
";PER;;NA
mno;PER;;NA
mari;;;
i;;;
la;;;
suita;;;
duna;;;
groso;PER;;NA
mualadia;PER;;NA
qui;;;
l';;;
n;;;
";;;
";;;
retenu;;;
au;;;
lit;;;
penlant;;;
bion;PER;;NA
longtmps;PER;;NA
.;;;
I';;;
ai;;;
vandu;;;
";;;
";;;
tout;;;
co;;;
quo;;;
vais;;;
afin;;;
do;;;
pouvoir;;;
lo;;;
soigner;;;
.;;;
";;;
";;;
uand;;;
il;;;
ny;;;
a;;;
plus;;;
rion;LOC;;NA
u;LOC;;NA
ala;LOC;;NA
muison;LOC;;NA
qua;LOC;;NA
lo;LOC;;NA
lit;;;
";;;
";;;
sur;;;
laquel;;;
il;;;
6tait;;;
eoueh6;;;
0;;;
il;;;
a;;;
bin;PER;;NA
fallu;;;
s';;;
andettor;;;
.;;;
";;;
";;;
Apres;LOC;;NA
su;;;
mort;;;
0;;;
on;;;
a;;;
vendu;;;
la;;;
maison;;;
0;;;
lo;;;
jardin;;;
0;;;
";;;
";;;
la;;;
chbnevibre;LOC;;NA
0;;;
onfin;;;
tout;;;
0;;;
pour;;;
payer;;;
le;;;
decin;;;
";;;
";;;
et;;;
les;;;
autres;;;
0;;;
et;;;
je;;;
ne;;;
sais;;;
plus;;;
oi;;;
me;;;
retirer;;;
0;;;
On;MISC;;NA
";;;
";MISC;;NA
no;MISC;;NA
veut;MISC;;NA
pas;MISC;;NA
me;MISC;;NA
louer;MISC;;NA
0;;;
meme;;;
une;;;
petite;;;
chambre;;;
0;;;
";;;
";;;
psree;;;
que;;;
je;;;
n';;;
ai;;;
pas;;;
de;;;
mobilier;;;
pour;;;
repondro;;;
";;;
";;;
du;;;
loyer;;;
.;;;
Je;;;
couehe;;;
avee;;;
ma;;;
petite;;;
lehnno;;;
dans;;;
les;;;
";;;
";;;
granges;;;
0;;;
quand;;;
on;;;
veut;;;
bien;;;
m';;;
y;;;
souffrir;;;
0;;;
ou;;;
bion;;;
";;;
";;;
sur;;;
les;;;
tas;;;
de;;;
ehaume;PER;;NA
.;;;
C';;;
est;;;
bon;;;
 ;;;
prsent;;;
qu';;;
il;;;
";;;
";;;
fait;;;
chaud;;;
";";;
mais;;;
plus;;;
tard;;;
0;;;
eomment;;;
faire;;;
aves;;;
";;;
";;;
ett;;;
nfnt;;;
0;;;
mei;PER;;NA
 ;PER;;NA
i;PER;;NA
ses;;;
medesins;;;
ont;;;
d6fendu;PER;;NA
";;;
";;;
de;;;
sortir;;;
pendant;;;
tout;;;
l';;;
hiver?s;MISC;;
";;;
";;;
Et;MISC;;NA
la;MISC;;NA
pauvre;MISC;;NA
malheureus;MISC;;NA
se;;;
mit;;;
 ;;;
pleurer;;;
.;;;
Sa;;;
";;;
";;;
petite;;;
fille;;;
pleura;;;
aussi;;;
en;;;
lembrassant;;;
.;;;
Elle;;;
avait;;;
";;;
";;;
l';;;
air;;;
si;;;
doux;;;
et;;;
si;;;
aimable;;;
0;;;
cette;;;
petite;;;
0;;;
que;;;
la;;;PER
";;;
";;;
mre;;;PER
Nannette;LOC;;PER
sentit;;;
fondre;;;
son;;;
ceur;;;
en;;;
pensant;;;
";;;
 ";;;
la;;;
misbre;;;
qu';;;
elle;;;
ondurerait;;;
quand;;;
l';;;
hiver;;;
serait;;;
];;;
";;;
";;;
venu;;;
.;;;
Aussitdt;PER;;NA
il;;;
lui;;;
vint;;;
dans;;;
lid6a;;;
de;;;
faire;;;
une;;;
];;;
";;;
";;;
honne;;;
action;;;
.;;;
MNANY;PER;;
D;PER;;
JRANNR;PER;;
.;;;
";;;
";;;
a;;;
mro;;;
annette;;;
donno;;;
asllo;;;
a;;;
atherino;;;
.;;;
";;;
";;;
a;;;
Commant;PER;;NA
vous;;;
uppele;;;
-0;;;
vaoua;;;
dona;;;
t;;;
demandu;;;
";;;
";;;
ln;;;
mra;;;PER
Nannaetto;ORG;;PER
.;;;
";;;
";;;
-0;;;
On;;;
m';;;
apalla;;;
Cathrine;PER;;
Iblano;PER;;
.;;;
";;;
";;;
-0;;;
h;;;
bionl;;;
Ctharino;;;PER
0;;;
];;;
;;;
ai;;;
lh;;;
un;;;
vieux;;;
lit;;;
0;;;
una;;;
";;;
";;;
puillasse;LOC;;NA
at;LOC;;NA
une;LOC;;NA
oouverture;LOC;;NA
";";;
si;;;
vots;PER;;NA
voule;PER;;NA
rester;;;
";;;
";;;
lei;;;
0;;;
ja;;;
vous;;;
logerai;;;
da;;;
bion;PER;;NA
hon;PER;;NA
eur;PER;;NA
oet;PER;;NA
jae;PER;;NA
vous;;;
";;;
";;;
asoiguerai;;;
do;;;
man;;;
mieux;;;
0;;;
ainsi;;;
quo;;;
votre;;;
petite;;;
";";;
";;;
";;;
i';;;
aime;;;
heaueoup;LOC;;NA
les;;;
enfants;;;
";";;
j';;;
en;;;
ai;;;
eu;;;
quuatre;PER;;NA
0;;;
";;;
";;;
que;;;
lo;PER;;NA
hon;PER;;NA
bDieu;PER;;NA
m';;;
a;;;
retir6s;;;
0;;;
et;;;
je;;;
suis;;;
bien;;;
seule;;;
";;;
";;;
u;PER;;NA
mnonde;PER;;NA
.;;;
";;;
";;;
-0;;;
Grund;;;
meroil;;;
ma;;;
brave;;;
fomme;;;
";";;
vous;;;
me;;;
";;;
";;;
rendrez;;;
l;;;
un;;;
service;;;
qui;;;
nous;;;
suuvera;;;
lu;;;
vie;;;
i;;;
moi;;;
";;;
";;;
et;;;
u;;;
mon;;;
enfant;;;
.;;;
;;;
ai;;;
encore;;;
mon;;;
lit;;;
0;;;
svee;PER;;NA
un;;;
";;;
";;;
eoffre;;;
et;;;
une;;;
petite;;;
chaise;;;
.;;;
Muttre;PER;;
Guillaume;PER;;
0;;;
le;;;
";;;
";;;
eousin;;;
de;;;
feu;;;
mon;;;
pauvre;;;
homme;;;
0;;;
me;;;
les;;;
garde;;;
";;;
";;;
tluns;;;
sa;;;
grange;;;
";";;
il;;;
me;;;
les;;;
apportera;;;
bien;;;
diman-;;;
";;;
";;;
che;;;
.;;;
Si;;;
vous;;;
me;;;
logez;;;
avee;;;
mon;;;
ch6tif;;;
mobilier;;;
0;;;
je;;;
";;;
";;;
vous;;;
donnerai;;;
les;;;
sous;;;
que;;;
je;;;
ramasserai;;;
en;;;
allant;;;
";;;
";;;
aux;;;
portes;;;
.;;;
";;;
";;;
-0;;;
Je;;;
ne;;;
vous;;;
demande;;;
rien;;;
0;;;
Catherine;PER;;
";";;
j';;;
aime;;;
";;;
";;;
dj;;;
votre;;;
petite;;;PER
Jeanne;PER;;
et;;;
j';;;
en;;;
aurai;;;
bien;;;
soin;;;
.;;;
";;;
";;;
Dieu;MISC;;
veut;;;
que;;;
nous;;;
fassions;;;
aux;;;
autres;;;
ce;;;
que;;;
";;;
";;;
nous;;;
voudrions;;;
que;;;
les;;;
autres;;;
fissent;;;
pour;;;
nous;;;
";";;
";;;
";;;
et;;;
si;;;
j6tais;;;
dans;;;
votre;;;
position;;;
0;;;
jo;PER;;NA
serais;;;
bien;;;
";;;
";;;
heureuse;;;
de;;;
trouver;;;
quelqu';;;
un;;;
qui;;;
voult;PER;;NA
me;;;
re-;;;
";;;
";;;
cevoir;;;
dans;;;
sa;;;
maison;;;
.;;;
";;;
";;;
0;;;
";";;
Peeeeeeea;MISC;;NA
";;;
";;;
a;;;
Mamanl;PER;;NA
il;;;
ne;;;
faut;;;
plus;;;
pleurer;;;
0;;;
n;;;
lui;;;
dit;;;
-0;;;
elle;;;
.;;;
MIR;MISC;;NA
PARTIR;MISC;;NA
.;;;
";;;
";;;
Puis;;;
0;;;
sa;;;
tournant;;;
du;;;
ohta;;;
da;;;
la;;;PER
mra;MISC;;PER
Nanntte;MISC;;PER
0;;;
";;;
";;;
olla;;;
dit;;;
an;;;
huiaasunt;;;
la;;;
tta;LOC;;NA
:;;;
";;;
";;;
a;;;
lo;;;
vudrais;;;
hian;;;
vous;;;
amhrasser;;;
atussi;;;
0;;;
";;;
";;;
In;LOC;;NA
mbra;;;
Nannaetta;PER;;
la;;;
prit;;;
sur;;;
ses;;;
genoux;;;
at;;;
l';;;
am-;;;
";;;
";;;
bruasu;;;
de;;;
bon;;;
eur;;;
.;;;
";;;
";;;
atherina;;;PER
at;;;
Jaanne;;;PER
trouvant;;;
un;;;
raeelet;;;
.;;;
";;;
";;;
Aprbs;PER;;NA
qua;PER;;NA
lu;;;
mbre;;;
et;;;
la;;;
fllla;PER;;NA
asa;PER;;NA
furont;PER;;NA
rensies;;;
0;;;
";;;
";;;
elles;;;
so;;;
rmnirut;;;
an;;;
chomin;;;
pour;;;
llr;;;
eherehe;;;
";;;
";;;
leur;;;
puin;PER;;NA
dunas;PER;;NA
la;PER;;NA
campugne;PER;;NA
0;;;
en;;;
diant;;;
qu';;;
olla;;;
";;;
";;;
reviondraiant;;;
lo;;;
soir;;;
.;;;
Commo;PER;;NA
on;;;
tuit;;;
dans;;;
lu;;;
asui-;;;
";;;
";;;
son;;;
des;;;
prune;;;
aet;;;
des;;;
groseilles;;;
0;;;
la;;;PER
mire;;;PER
Nannetta;MISC;;PER
";;;
";;;
an;;;
alla;;;
eueillir;;;
au;;;
iardin;PER;;NA
oet;PER;;NA
les;;;
mit;;;
dans;;;
le;;;
bissue;;;
";;;
";;;
lo;PER;;
leann;PER;;
0;;;
pour;;;
quelle;;;
pt;ORG;;NA
se;;;
rafralehir;;;
quand;;;
";;;
";;;
olle;;;
aurait;;;
trop;;;
eluul;MISC;;NA
.;;;
";;;
";;;
Comme;;;
ellos;;;
truaversuaient;;;
la;;;
grande;;;
route;;;
pour;;;
";;;
";;;
revenir;;;
chez;;;
la;;;PER
mere;;;PER
Nannette;LOC;;PER
0;;;
apres;;;
avoir;;;
achev;;;
";;;
";;;
leur;;;
tournee;;;
0;;;
la;;;PER
petite;;;PER
Jeanne;PER;;
vit;;;
briller;;;
un;;;
objet;;;
";;;
";;;
au;;;
soleil;;;
";";;
elle;;;
courut;;;
le;;;
ruamasser;;;
et;;;
lapportau;;;
";;;
";;;
joyeusement;;;
a;;;
sa;;;
mere;;;
.;;;
";;;
";;;
a;;;
Voyez;PER;;NA
done;PER;;NA
0;;;
