Token;Label_Maj;Quaero_Maj
elle;;
en;;
retirait;;
lui;;
servait;;
à;;
compléter;;
sa;;
provision;;
de;;
blé;;
";";;
et;;
;;
malgré;;
tout;;
cela;;
;;
elle;;
pâtissait;;
bien;;
un;;
peu;;
l';;
hiver;;
.;;
"
";;
Pour;;
que;;
la;;
terre;;
rapporte;;
chaque;;
année;;
sans;;
se;;
reposer;;
;;
il;;
faut;;
beaucoup;;
de;;
fumier;;
";";;
la;PER;
mère;PER;
Nannette;PER;
;;
qui;;
le;;
savait;;
bien;;
;;
avait;;
une;;
vache;;
et;;
une;;
chèvre;;
qu';;
elle;;
menait;;
paître;;
sur;;
les;;
communaux;;
et;;
le;;
long;;
des;;
haies;;
.;;
Avec;;
leur;;
lait;;
elle;;
faisait;;
du;;
beurre;;
et;;
des;;
fromages;;
;;
qu';;
elle;;
vendait;;
à;;
la;;
ville;;
voisine;;
.;;
Quand;;
ses;;
bêtes;;
étaient;;
rentrées;;
à;;
l';;
étable;;
;;
elle;;
allait;;
chercher;;
pour;;
elles;;
de;;
l';;
herbe;;
dans;;
les;;
champs;;
et;;
au;;
bord;;
des;;
ruisseaux;;
.;;
Comme;;
elle;;
les;;
tenait;;
bien;;
proprement;;
;;
elles;;
étaient;;
en;;
bon;;
état;;
.;;
L';;
hiver;;
;;
elles;;
mangeaient;;
ou;;
du;;
trèfle;;
qui;;
avait;;
été;;
rentré;;
bien;;
sec;;
;;
ou;;
du;;
regain;;
récolté;;
après;;
la;;
fauche;;
des;;
grands;;
foins;;
.;;
"
";;
La;PER;
mère;PER;
Nannette;PER;
vendait;;
son;;
vin;;
et;;
ne;;
buvait;;
que;;
sa;;
boisson;;
[;;
1;;
];;
";";;
mais;;
;;
comme;;
l';;
argent;;
qu';;
elle;;
tirait;;
de;;
son;;
vin;;
suffisait;;
bien;;
juste;;
;;
avec;;
celui;;
de;;
son;;
beurre;;
et;;
de;;
ses;;
fromages;;
;;
à;;
payer;;
l';;
impôt;;
et;;
les;;
façons;;
de;;
son;;
champ;;
et;;
de;;
sa;;
vigne;;
;;
et;;
qu';;
il;;
lui;;
fallait;;
encore;;
se;;
procurer;;
quelque;;
argent;;
pour;;
son;;
entretien;;
;;
elle;;
élevait;;
des;;
oisons;;
qu';;
elle;;
achetait;;
au;;
sortir;;
de;;
la;;
coque;;
.;;
Elle;;
se;;
donnait;;
beaucoup;;
de;;
mal;;
pour;;
appâter;;
ces;;
petites;;
bêtes;;
et;;
pour;;
les;;
garantir;;
du;;
froid;;
pendant;;
la;;
nuit;;
.;;
Ses;;
voisines;;
plumaient;;
leurs;;
oies;;
quatre;;
fois;;
avant;;
de;;
les;;
vendre;;
";";;
mais;;
la;PER;
mère;PER;
Nannette;PER;
disait;;
que;;
c';;
était;;
une;;
mauvaise;;
méthode;;
;;
parce;;
qu';;
ainsi;;
la;;
plume;;
n';;
avait;;
pas;;
le;;
temps;;
de;;
se;;
nourrir;;
;;
et;;
elle;;
ne;;
plumait;;
les;;
siennes;;
que;;
trois;;
fois;;
";";;
puis;;
elle;;
en;;
vendait;;
la;;
moitié;;
pour;;
la;MISC;
Toussaint;MISC;
et;;
l';;
autre;;
moitié;;
à;;
Noël;MISC;
.;;
"
";;
Tout;;
cela;;
ne;;
lui;;
rapportait;;
pas;;
une;;
grosse;;
somme;;
";";;
mais;;
elle;;
était;;
si;;
ménagère;;
qu';;
il;;
lui;;
restait;;
toujours;;
un;;
peu;;
d';;
argent;;
à;;
la;;
fin;;
de;;
l';;
année;;
.;;
"
";;
Pourtant;;
elle;;
ne;;
se;;
nourrissait;;
pas;;
trop;;
mal;;
;;
disant;;
qu';;
elle;;
aimait;;
mieux;;
donner;;
au;;
boucher;;
une;;
pièce;;
de;;
cinquante;;
centimes;;
toutes;;
les;;
semaines;;
;;
que;;
vingt-cinq;;
francs;;
par;;
an;;
au;;
médecin;;
et;;
au;;
pharmacien;;
.;;
"
";;
Catherine;PER;
et;;
Jeanne;PER;
.;;
"
";;
Un;;
matin;;
;;
la;PER;
mère;PER;
Nannette;PER;
;;
tricotant;;
devant;;
sa;;
porte;;
;;
vit;;
venir;;
à;;
elle;;
une;;
jeune;;
femme;;
qui;;
tenait;;
par;;
la;;
main;;
une;;
petite;;
fille;;
de;;
sept;;
à;;
huit;;
ans;;
et;;
qui;;
lui;;
demanda;;
un;;
morceau;;
de;;
pain;;
.;;
Comme;;
cette;;
femme;;
était;;
très;;
-0;;
pâle;;
et;;
avait;;
l';;
air;;
malade;;
;;
la;PER;
mère;PER;
Nannette;PER;
l';;
emmena;;
dans;;
sa;;
maison;;
et;;
la;;
fit;;
asseoir;;
.;;
Elle;;
ralluma;;
son;;
feu;;
;;
fit;;
réchauffer;;
un;;
reste;;
de;;
soupe;;
qu';;
elle;;
avait;;
gardé;;
pour;;
son;;
repas;;
du;;
soir;;
et;;
le;;
donna;;
aux;;
deux;;
mendiantes;;
.;;
L';;
enfant;;
mangea;;
de;;
si;;
bon;;
cœur;;
;;
que;;
la;PER;
mère;PER;
Nannette;PER;
vit;;
bien;;
que;;
cette;;
petite;;
fille;;
n';;
avait;;
pas;;
souvent;;
si;;
bonne;;
chance;;
.;;
Ensuite;;
elle;;
leur;;
versa;;
un;;
verre;;
de;;
boisson;;
à;;
chacune;;
;;
et;;
dit;;
à;;
la;;
pauvre;;
femme;;
:;;
"
";;
«;;
Mon;;
Dieu;MISC;
!;;
il;;
faut;;
qu';;
il;;
vous;;
soit;;
arrivé;;
un;;
bien;;
grand;;
malheur;;
;;
pour;;
qu';;
une;;
femme;;
;;
aussi;;
jeune;;
que;;
vous;;
;;
ait;;
pu;;
se;;
décider;;
à;;
demander;;
son;;
pain;;
!;;
"
";;
—;;
Oh;;
!;;
oui;;
;;
un;;
bien;;
grand;;
malheur;;
;;
ma;;
chère;;
femme;;
.;;
Il;;
faut;;
se;;
trouver;;
dépourvue;;
de;;
toute;;
ressource;;
pour;;
se;;
résoudre;;
à;;
en;;
venir;;
là;;
.;;
J';;
ai;;
bien;;
souffert;;
de;;
la;;
faim;;
avant;;
de;;
pouvoir;;
me;;
décider;;
à;;
tendre;;
la;;
main;;
";";;
je;;
crois;;
que;;
je;;
me;;
serais;;
plutôt;;
laissé;;
mourir;;
;;
si;;
je;;
n';;
avais;;
la;;
crainte;;
de;;
Dieu;;
et;;
si;;
je;;
n';;
aimais;;
tant;;
cette;;
pauvre;;
innocente;;
que;;
voilà;;
;;
et;;
qui;;
serait;;
morte;;
aussi;;
.;;
Quand;;
il;;
m';;
en;;
coûte;;
trop;;
pour;;
aller;;
demander;;
;;
je;;
la;;
regarde;;
et;;
je;;
reprends;;
courage;;
.;;
C';;
est;;
bien;;
triste;;
;;
allez;;
;;
ma;;
chère;;
femme;;
;;
quand;;
on;;
a;;
du;;
cœur;;
;;
de;;
vivre;;
en;;
ne;;
faisant;;
rien;;
;;
aux;;
dépens;;
de;;
ceux;;
qui;;
travaillent;;
!;;
mais;;
je;;
ne;;
peux;;
pas;;
faire;;
autrement;;
.;;
"
";;
—;;
Pourquoi;;
donc;;
?;;
dit;;
la;PER;
mère;PER;
Nannette;PER;
.;;
Contez;;
-moi;;
ça;;
.;;
»;;
"
";;
La;;
pauvre;;
femme;;
dit;;
à;;
la;PER;
mère;PER;
Nannette;PER;
:;;
"
";;
«;;
Je;;
suis;;
du;;
village;;
qui;;
est;;
auprès;;
du;;
Cher;LOC;loc.phys.hydro
;;
à;;
trois;;
lieues;;
d';;
ici;;
.;;
Il;;
y;;
a;;
deux;;
mois;;
;;
j';;
ai;;
perdu;;
mon;;
mari;;
à;;
la;;
suite;;
d';;
une;;
grosse;;
maladie;;
qui;;
l';;
a;;
retenu;;
au;;
lit;;
pendant;;
bien;;
longtemps;;
.;;
J';;
ai;;
vendu;;
tout;;
ce;;
que;;
j';;
avais;;
afin;;
de;;
pouvoir;;
le;;
soigner;;
.;;
Quand;;
il;;
n';;
y;;
a;;
plus;;
rien;;
eu;;
à;;
la;;
maison;;
que;;
le;;
lit;;
sur;;
lequel;;
il;;
était;;
couché;;
;;
il;;
a;;
bien;;
fallu;;
s';;
endetter;;
.;;
Après;;
sa;;
mort;;
;;
on;;
a;;
vendu;;
la;;
maison;;
;;
le;;
jardin;;
;;
la;LOC;loc.adm.town
chènevière;LOC;loc.adm.town
;;
enfin;;
tout;;
;;
pour;;
payer;;
le;;
médecin;;
et;;
les;;
autres;;
;;
et;;
je;;
ne;;
sais;;
plus;;
où;;
me;;
retirer;;
.;;
On;;
ne;;
veut;;
pas;;
me;;
louer;;
;;
même;;
une;;
petite;;
chambre;;
;;
parce;;
que;;
je;;
n';;
ai;;
pas;;
de;;
mobilier;;
pour;;
répondre;;
du;;
loyer;;
.;;
Je;;
couche;;
avec;;
ma;;
petite;PER;
Jeanne;PER;
dans;;
les;;
granges;;
;;
quand;;
on;;
veut;;
bien;;
m';;
y;;
souffrir;;
;;
ou;;
bien;;
sur;;
les;;
tas;;
de;;
chaume;;
.;;
C';;
est;;
bon;;
à;;
présent;;
qu';;
il;;
fait;;
chaud;;
";";;
mais;;
plus;;
tard;;
;;
comment;;
faire;;
avec;;
cette;;
enfant;;
;;
moi;;
à;;
qui;;
les;;
médecins;;
ont;;
défendu;;
de;;
sortir;;
pendant;;
tout;;
l';;
hiver;;
?;;
»;;
"
";;
Et;;
la;;
pauvre;;
malheureuse;;
se;;
mit;;
à;;
pleurer;;
.;;
Sa;;
petite;;
fille;;
pleura;;
aussi;;
en;;
l';;
embrassant;;
.;;
Elle;;
avait;;
l';;
air;;
si;;
doux;;
et;;
si;;
aimable;;
;;
cette;;
petite;;
;;
que;;
la;PER;
mère;PER;
Nannette;PER;
sentit;;
fondre;;
son;;
cœur;;
en;;
pensant;;
à;;
la;;
misère;;
qu';;
elle;;
endurerait;;
quand;;
l';;
hiver;;
serait;;
venu;;
.;;
Aussitôt;;
il;;
lui;;
vint;;
dans;;
l';;
idée;;
de;;
faire;;
une;;
bonne;;
action;;
.;;
"
";;
La;PER;
mère;PER;
Nannette;PER;
donne;;
asile;;
à;;
Catherine;PER;
.;;
"
";;
«;;
Comment;;
vous;;
appelez;;
-vous;;
donc;;
?;;
demanda;;
la;PER;
mère;PER;
Nannette;PER;
.;;
"
";;
—;;
On;;
m';;
appelle;;
Catherine;PER;
Leblanc;PER;
.;;
"
";;
—;;
Eh;;
bien;;
!;;
Catherine;PER;
;;
j';;
ai;;
là;;
un;;
vieux;;
lit;;
;;
une;;
paillasse;;
et;;
une;;
couverture;;
";";;
si;;
vous;;
voulez;;
rester;;
ici;;
;;
je;;
vous;;
logerai;;
de;;
bien;;
bon;;
cœur;;
et;;
je;;
vous;;
soignerai;;
de;;
mon;;
mieux;;
;;
ainsi;;
que;;
votre;;
petite;;
";";;
j';;
aime;;
beaucoup;;
les;;
enfants;;
";";;
j';;
en;;
ai;;
eu;;
quatre;;
;;
que;;
le;;
bon;;
Dieu;MISC;
m';;
a;;
retirés;;
;;
et;;
je;;
suis;;
bien;;
seule;;
au;;
monde;;
.;;
"
";;
—;;
Grand;;
merci;;
!;;
ma;;
brave;;
femme;;
";";;
vous;;
me;;
rendrez;;
là;;
un;;
service;;
qui;;
nous;;
sauvera;;
la;;
vie;;
à;;
moi;;
et;;
à;;
mon;;
enfant;;
.;;
J';;
ai;;
encore;;
mon;;
lit;;
;;
avec;;
un;;
coffre;;
et;;
une;;
petite;;
chaise;;
.;;
Maître;PER;
Guillaume;PER;
;;
le;;
cousin;;
de;;
feu;;
mon;;
pauvre;;
homme;;
;;
me;;
les;;
garde;;
dans;;
sa;;
grange;;
";";;
il;;
me;;
les;;
apportera;;
bien;;
dimanche;;
.;;
Si;;
vous;;
me;;
logez;;
avec;;
mon;;
chétif;;
mobilier;;
;;
je;;
vous;;
donnerai;;
les;;
sous;;
que;;
je;;
ramasserai;;
en;;
allant;;
aux;;
portes;;
.;;
"
";;
—;;
Je;;
ne;;
vous;;
demande;;
rien;;
;;
Catherine;PER;
";";;
j';;
aime;;
déjà;;
votre;;
petite;PER;
Jeanne;PER;
et;;
j';;
en;;
aurai;;
bien;;
soin;;
.;;
Dieu;MISC;
veut;;
que;;
nous;;
fassions;;
aux;;
autres;;
ce;;
que;;
nous;;
voudrions;;
que;;
les;;
autres;;
fissent;;
pour;;
nous;;
";";;
et;;
si;;
j';;
étais;;
dans;;
votre;;
position;;
;;
je;;
serais;;
bien;;
heureuse;;
de;;
trouver;;
quelqu';;
un;;
qui;;
voulût;;
me;;
recevoir;;
dans;;
sa;;
maison;;
.;;
»;;
"
";;
Catherine;PER;
était;;
bien;;
contente;;
;;
et;;
sa;;
petite;;
fille;;
lui;;
sauta;;
au;;
cou;;
.;;
"
";;
«;;
Maman;PER;
!;;
il;;
ne;;
faut;;
plus;;
pleurer;;
;;
»;;
lui;;
dit;;
-elle;;
.;;
"
";;
Puis;;
;;
se;;
tournant;;
du;;
côté;;
de;;
la;PER;
mère;PER;
Nannette;PER;
;;
elle;;
dit;;
en;;
baissant;;
la;;
tête;;
:;;
"
";;
«;;
Je;;
voudrais;;
bien;;
vous;;
embrasser;;
aussi;;
.;;
»;;
"
";;
La;PER;
mère;PER;
Nannette;PER;
la;;
prit;;
sur;;
ses;;
genoux;;
et;;
l';;
embrassa;;
de;;
bon;;
cœur;;
.;;
"
";;
Catherine;PER;
et;;
Jeanne;PER;
trouvent;;
un;;
bracelet;;
.;;
"
";;
Après;;
que;;
la;;
mère;;
et;;
la;;
fille;;
se;;
furent;;
reposées;;
;;
elles;;
se;;
remirent;;
en;;
chemin;;
pour;;
aller;;
chercher;;
leur;;
pain;;
dans;;
la;;
campagne;;
;;
en;;
disant;;
qu';;
elles;;
reviendraient;;
le;;
soir;;
.;;
Comme;;
on;;
était;;
dans;;
la;;
saison;;
des;;
prunes;;
et;;
des;;
groseilles;;
;;
la;PER;
mère;PER;
Nannette;PER;
en;;
alla;;
cueillir;;
au;;
jardin;;
et;;
les;;
mit;;
dans;;
le;;
bissac;;
de;;
Jeanne;PER;
;;
pour;;
qu';;
elle;;
pût;;
se;;
rafraîchir;;
quand;;
elle;;
aurait;;
trop;;
chaud;;
.;;
"
";;
Comme;;
elles;;
traversaient;;
la;;
grande;;
route;LOC;loc.oro
pour;;
revenir;;
chez;;
la;PER;
mère;PER;
Nannette;PER;
;;
après;;
avoir;;
achevé;;
leur;;
tournée;;
;;
la;PER;
petite;PER;
Jeanne;PER;
vit;;
briller;;
un;;
objet;;
au;;
soleil;;
";";;
elle;;
courut;;
le;;
ramasser;;
et;;
l';;
apporta;;
joyeusement;;
à;;
sa;;
mère;;
.;;
"
";;
«;;
Voyez;;
donc;;
;;
maman;PER;
;;
le;;
joli;;
collier;;
que;;
j';;
ai;;
trouvé;;
";";;
je;;
le;;
mettrai;;
dimanche;;
à;;
mon;;
cou;;
.;;
"
";;
—;;
Ma;;
fille;;
;;
ceci;;
est;;
un;;
bijou;;
qui;;
se;;
porte;;
autour;;
du;;
bras;;
et;;
qu';;
on;;
appelle;;
bracelet;;
.;;
Il;;
n';;
est;;
pas;;
à;;
nous;;
;;
et;;
nous;;
ne;;
pouvons;;
pas;;
le;;
garder;;
.;;
"
";;
—;;
Pourquoi;;
donc;;
;;
maman;;
?;;
Puisque;;
je;;
l';;
ai;;
trouvé;;
;;
c';;
est;;
bien;;
à;;
nous;;
.;;
"
";;
—;;
Non;;
;;
ma;;
fille;;
";";;
ce;;
qu';;
on;;
trouve;;
ne;;
nous;;
appartient;;
pas;;
";";;
il;;
y;;
a;;
toujours;;
quelqu';;
un;;
qui;;
l';;
a;;
perdu;;
.;;
"
";;
—;;
Mais;;
;;
maman;;
;;
si;;
personne;;
ne;;
l';;
a;;
perdu;;
?;;
"
";;
—;;
Ce;;
n';;
est;;
pas;;
possible;;
;;
mon;;
enfant;;
:;;
les;;
bijoux;;
ne;;
poussent;;
pas;;
comme;;
l';;
herbe;;
dans;;
les;;
champs;;
.;;
"
";;
—;;
Et;;
si;;
personne;;
ne;;
le;;
redemande;;
?;;
"
";;
—;;
Ça;;
ne;;
doit;;
pas;;
nous;;
empêcher;;
de;;
chercher;;
à;;
qui;;
ce;;
bracelet;;
peut;;
appartenir;;
";";;
nous;;
nous;;
en;;
informerons;;
dans;;
tout;;
le;;
pays;;
.;;
"
";;
—;;
Et;;
s';;
il;;
n';;
est;;
à;;
personne;;
?;;
"
";;
—;;
Eh;;
bien;;
;;
nous;;
le;;
garderons;;
soigneusement;;
;;
et;;
l';;
on;;
finira;;
par;;
venir;;
le;;
réclamer;;
.;;
»;;
"
";;
Jeanne;PER;
ne;;
paraissant;;
pas;;
très;;
-0;;
contente;;
;;
sa;;
mère;;
lui;;
dit;;
:;;
«;;
Écoute;;
-moi;;
;;
ma;;
Jeanne;PER;
:;;
si;;
tu;;
avais;;
perdu;;
ton;;
bissac;;
en;;
chemin;;
;;
ne;;
serais;;
-0;;
tu;;
pas;;
contente;;
qu';;
on;;
te;;
le;;
rendît;;
?;;
"
";;
—;;
Oui;;
;;
maman;PER;
;;
car;;
il;;
m';;
est;;
bien;;
utile;;
pour;;
mettre;;
le;;
pain;;
qu';;
on;;
me;;
donne;;
.;;
"
";;
—;;
Eh;;
bien;;
!;;
la;;
dame;;
qui;;
a;;
perdu;;
ce;;
joyau;;
en;;
est;;
en;;
peine;;
";";;
elle;;
le;;
regrette;;
comme;;
tu;;
regretterais;;
ton;;
bissac;;
.;;
Dès;;
que;;
nous;;
saurons;;
où;;
elle;;
demeure;;
;;
nous;;
le;;
lui;;
reporterons;;
.;;
»;;
"
";;
Quand;;
elles;;
furent;;
rentrées;;
chez;;
la;PER;
mère;PER;
Nannette;PER;
;;
elles;;
lui;;
montrèrent;;
ce;;
qu';;
elles;;
avaient;;
trouvé;;
et;;
lui;;
demandèrent;;
si;;
elle;;
savait;;
qui;;
pouvait;;
avoir;;
perdu;;
un;;
si;;
beau;;
bijou;;
.;;
"
";;
«;;
Ce;;
ne;;
peut;;
être;;
que;;
Mme;PER;
Dumont;PER;
";";;
il;;
n';;
y;;
a;;
qu';;
elle;;
dans;;
le;;
pays;;
qui;;
porte;;
des;;
choses;;
pareilles;;
.;;
Elle;;
demeure;;
dans;;
le;;
voisinage;;
;;
derrière;;
les;;
beaux;;
arbres;;
que;;
l';;
on;;
voit;;
d';;
ici;;
.;;
Il;;
faut;;
aller;;
le;;
lui;;
reporter;;
tout;;
de;;
suite;;
;;
si;;
vous;;
n';;
êtes;;
point;;
trop;;
lasses;;
";";;
suis;;
sûre;;
qu';;
elle;;
en;;
est;;
fort;;
inquiète;;
.;;
"
";;
—;;
Je;;
suis;;
trop;;
fatiguée;;
pour;;
marcher;;
encore;;
";";;
mais;;
demain;;
matin;;
j';;
irai;;
chez;;
cette;;
dame;;
avec;;
Jeanne;PER;
;;
et;;
je;;
lui;;
rendrai;;
ce;;
qui;;
est;;
à;;
elle;;
.;;
Comme;;
on;;
nous;;
a;;
beaucoup;;
donné;;
aujourd'hui;;
et;;
que;;
je;;
suis;;
très;;
-0;;
lasse;;
;;
je;;
me;;
reposerai;;
demain;;
toute;;
la;;
journée;;
;;
pour;;
avoir;;
la;;
force;;
d';;
aller;;
samedi;;
dans;;
notre;;
village;;
;;
prier;;
maître;PER;
Guillaume;PER;
de;;
m';;
apporter;;
mon;;
lit;;
.;;
»;;
"
";;
Catherine;PER;
et;;
sa;;
fille;;
rapportent;;
le;;
bracelet;;
.;;
"
";;
Le;;
lendemain;;
matin;;
;;
Catherine;PER;
peigna;;
les;;
grands;;
cheveux;;
noirs;;
de;;
sa;;
petite;;
fille;;
avec;;
encore;;
plus;;
de;;
soin;;
qu';;
à;;
l';;
ordinaire;;
";";;
elle;;
lui;;
lava;;
le;;
visage;;
et;;
les;;
mains;;
;;
l';;
habilla;;
le;;
plus;;
proprement;;
qu';;
elle;;
le;;
put;;
;;
et;;
elles;;
partirent;;
pour;;
aller;;
chez;;
Mme;PER;
Dumont;PER;
.;;
"
";;
Elles;;
arrivèrent;;
devant;;
une;;
grille;;
qui;;
servait;;
de;;
porte;;
à;;
un;;
beau;;
jardin;;
";";;
mais;;
;;
comme;;
il;;
n';;
y;;
avait;;
personne;;
;;
Catherine;PER;
suivit;;
le;;
mur;;
et;;
vit;;
une;;
grande;;
porte;;
qui;;
donnait;;
dans;;
la;;
cour;;
et;;
qui;;
était;;
ouverte;;
.;;
Une;;
servante;;
;;
qui;;
l';;
aperçut;;
;;
lui;;
apporta;;
un;;
morceau;;
de;;
pain;;
et;;
deux;;
sous;;
.;;
"
";;
«;;
Merci;;
;;
mademoiselle;;
;;
dit;;
Catherine;PER;
";";;
mais;;
je;;
voudrais;;
parler;;
à;;
votre;;
dame;;
.;;
"
";;
—;;
Ma;;
pauvre;;
femme;;
;;
on;;
ne;;
peut;;
guère;;
la;;
voir;;
à;;
cette;;
heure;;
-0;;
ci;;
.;;
"
";;
—;;
Eh;;
bien;;
!;;
voulez;;
-vous;;
lui;;
demander;;
si;;
c';;
est;;
elle;;
qui;;
a;;
perdu;;
ce;;
que;;
j';;
ai;;
trouvé;;
hier;;
sur;;
la;;
grande;;
route;;
?;;
»;;
"
";;
Et;;
elle;;
montra;;
le;;
bijou;;
;;
qu';;
elle;;
avait;;
enveloppé;;
d';;
un;;
chiffon;;
bien;;
blanc;;
.;;
"
";;
«;;
Justement;;
!;;
c';;
est;;
le;;
bracelet;;
que;;
madame;;
a;;
perdu;;
hier;;
en;;
se;;
promenant;;
avec;;
les;;
enfants;;
!;;
Elle;;
va;;
être;;
bien;;
contente;;
de;;
le;;
retrouver;;
";";;
car;;
nous;;
l';;
avons;;
cherché;;
jusqu';;
à;;
la;;
nuit;;
.;;
Je;;
vais;;
le;;
lui;;
porter;;
:;;
en;;
attendant;;
;;
ma;;
brave;;
femme;;
;;
asseyez;;
-vous;;
sur;;
le;;
banc;;
.;;
Petite;;
;;
viens;;
avec;;
moi;;
;;
tu;;
rendras;;
toi;;
-0;;
même;;
le;;
bracelet;;
à;;
madame;;
.;;
»;;
"
";;
La;PER;
petite;PER;
Jeanne;PER;
regarda;;
sa;;
mère;;
;;
qui;;
lui;;
dit;;
:;;
"
";;
«;;
Va;;
;;
ma;;
fille;;
;;
et;;
sois;;
bien;;
honnête;;
.;;
»;;
"
";;
Madame;PER;
Dumont;PER;
.;;
"
";;
La;;
servante;;
prit;;
Jeanne;PER;
par;;
la;;
main;;
et;;
la;;
fit;;
entrer;;
dans;;
la;;
maison;;
.;;
"
";;
Elles;;
montèrent;;
un;;
grand;;
escalier;;
et;;
traversèrent;;
une;;
chambre;;
pleine;;
de;;
beaux;;
meubles;;
.;;
Jeanne;PER;
ouvrait;;
de;;
grands;;
yeux;;
;;
car;;
elle;;
n';;
avait;;
jamais;;
rien;;
vu;;
de;;
semblable;;
.;;
Elles;;
entrèrent;;
dans;;
une;;
autre;;
chambre;;
où;;
il;;
y;;
avait;;
deux;;
lits;;
tout;;
blancs;;
.;;
Mme;PER;
Dumont;PER;
était;;
occupée;;
à;;
peigner;;
les;;
cheveux;;
blonds;;
d';;
une;;
petite;;
demoiselle;;
qui;;
était;;
de;;
l';;
âge;;
de;;
Jeanne;PER;
;;
et;;
qui;;
se;;
mit;;
à;;
dire;;
:;;
"
";;
«;;
Ah;;
!;;
maman;;
;;
la;;
jolie;;
petite;;
fille;;
";";;
voyez;;
donc;;
!;;
»;;
"
";;
Mme;PER;
Dumont;PER;
leva;;
les;;
yeux;;
;;
et;;
sa;;
servante;;
lui;;
dit;;
:;;
"
";;
«;;
Cette;;
enfant;;
a;;
trouvé;;
le;;
bracelet;;
de;;
madame;;
et;;
vient;;
le;;
lui;;
rapporter;;
.;;
"
";;
Allons;;
;;
petite;;
;;
avance;;
donc;;
";";;
madame;;
est;;
bien;;
bonne;;
";";;
n';;
aie;;
pas;;
peur;;
!;;
»;;
"
";;
Jeanne;PER;
se;;
laissa;;
mener;;
par;;
la;;
servante;;
en;;
tenant;;
la;;
tête;;
baissée;;
et;;
sans;;
oser;;
seulement;;
lever;;
les;;
yeux;;
.;;
"
";;
La;;
dame;;
lui;;
dit;;
:;;
"
";;
«;;
Tu;;
ne;;
sais;;
pas;;
tout;;
le;;
plaisir;;
que;;
tu;;
me;;
fais;;
;;
mon;;
enfant;;
;;
en;;
me;;
rapportant;;
ce;;
bracelet;;
.;;
Qui;;
es;;
-0;;
tu;;
donc;;
?;;
»;;
"
";;
Comme;;
Jeanne;PER;
ne;;
disait;;
rien;;
;;
la;;
servante;;
répondit;;
pour;;
elle;;
:;;
"
";;
«;;
Madame;;
;;
sa;;
mère;;
est;;
en;;
bas;;
à;;
la;;
porte;;
";";;
c';;
est;;
une;;
pauvre;;
femme;;
qui;;
demande;;
son;;
pain;;
.;;
"
";;
—;;
Je;;
descendrai;;
la;;
voir;;
aussitôt;;
que;;
j';;
aurai;;
relevé;;
les;;
cheveux;;
d';;
Isaure;PER;
.;;
"
";;
—;;
Madeleine;PER;
;;
s';;
écria;;
la;;
petite;;
demoiselle;;
blonde;;
;;
j';;
espère;;
que;;
tu;;
ne;;
diras;;
plus;;
que;;
le;;
vendredi;;
est;;
un;;
jour;;
de;;
malheur;;
:;;
tu;;
vois;;
