OCR,Modèle,Texte_spacy,Longueur_spacy,Texte_modele,Longueur_modele,Différence
REF,enrichi_80-20,Charlotte,9,Charlotte,9,0
REF,enrichi_80-20,Charlotte,9,Charlotte,9,0
REF,enrichi_80-20,Charlotte,9,Charlotte,9,0
REF,enrichi_80-20,Charlotte,9,Charlotte,9,0
REF,enrichi_80-20,Charlotte,9,Charlotte,9,0
REF,enrichi_80-20,Charlotte,9,Charlotte,9,0
REF,enrichi_80-20,Charlotte,9,Charlotte,9,0
REF,enrichi_80-20,Georges !,9,Georges,7,-2
REF,enrichi_80-20,Charlotte,9,Charlotte,9,0
REF,enrichi_80-20,Mme Montareuil,14,Montareuil,10,-4
REF,enrichi_80-20,Charlotte,9,Charlotte,9,0
REF,enrichi_80-20,Charlotte,9,Charlotte,9,0
REF,enrichi_80-20,Charlotte,9,Charlotte,9,0
REF,enrichi_80-20,Charlotte,9,Charlotte,9,0
REF,enrichi_80-20,Charlotte,9,Charlotte,9,0
REF,enrichi_80-20,Charlotte,9,Charlotte,9,0
REF,enrichi_80-20,Charlotte,9,Charlotte,9,0
REF,enrichi_80-20,abbé Lamargelle,15,Lamargelle,10,-5
REF,enrichi_80-20,Atlas,5,Atlas,5,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Golgotha,8,Golgotha,8,0
REF,enrichi_80-20,Jésus,5,Jésus,5,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,l'Individu,10,Individu,8,-2
REF,enrichi_80-20,Numance,7,Numance,7,0
REF,enrichi_80-20,Carlyle,7,Carlyle,7,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Jérémie,7,Jérémie,7,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Suisse,6,Suisse,6,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Londres,7,Londres,7,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,– Monsieur,10,Monsieur,8,-2
REF,enrichi_80-20,M. Issacar,10,Issacar,7,-3
REF,enrichi_80-20,M. Issacar,10,Issacar,7,-3
REF,enrichi_80-20,– Monsieur,10,Monsieur,8,-2
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,M. Randal,9,Randal,6,-3
REF,enrichi_80-20,M. Randal,9,Randal,6,-3
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Mon Dieu !,10,Dieu,4,-6
REF,enrichi_80-20,Caucase,7,Caucase,7,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,M. Randal,9,Randal,6,-3
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,M. Randal,9,Randal,6,-3
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,M. Randal,9,Randal,6,-3
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Banques,7,Banques,7,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Banques,7,Banques,7,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,M. Randal,9,Randal,6,-3
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Volontiers,10,Volontiers,10,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,pon Pelche,10,Pelche,6,-4
REF,enrichi_80-20,Exactement,10,Exactement,10,0
REF,enrichi_80-20,l'Individu,10,Individu,8,-2
REF,enrichi_80-20,Nature,6,Nature,6,0
REF,enrichi_80-20,Ingres,6,Ingres,6,0
REF,enrichi_80-20,Vichy,5,Vichy,5,0
REF,enrichi_80-20,Vichy,5,Vichy,5,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Poissy,6,Poissy,6,0
REF,enrichi_80-20,Mercure,7,Mercure,7,0
REF,enrichi_80-20,Roger,5,Roger,5,0
REF,enrichi_80-20,M. Delpich,10,Delpich,7,-3
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Roger,5,Roger,5,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Paternoster,11,Paternoster,11,0
REF,enrichi_80-20,Bourges,7,Bourges,7,0
REF,enrichi_80-20,Paternoster,11,Paternoster,11,0
REF,enrichi_80-20,Paternoster,11,Paternoster,11,0
REF,enrichi_80-20,Paternoster,11,Paternoster,11,0
REF,enrichi_80-20,Paternoster,11,Paternoster,11,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Paternoster,11,Paternoster,11,0
REF,enrichi_80-20,Paternoster,11,Paternoster,11,0
REF,enrichi_80-20,Ottomane,8,Ottomane,8,0
REF,enrichi_80-20,le Japon,8,Japon,5,-3
REF,enrichi_80-20,la Chine,8,Chine,5,-3
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,L'Asiatique,11,Asiatique,9,-2
REF,enrichi_80-20,Jaunes,6,Jaunes,6,0
REF,enrichi_80-20,Paternoster,11,Paternoster,11,0
REF,enrichi_80-20,Asie Mineure,12,Mineure,7,-5
REF,enrichi_80-20,Paternoster,11,Paternoster,11,0
REF,enrichi_80-20,Messieurs,9,Messieurs,9,0
REF,enrichi_80-20,Rente,5,Rente,5,0
REF,enrichi_80-20,Paternoster,11,Paternoster,11,0
REF,enrichi_80-20,Paternoster,11,Paternoster,11,0
REF,enrichi_80-20,Paternoster,11,Paternoster,11,0
REF,enrichi_80-20,Dieu !,6,Dieu,4,-2
REF,enrichi_80-20,Roger,5,Roger,5,0
REF,enrichi_80-20,Paternoster,11,Paternoster,11,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Brompton Road,13,Brompton,8,-5
REF,enrichi_80-20,Roger,5,Roger,5,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Cupidon,7,Cupidon,7,0
REF,enrichi_80-20,Mimi Pinson,11,Pinson,6,-5
REF,enrichi_80-20,Mimi Pinson,11,Pinson,6,-5
REF,enrichi_80-20,Randal,6,Randal,6,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Parisiennes,11,Parisiennes,11,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,– Mademoiselle,14,Mademoiselle,12,-2
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Champagne,9,Champagne,9,0
REF,enrichi_80-20,Kensington,10,Kensington,10,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Juif,4,Juif,4,0
REF,enrichi_80-20,Juif,4,Juif,4,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Randal,6,Randal,6,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Binocar,7,Binocar,7,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Justice,7,Justice,7,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Canonnier,9,Canonnier,9,0
REF,enrichi_80-20,Cayenne,7,Cayenne,7,0
REF,enrichi_80-20,Paris,5,Paris,5,0
REF,enrichi_80-20,Suisse,6,Suisse,6,0
REF,enrichi_80-20,Randal,6,Randal,6,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Juif,4,Juif,4,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,Broussaille,11,Broussaille,11,0
REF,enrichi_80-20,Cartouche,9,Cartouche,9,0
REF,enrichi_80-20,Canonnier,9,Canonnier,9,0
REF,enrichi_80-20,– Monsieur,10,Monsieur,8,-2
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Renée,5,Renée,5,0
REF,enrichi_80-20,Renée,5,Renée,5,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Renée,5,Renée,5,0
REF,enrichi_80-20,Renée,5,Renée,5,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Acropole,8,Acropole,8,0
REF,enrichi_80-20,Acropole,8,Acropole,8,0
REF,enrichi_80-20,Cabanel,7,Cabanel,7,0
REF,enrichi_80-20,Renée,5,Renée,5,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,M. Canonnier,12,Canonnier,9,-3
REF,enrichi_80-20,Monsieur !,10,Monsieur,8,-2
REF,enrichi_80-20,Monsieur !,10,Monsieur,8,-2
REF,enrichi_80-20,M. Canonnier,12,Canonnier,9,-3
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Renée,5,Renée,5,0
REF,enrichi_80-20,M. Canonnier,12,Canonnier,9,-3
REF,enrichi_80-20,Canonnier,9,Canonnier,9,0
REF,enrichi_80-20,Renée,5,Renée,5,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Canonnier,9,Canonnier,9,0
REF,enrichi_80-20,Suisse,6,Suisse,6,0
REF,enrichi_80-20,Anglaise,8,Anglaise,8,0
REF,enrichi_80-20,Allemande,9,Allemande,9,0
REF,enrichi_80-20,Lédas,5,Lédas,5,0
REF,enrichi_80-20,Turenne,7,Turenne,7,0
REF,enrichi_80-20,Issacar,7,Issacar,7,0
REF,enrichi_80-20,abbé Lamargelle,15,Lamargelle,10,-5
REF,enrichi_80-20,abbé Lamargelle,15,Lamargelle,10,-5
REF,enrichi_80-20,cher Monsieur,13,Monsieur,8,-5
REF,enrichi_80-20,cher Monsieur,13,Monsieur,8,-5
REF,enrichi_80-20,Montareuil,10,Montareuil,10,0
REF,enrichi_80-20,cher Monsieur,13,Monsieur,8,-5
REF,enrichi_80-20,– Monsieur,10,Monsieur,8,-2
REF,enrichi_80-20,Mon Dieu,8,Dieu,4,-4
REF,enrichi_80-20,du Nord,7,Nord,4,-3
REF,enrichi_80-20,Mazas,5,Mazas,5,0
REF,enrichi_80-20,Disproportion,13,Disproportion,13,0
REF,enrichi_80-20,Dieu !,6,Dieu,4,-2
REF,enrichi_80-20,Charlotte,9,Charlotte,9,0
REF,enrichi_80-20,Charlotte,9,Charlotte,9,0
REF,enrichi_80-20,Ecclésiaste,11,Ecclésiaste,11,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,État,4,État,4,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,– Monsieur,10,Monsieur,8,-2
REF,enrichi_80-20,Anglais,7,Anglais,7,0
REF,enrichi_80-20,Anglais,7,Anglais,7,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Américain,9,Américain,9,0
REF,enrichi_80-20,Lafayette,9,Lafayette,9,0
REF,enrichi_80-20,Canada,6,Canada,6,0
REF,enrichi_80-20,Montréal,8,Montréal,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Lafayette,9,Lafayette,9,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur !,10,Monsieur,8,-2
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Chambre,7,Chambre,7,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur !,10,Monsieur,8,-2
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Nord,4,Nord,4,0
REF,enrichi_80-20,Centre,6,Centre,6,0
REF,enrichi_80-20,cher Monsieur,13,Monsieur,8,-5
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Le Monsieur,11,Monsieur,8,-3
REF,enrichi_80-20,Mauvais,7,Mauvais,7,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Suisse,6,Suisse,6,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Paternoster,11,Paternoster,11,0
REF,enrichi_80-20,Vandale,7,Vandale,7,0
REF,enrichi_80-20,Quatrième État,14,Quatrième,9,-5
REF,enrichi_80-20,Capital,7,Capital,7,0
REF,enrichi_80-20,Rouen,5,Rouen,5,0
REF,enrichi_80-20,Sociale,7,Sociale,7,0
REF,enrichi_80-20,culs-de-jatte,13,culs-de-jatte,13,0
REF,enrichi_80-20,Hercule,7,Hercule,7,0
REF,enrichi_80-20,La Révolution,13,Révolution,10,-3
REF,enrichi_80-20,Némésis,7,Némésis,7,0
REF,enrichi_80-20,État,4,État,4,0
REF,enrichi_80-20,État,4,État,4,0
REF,enrichi_80-20,l'Individu,10,Individu,8,-2
REF,enrichi_80-20,l'Individu,10,Individu,8,-2
REF,enrichi_80-20,État,4,État,4,0
REF,enrichi_80-20,Renée,5,Renée,5,0
REF,enrichi_80-20,Cayenne,7,Cayenne,7,0
REF,enrichi_80-20,Condamné !,10,Condamné,8,-2
REF,enrichi_80-20,République,10,République,10,0
REF,enrichi_80-20,Cayenne,7,Cayenne,7,0
REF,enrichi_80-20,Canonnier,9,Canonnier,9,0
REF,enrichi_80-20,Dieu,4,Dieu,4,0
REF,enrichi_80-20,République,10,République,10,0
REF,enrichi_80-20,Canonnier,9,Canonnier,9,0
REF,enrichi_80-20,République,10,République,10,0
REF,enrichi_80-20,Canonnier,9,Canonnier,9,0
REF,enrichi_80-20,Canonnier,9,Canonnier,9,0
REF,enrichi_80-20,Canonnier,9,Canonnier,9,0
REF,enrichi_80-20,Canonnier,9,Canonnier,9,0
REF,enrichi_80-20,Canonnier,9,Canonnier,9,0
REF,enrichi_80-20,Canonnier,9,Canonnier,9,0
REF,enrichi_80-20,Saluts,6,Saluts,6,0
REF,enrichi_80-20,Mme Montareuil,14,Montareuil,10,-4
REF,enrichi_80-20,Mon Dieu !,10,Dieu,4,-6
REF,enrichi_80-20,Revue,5,Revue,5,0
REF,enrichi_80-20,La « ,5,La,2,-3
REF,enrichi_80-20,Montareuil,10,Montareuil,10,0
REF,enrichi_80-20,Revue,5,Revue,5,0
REF,enrichi_80-20,Revue,5,Revue,5,0
REF,enrichi_80-20,Revue,5,Revue,5,0
REF,enrichi_80-20,Montareuil,10,Montareuil,10,0
REF,enrichi_80-20,Revue,5,Revue,5,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Voleur,6,Voleur,6,0
REF,enrichi_80-20,Montareuil,10,Montareuil,10,0
REF,enrichi_80-20,M.,2,M.,2,0
REF,enrichi_80-20,Montareuil,10,Montareuil,10,0
REF,enrichi_80-20,Montareuil,10,Montareuil,10,0
REF,enrichi_80-20,Randal,6,Randal,6,0
REF,enrichi_80-20,Canonnier,9,Canonnier,9,0
REF,enrichi_80-20,Montareuil,10,Montareuil,10,0
REF,enrichi_80-20,Revue,5,Revue,5,0
REF,enrichi_80-20,Montareuil,10,Montareuil,10,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Revue,5,Revue,5,0
REF,enrichi_80-20,Suisse,6,Suisse,6,0
REF,enrichi_80-20,Lombroso,8,Lombroso,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Directeur,9,Directeur,9,0
REF,enrichi_80-20,Mme Mouratet,12,Mouratet,8,-4
REF,enrichi_80-20,Mouratet,8,Mouratet,8,0
REF,enrichi_80-20,République,10,République,10,0
REF,enrichi_80-20,République !,12,République,10,-2
REF,enrichi_80-20,Cirque,6,Cirque,6,0
REF,enrichi_80-20,Mouratet,8,Mouratet,8,0
REF,enrichi_80-20,Mouratet,8,Mouratet,8,0
REF,enrichi_80-20,Mon Dieu,8,Dieu,4,-4
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Monsieur,8,Monsieur,8,0
REF,enrichi_80-20,Renée,5,Renée,5,0
REF,enrichi_80-20,Mouratet,8,Mouratet,8,0
REF,enrichi_80-20,Mouratet,8,Mouratet,8,0
REF,enrichi_80-20,Renée,5,Renée,5,0
REF,enrichi_80-20,Mouratet,8,Mouratet,8,0
REF,enrichi_80-20,République,10,République,10,0
REF,enrichi_80-20,Renée,5,Renée,5,0
REF,enrichi_80-20,Parisienne,10,Parisienne,10,0
REF,enrichi_80-20,Strauss,7,Strauss,7,0
REF,enrichi_80-20,Peuple,6,Peuple,6,0
REF,enrichi_80-20,Mouratet,8,Mouratet,8,0
REF,enrichi_80-20,Vespasien,9,Vespasien,9,0
REF,enrichi_80-20,Dieu,4,Dieu,4,0
REF,enrichi_80-20,Renée,5,Renée,5,0
REF,enrichi_80-20,Renée,5,Renée,5,0
REF,enrichi_80-20,Mme Courbassol,14,Courbassol,10,-4
REF,enrichi_80-20,Renée,5,Renée,5,0
REF,enrichi_80-20,Capoue,6,Capoue,6,0
REF,enrichi_80-20,Margot,6,Margot,6,0
REF,enrichi_80-20,Marguerite,10,Marguerite,10,0
REF,enrichi_80-20,Mme Montareuil,14,Montareuil,10,-4
REF,enrichi_80-20,Marguerite,10,Marguerite,10,0
REF,enrichi_80-20,Mme Montareuil,14,Montareuil,10,-4
REF,enrichi_80-20,Margot,6,Margot,6,0
