OCR,Modèle,Texte_spacy,Longueur_spacy,Texte_modele,Longueur_modele,Différence
TESSERACT,quaero_fusioné,Charlotte,9,Charlotte,9,0
TESSERACT,quaero_fusioné,Société,7,Société,7,0
TESSERACT,quaero_fusioné,Mère,4,Mère,4,0
TESSERACT,quaero_fusioné,Issaçar,7,Issaçar,7,0
TESSERACT,quaero_fusioné,Golgotha,8,Golgotha,8,0
TESSERACT,quaero_fusioné,Jésus,5,Jésus,5,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,l’Individu,10,Individu,8,-2
TESSERACT,quaero_fusioné,Numance,7,Numance,7,0
TESSERACT,quaero_fusioné,Société,7,Société,7,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,Europe,6,Europe,6,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,Jérémie,7,Jérémie,7,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,Société,7,Société,7,0
TESSERACT,quaero_fusioné,Etat,4,Etat,4,0
TESSERACT,quaero_fusioné,Bruxelles,9,Bruxelles,9,0
TESSERACT,quaero_fusioné,Belges,6,Belges,6,0
TESSERACT,quaero_fusioné,Suisse,6,Suisse,6,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,Bourse,6,Bourse,6,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,Espagnol,8,Espagnol,8,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,M. Issacar,10,Issacar,7,-3
TESSERACT,quaero_fusioné,M. Issacar,10,Issacar,7,-3
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,M. Randal,9,Randal,6,-3
TESSERACT,quaero_fusioné,Mon Dieu !,10,Dieu,4,-6
TESSERACT,quaero_fusioné,Caucase,7,Caucase,7,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,M. Randal,9,Randal,6,-3
TESSERACT,quaero_fusioné,Monsieur!,9,Monsieur,8,-1
TESSERACT,quaero_fusioné,Eh !,4,Eh,2,-2
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,M. Randal,9,Randal,6,-3
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,M. Randal,9,Randal,6,-3
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,Banques,7,Banques,7,0
TESSERACT,quaero_fusioné,Banques,7,Banques,7,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,Randal,6,Randal,6,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,Lens,4,Lens,4,0
TESSERACT,quaero_fusioné,Volontiers,10,Volontiers,10,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,Tiens,5,Tiens,5,0
TESSERACT,quaero_fusioné,Belgique,8,Belgique,8,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,l’Individu,10,Individu,8,-2
TESSERACT,quaero_fusioné,Nature,6,Nature,6,0
TESSERACT,quaero_fusioné,Etat,4,Etat,4,0
TESSERACT,quaero_fusioné,au Louvre,9,Louvre,6,-3
TESSERACT,quaero_fusioné,Vierge,6,Vierge,6,0
TESSERACT,quaero_fusioné,ta Vierge,9,Vierge,6,-3
TESSERACT,quaero_fusioné,Vichy,5,Vichy,5,0
TESSERACT,quaero_fusioné,Vichy,5,Vichy,5,0
TESSERACT,quaero_fusioné,Broussaille,11,Broussaille,11,0
TESSERACT,quaero_fusioné,Retirons,8,Retirons,8,0
TESSERACT,quaero_fusioné,Poissy,6,Poissy,6,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Venise,6,Venise,6,0
TESSERACT,quaero_fusioné,Tiens,5,Tiens,5,0
TESSERACT,quaero_fusioné,Est,3,Est,3,0
TESSERACT,quaero_fusioné,Venise,6,Venise,6,0
TESSERACT,quaero_fusioné,Mercure,7,Mercure,7,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,M. Delpich,10,Delpich,7,-3
TESSERACT,quaero_fusioné,Voyons,6,Voyons,6,0
TESSERACT,quaero_fusioné,Fichet,6,Fichet,6,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Venise,6,Venise,6,0
TESSERACT,quaero_fusioné,Paternoster,11,Paternoster,11,0
TESSERACT,quaero_fusioné,Bourges,7,Bourges,7,0
TESSERACT,quaero_fusioné,Châteauroux,11,Châteauroux,11,0
TESSERACT,quaero_fusioné,Etila,5,Etila,5,0
TESSERACT,quaero_fusioné,Paternoster,11,Paternoster,11,0
TESSERACT,quaero_fusioné,VOLEUR,6,VOLEUR,6,0
TESSERACT,quaero_fusioné,Bourse,6,Bourse,6,0
TESSERACT,quaero_fusioné,Paternoster,11,Paternoster,11,0
TESSERACT,quaero_fusioné,Bourse,6,Bourse,6,0
TESSERACT,quaero_fusioné,Pater-,6,Pater-,6,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Paternoster,11,Paternoster,11,0
TESSERACT,quaero_fusioné,Bruxelles,9,Bruxelles,9,0
TESSERACT,quaero_fusioné,Paternoster,11,Paternoster,11,0
TESSERACT,quaero_fusioné,Paternoster,11,Paternoster,11,0
TESSERACT,quaero_fusioné,Belgique,8,Belgique,8,0
TESSERACT,quaero_fusioné,Belge,5,Belge,5,0
TESSERACT,quaero_fusioné,Français,8,Français,8,0
TESSERACT,quaero_fusioné,Villes,6,Villes,6,0
TESSERACT,quaero_fusioné,Etat,4,Etat,4,0
TESSERACT,quaero_fusioné,Ottomane,8,Ottomane,8,0
TESSERACT,quaero_fusioné,Paternoster,11,Paternoster,11,0
TESSERACT,quaero_fusioné,le Japon,8,Japon,5,-3
TESSERACT,quaero_fusioné,la Chine,8,Chine,5,-3
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Jaunes,6,Jaunes,6,0
TESSERACT,quaero_fusioné,Paternoster,11,Paternoster,11,0
TESSERACT,quaero_fusioné,Paternoster,11,Paternoster,11,0
TESSERACT,quaero_fusioné,Asie Mineure,12,Mineure,7,-5
TESSERACT,quaero_fusioné,Paternoster,11,Paternoster,11,0
TESSERACT,quaero_fusioné,Mars ue 2,9,Mars,4,-5
TESSERACT,quaero_fusioné,Diable !,8,Diable,6,-2
TESSERACT,quaero_fusioné,Paternoster,11,Paternoster,11,0
TESSERACT,quaero_fusioné,Rente,5,Rente,5,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Napoléon,8,Napoléon,8,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Paternoster,11,Paternoster,11,0
TESSERACT,quaero_fusioné,Paternoster,11,Paternoster,11,0
TESSERACT,quaero_fusioné,Dieu !,6,Dieu,4,-2
TESSERACT,quaero_fusioné,Paternoster,11,Paternoster,11,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Broussaille,11,Broussaille,11,0
TESSERACT,quaero_fusioné,Brompton,8,Brompton,8,0
TESSERACT,quaero_fusioné,Kensington,10,Kensington,10,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Roger-li-,9,Roger,5,-4
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Randal,6,Randal,6,0
TESSERACT,quaero_fusioné,Vraiment!,9,Vraiment,8,-1
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Broussaille,11,Broussaille,11,0
TESSERACT,quaero_fusioné,Brous-,6,Brous-,6,0
TESSERACT,quaero_fusioné,Saille,6,Saille,6,0
TESSERACT,quaero_fusioné,Jolie,5,Jolie,5,0
TESSERACT,quaero_fusioné,Kensington,10,Kensington,10,0
TESSERACT,quaero_fusioné,Ju'f,4,Ju',3,-1
TESSERACT,quaero_fusioné,Juif,4,Juif,4,0
TESSERACT,quaero_fusioné,Broussaille,11,Broussaille,11,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Randal,6,Randal,6,0
TESSERACT,quaero_fusioné,Venise,6,Venise,6,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Venise,6,Venise,6,0
TESSERACT,quaero_fusioné,Binocar,7,Binocar,7,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Broussaille,11,Broussaille,11,0
TESSERACT,quaero_fusioné,Justice,7,Justice,7,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Conclusion,10,Conclusion,10,0
TESSERACT,quaero_fusioné,Saint,5,Saint,5,0
TESSERACT,quaero_fusioné,Bravo!,6,Bravo,5,-1
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Cayenne,7,Cayenne,7,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Suisse,6,Suisse,6,0
TESSERACT,quaero_fusioné,Jours-ci,8,Jours,5,-3
TESSERACT,quaero_fusioné,Randal,6,Randal,6,0
TESSERACT,quaero_fusioné,la Ville-Lumière,16,Ville-Lumière,13,-3
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Magasins,8,Magasins,8,0
TESSERACT,quaero_fusioné,Roger,5,Roger,5,0
TESSERACT,quaero_fusioné,Société,7,Société,7,0
TESSERACT,quaero_fusioné,Broussaille,11,Broussaille,11,0
TESSERACT,quaero_fusioné,Est,3,Est,3,0
TESSERACT,quaero_fusioné,Ecoute,6,Ecoute,6,0
TESSERACT,quaero_fusioné,Cartouche,9,Cartouche,9,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Renée,5,Renée,5,0
TESSERACT,quaero_fusioné,Renée,5,Renée,5,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Renée,5,Renée,5,0
TESSERACT,quaero_fusioné,Renée,5,Renée,5,0
TESSERACT,quaero_fusioné,Renée,5,Renée,5,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Voyons,6,Voyons,6,0
TESSERACT,quaero_fusioné,Est,3,Est,3,0
TESSERACT,quaero_fusioné,Renée,5,Renée,5,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Madame,6,Madame,6,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,M. Canonnier,12,Canonnier,9,-3
TESSERACT,quaero_fusioné,Russe,5,Russe,5,0
TESSERACT,quaero_fusioné,Russe,5,Russe,5,0
TESSERACT,quaero_fusioné,Monsieur !,10,Monsieur,8,-2
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,M. Canonnier,12,Canonnier,9,-3
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Polytechnique,13,Polytechnique,13,0
TESSERACT,quaero_fusioné,M. Canonnier,12,Canonnier,9,-3
TESSERACT,quaero_fusioné,Renée,5,Renée,5,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Madame,6,Madame,6,0
TESSERACT,quaero_fusioné,Cher,4,Cher,4,0
TESSERACT,quaero_fusioné,Renée,5,Renée,5,0
TESSERACT,quaero_fusioné,Vaille,6,Vaille,6,0
TESSERACT,quaero_fusioné,de Belgique,11,Belgique,8,-3
TESSERACT,quaero_fusioné,Suisse,6,Suisse,6,0
TESSERACT,quaero_fusioné,Européen,8,Européen,8,0
TESSERACT,quaero_fusioné,"Ab!
Monsieur",12,Monsieur,8,-4
TESSERACT,quaero_fusioné,Lédas,5,Lédas,5,0
TESSERACT,quaero_fusioné,Dianes,6,Dianes,6,0
TESSERACT,quaero_fusioné,Danaés,6,Danaés,6,0
TESSERACT,quaero_fusioné,Issacar,7,Issacar,7,0
TESSERACT,quaero_fusioné,cher Monsieur,13,Monsieur,8,-5
TESSERACT,quaero_fusioné,cher Monsieur,13,Monsieur,8,-5
TESSERACT,quaero_fusioné,cher Monsieur,13,Monsieur,8,-5
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Mon Dieu,8,Dieu,4,-4
TESSERACT,quaero_fusioné,Guizot,6,Guizot,6,0
TESSERACT,quaero_fusioné,Remords,7,Remords,7,0
TESSERACT,quaero_fusioné,du Nord,7,Nord,4,-3
TESSERACT,quaero_fusioné,Société ?,9,Société,7,-2
TESSERACT,quaero_fusioné,Dieu !,6,Dieu,4,-2
TESSERACT,quaero_fusioné,Jetrouve,8,Jetrouve,8,0
TESSERACT,quaero_fusioné,Bourse,6,Bourse,6,0
TESSERACT,quaero_fusioné,Bourse,6,Bourse,6,0
TESSERACT,quaero_fusioné,Eglise,6,Eglise,6,0
TESSERACT,quaero_fusioné,Ecclésiaste,11,Ecclésiaste,11,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Etat,4,Etat,4,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Boulogne,8,Boulogne,8,0
TESSERACT,quaero_fusioné,Boulogne,8,Boulogne,8,0
TESSERACT,quaero_fusioné,Albion,6,Albion,6,0
TESSERACT,quaero_fusioné,Washington,10,Washington,10,0
TESSERACT,quaero_fusioné,Lafayette,9,Lafayette,9,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Lafayette,9,Lafayette,9,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Chambre,7,Chambre,7,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Société,7,Société,7,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Société,7,Société,7,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
TESSERACT,quaero_fusioné,Monsieur,8,Monsieur,8,0
