OCR,Modèle,Texte_spacy,Longueur_spacy,Texte_modele,Longueur_modele,Différence
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Molochisme,10,Molochisme,10,0
TESSERACT,enrichi_80-20,Isaïe,5,Isaïe,5,0
TESSERACT,enrichi_80-20,Riche !,7,Riche,5,-2
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,JAvarice,8,JAvarice,8,0
TESSERACT,enrichi_80-20,abbé Lamargelle,15,Lamargelle,10,-5
TESSERACT,enrichi_80-20,RTE TE,6,RTE,3,-3
TESSERACT,enrichi_80-20,Menteur!,8,Menteur,7,-1
TESSERACT,enrichi_80-20,Voleur !,8,Voleur,6,-2
TESSERACT,enrichi_80-20,Georges,7,Georges,7,0
TESSERACT,enrichi_80-20,Respect,7,Respect,7,0
TESSERACT,enrichi_80-20,Respect,7,Respect,7,0
TESSERACT,enrichi_80-20,Montareuil,10,Montareuil,10,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,"M""° Montareuil",14,Montareuil,10,-4
TESSERACT,enrichi_80-20,Mr Montareuil,13,Montareuil,10,-3
TESSERACT,enrichi_80-20,Trans-,6,Trans-,6,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Mon oncle,9,oncle,5,-4
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Mme Montareuil,14,Montareuil,10,-4
TESSERACT,enrichi_80-20,Georges,7,Georges,7,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Marguerite,10,Marguerite,10,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Commeauthéâtre,14,Commeauthéâtre,14,0
TESSERACT,enrichi_80-20,Margot,6,Margot,6,0
TESSERACT,enrichi_80-20,Mr. Montareuil,14,Montareuil,10,-4
TESSERACT,enrichi_80-20,Montareuil,10,Montareuil,10,0
TESSERACT,enrichi_80-20,Me Montareuil,13,Montareuil,10,-3
TESSERACT,enrichi_80-20,Marguerite,10,Marguerite,10,0
TESSERACT,enrichi_80-20,Digestion,9,Digestion,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Me Montareuil,13,Montareuil,10,-3
TESSERACT,enrichi_80-20,Montmartre,10,Montmartre,10,0
TESSERACT,enrichi_80-20,Me,2,Me,2,0
TESSERACT,enrichi_80-20,Calmez,6,Calmez,6,0
TESSERACT,enrichi_80-20,"M""° Montareuil",14,Montareuil,10,-4
TESSERACT,enrichi_80-20,Sûreté,6,Sûreté,6,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,RS RRER,7,RRER,4,-3
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,CASE A T2,9,CASE,4,-5
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Cliarlotte,10,Cliarlotte,10,0
TESSERACT,enrichi_80-20,Georges !,9,Georges,7,-2
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Me Montareuil,13,Montareuil,10,-3
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Jagisse,7,Jagisse,7,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,"Et

Pont AE",11,Pont,4,-7
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Europe,6,Europe,6,0
TESSERACT,enrichi_80-20,Mère,4,Mère,4,0
TESSERACT,enrichi_80-20,Atlas,5,Atlas,5,0
TESSERACT,enrichi_80-20,Issaçar,7,Issaçar,7,0
TESSERACT,enrichi_80-20,Golgotha,8,Golgotha,8,0
TESSERACT,enrichi_80-20,Jésus,5,Jésus,5,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,l’Individu,10,Individu,8,-2
TESSERACT,enrichi_80-20,Numance,7,Numance,7,0
TESSERACT,enrichi_80-20,Carlyle,7,Carlyle,7,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Europe,6,Europe,6,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Jérémie,7,Jérémie,7,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Suisse,6,Suisse,6,0
TESSERACT,enrichi_80-20,Îssacar,7,Îssacar,7,0
TESSERACT,enrichi_80-20,Londres,7,Londres,7,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,M. Issacar,10,Issacar,7,-3
TESSERACT,enrichi_80-20,M. Issacar,10,Issacar,7,-3
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,M. Randal,9,Randal,6,-3
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Mon Dieu !,10,Dieu,4,-6
TESSERACT,enrichi_80-20,Caucase,7,Caucase,7,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,M. Randal,9,Randal,6,-3
TESSERACT,enrichi_80-20,Monsieur!,9,Monsieur,8,-1
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,M. Randal,9,Randal,6,-3
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,M. Randal,9,Randal,6,-3
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Banques,7,Banques,7,0
TESSERACT,enrichi_80-20,Banques,7,Banques,7,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Randal,6,Randal,6,0
TESSERACT,enrichi_80-20,Sabre,5,Sabre,5,0
TESSERACT,enrichi_80-20,Lens,4,Lens,4,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,pon Pelche,10,Pelche,6,-4
TESSERACT,enrichi_80-20,Nature,6,Nature,6,0
TESSERACT,enrichi_80-20,Ingres,6,Ingres,6,0
TESSERACT,enrichi_80-20,Vichy,5,Vichy,5,0
TESSERACT,enrichi_80-20,Vichy,5,Vichy,5,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Londres,7,Londres,7,0
TESSERACT,enrichi_80-20,Retirons,8,Retirons,8,0
TESSERACT,enrichi_80-20,Poissy,6,Poissy,6,0
TESSERACT,enrichi_80-20,Mercure,7,Mercure,7,0
TESSERACT,enrichi_80-20,Roger,5,Roger,5,0
TESSERACT,enrichi_80-20,Roger,5,Roger,5,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Roger,5,Roger,5,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Venise!,7,Venise,6,-1
TESSERACT,enrichi_80-20,Paternoster,11,Paternoster,11,0
TESSERACT,enrichi_80-20,Bourges,7,Bourges,7,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Paternoster,11,Paternoster,11,0
TESSERACT,enrichi_80-20,Césont,6,Césont,6,0
TESSERACT,enrichi_80-20,Paternoster,11,Paternoster,11,0
TESSERACT,enrichi_80-20,le Japon,8,Japon,5,-3
TESSERACT,enrichi_80-20,la Chine,8,Chine,5,-3
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Jaunes,6,Jaunes,6,0
TESSERACT,enrichi_80-20,Oxford,6,Oxford,6,0
TESSERACT,enrichi_80-20,Paternoster,11,Paternoster,11,0
TESSERACT,enrichi_80-20,Asie Mineure,12,Mineure,7,-5
TESSERACT,enrichi_80-20,Paternoster,11,Paternoster,11,0
TESSERACT,enrichi_80-20,Paternoster,11,Paternoster,11,0
TESSERACT,enrichi_80-20,Messieurs,9,Messieurs,9,0
TESSERACT,enrichi_80-20,Rente,5,Rente,5,0
TESSERACT,enrichi_80-20,Roger,5,Roger,5,0
TESSERACT,enrichi_80-20,Paternoster,11,Paternoster,11,0
TESSERACT,enrichi_80-20,Paternoster,11,Paternoster,11,0
TESSERACT,enrichi_80-20,Dieu !,6,Dieu,4,-2
TESSERACT,enrichi_80-20,Paternoster,11,Paternoster,11,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Moines AL,9,Moines,6,-3
TESSERACT,enrichi_80-20,Brompton,8,Brompton,8,0
TESSERACT,enrichi_80-20,Kensington,10,Kensington,10,0
TESSERACT,enrichi_80-20,Roger,5,Roger,5,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Mimi Pinson,11,Pinson,6,-5
TESSERACT,enrichi_80-20,Mimi Pinson,11,Pinson,6,-5
TESSERACT,enrichi_80-20,Randal,6,Randal,6,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Brous-,6,Brous-,6,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Brous-,6,Brous-,6,0
TESSERACT,enrichi_80-20,Jolie,5,Jolie,5,0
TESSERACT,enrichi_80-20,Kensington,10,Kensington,10,0
TESSERACT,enrichi_80-20,Ju'f,4,Ju',3,-1
TESSERACT,enrichi_80-20,Juif,4,Juif,4,0
TESSERACT,enrichi_80-20,Juif,4,Juif,4,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Roger,5,Roger,5,0
TESSERACT,enrichi_80-20,Randal,6,Randal,6,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Binocar,7,Binocar,7,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Justice,7,Justice,7,0
TESSERACT,enrichi_80-20,Saint,5,Saint,5,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Cayenne,7,Cayenne,7,0
TESSERACT,enrichi_80-20,Roger,5,Roger,5,0
TESSERACT,enrichi_80-20,Paris,5,Paris,5,0
TESSERACT,enrichi_80-20,Suisse,6,Suisse,6,0
TESSERACT,enrichi_80-20,Randal,6,Randal,6,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Juif,4,Juif,4,0
TESSERACT,enrichi_80-20,Magasins,8,Magasins,8,0
TESSERACT,enrichi_80-20,Issacar,7,Issacar,7,0
TESSERACT,enrichi_80-20,Paule,5,Paule,5,0
TESSERACT,enrichi_80-20,Broussaille,11,Broussaille,11,0
TESSERACT,enrichi_80-20,Cartouche,9,Cartouche,9,0
TESSERACT,enrichi_80-20,Canonnier,9,Canonnier,9,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Renée,5,Renée,5,0
TESSERACT,enrichi_80-20,Renée,5,Renée,5,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Renée,5,Renée,5,0
TESSERACT,enrichi_80-20,Renée,5,Renée,5,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Acropole,8,Acropole,8,0
TESSERACT,enrichi_80-20,Acropole,8,Acropole,8,0
TESSERACT,enrichi_80-20,Cabanel,7,Cabanel,7,0
TESSERACT,enrichi_80-20,Renée,5,Renée,5,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Croiriez,8,Croiriez,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,M. Canonnier,12,Canonnier,9,-3
TESSERACT,enrichi_80-20,Monsieur !,10,Monsieur,8,-2
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,M. Canonnier,12,Canonnier,9,-3
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,M. Canonnier,12,Canonnier,9,-3
TESSERACT,enrichi_80-20,Canonnier,9,Canonnier,9,0
TESSERACT,enrichi_80-20,Renée,5,Renée,5,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Cher,4,Cher,4,0
TESSERACT,enrichi_80-20,Suisse,6,Suisse,6,0
TESSERACT,enrichi_80-20,"Ab!
Monsieur",12,Monsieur,8,-4
TESSERACT,enrichi_80-20,Anglaise,8,Anglaise,8,0
TESSERACT,enrichi_80-20,Allemande,9,Allemande,9,0
TESSERACT,enrichi_80-20,Lédas,5,Lédas,5,0
TESSERACT,enrichi_80-20,abbé Lamargelle,15,Lamargelle,10,-5
TESSERACT,enrichi_80-20,cher Monsieur,13,Monsieur,8,-5
TESSERACT,enrichi_80-20,cher Monsieur,13,Monsieur,8,-5
TESSERACT,enrichi_80-20,Belgi-,6,Belgi-,6,0
TESSERACT,enrichi_80-20,Montareuil,10,Montareuil,10,0
TESSERACT,enrichi_80-20,cher Monsieur,13,Monsieur,8,-5
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Mon Dieu,8,Dieu,4,-4
TESSERACT,enrichi_80-20,Eglise,6,Eglise,6,0
TESSERACT,enrichi_80-20,du Nord,7,Nord,4,-3
TESSERACT,enrichi_80-20,Mazas,5,Mazas,5,0
TESSERACT,enrichi_80-20,Disproportion,13,Disproportion,13,0
TESSERACT,enrichi_80-20,Dieu !,6,Dieu,4,-2
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Charlotte,9,Charlotte,9,0
TESSERACT,enrichi_80-20,Jetrouve,8,Jetrouve,8,0
TESSERACT,enrichi_80-20,Eglise,6,Eglise,6,0
TESSERACT,enrichi_80-20,Ecclésiaste,11,Ecclésiaste,11,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Anglais,7,Anglais,7,0
TESSERACT,enrichi_80-20,Anglais,7,Anglais,7,0
TESSERACT,enrichi_80-20,Anglais,7,Anglais,7,0
TESSERACT,enrichi_80-20,Américain,9,Américain,9,0
TESSERACT,enrichi_80-20,Lafayette,9,Lafayette,9,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Lafayette,9,Lafayette,9,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Chambre,7,Chambre,7,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Onsieur,7,Onsieur,7,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,du Nord,7,Nord,4,-3
TESSERACT,enrichi_80-20,Centre,6,Centre,6,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,le Monsieur,11,Monsieur,8,-3
TESSERACT,enrichi_80-20,cher Monsieur,13,Monsieur,8,-5
TESSERACT,enrichi_80-20,Liront,6,Liront,6,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Le Monsieur,11,Monsieur,8,-3
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Suisse,6,Suisse,6,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Paternoster,11,Paternoster,11,0
TESSERACT,enrichi_80-20,Vandale,7,Vandale,7,0
TESSERACT,enrichi_80-20,Etcette,7,Etcette,7,0
TESSERACT,enrichi_80-20,Capital,7,Capital,7,0
TESSERACT,enrichi_80-20,Rouen,5,Rouen,5,0
TESSERACT,enrichi_80-20,Sociale,7,Sociale,7,0
TESSERACT,enrichi_80-20,Simplifiée !,12,Simplifiée,10,-2
TESSERACT,enrichi_80-20,Vieux,5,Vieux,5,0
TESSERACT,enrichi_80-20,culs-de-jatte,13,culs-de-jatte,13,0
TESSERACT,enrichi_80-20,Tiens!,6,Tiens,5,-1
TESSERACT,enrichi_80-20,Némésis,7,Némésis,7,0
TESSERACT,enrichi_80-20,Etat,4,Etat,4,0
TESSERACT,enrichi_80-20,l'Individu,10,Individu,8,-2
TESSERACT,enrichi_80-20,l’Individu,10,Individu,8,-2
TESSERACT,enrichi_80-20,Dieu,4,Dieu,4,0
TESSERACT,enrichi_80-20,Renée,5,Renée,5,0
TESSERACT,enrichi_80-20,Cayenne,7,Cayenne,7,0
TESSERACT,enrichi_80-20,Cayenne,7,Cayenne,7,0
TESSERACT,enrichi_80-20,Dieu,4,Dieu,4,0
TESSERACT,enrichi_80-20,République,10,République,10,0
TESSERACT,enrichi_80-20,Canonnier,9,Canonnier,9,0
TESSERACT,enrichi_80-20,Canonnier,9,Canonnier,9,0
TESSERACT,enrichi_80-20,Compassion,10,Compassion,10,0
TESSERACT,enrichi_80-20,Canonnier,9,Canonnier,9,0
TESSERACT,enrichi_80-20,Canonnier,9,Canonnier,9,0
TESSERACT,enrichi_80-20,Canonnier,9,Canonnier,9,0
TESSERACT,enrichi_80-20,Canonnier,9,Canonnier,9,0
TESSERACT,enrichi_80-20,Canonnier,9,Canonnier,9,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Saluts,6,Saluts,6,0
TESSERACT,enrichi_80-20,"M""° Montareuil",14,Montareuil,10,-4
TESSERACT,enrichi_80-20,Mon Dieu!,9,Dieu,4,-5
TESSERACT,enrichi_80-20,Revue,5,Revue,5,0
TESSERACT,enrichi_80-20,Montareuil,10,Montareuil,10,0
TESSERACT,enrichi_80-20,Revue,5,Revue,5,0
TESSERACT,enrichi_80-20,Revue,5,Revue,5,0
TESSERACT,enrichi_80-20,Montareuil,10,Montareuil,10,0
TESSERACT,enrichi_80-20,Revue,5,Revue,5,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
TESSERACT,enrichi_80-20,Monsieur,8,Monsieur,8,0
