OCR,Modèle,Texte_spacy,Longueur_spacy,Texte_modele,Longueur_modele,Différence
KRAKEN,enrichi_80-20,Arnasse,7,Arnasse,7,0
KRAKEN,enrichi_80-20,Victime,7,Victime,7,0
KRAKEN,enrichi_80-20,Lonne,5,Lonne,5,0
KRAKEN,enrichi_80-20,Me,2,Me,2,0
KRAKEN,enrichi_80-20,Mes,3,Mes,3,0
KRAKEN,enrichi_80-20,Mantiser,8,Mantiser,8,0
KRAKEN,enrichi_80-20,Caracteresoit,13,Caracteresoit,13,0
KRAKEN,enrichi_80-20,connditpoint i,14,connditpoint,12,-2
KRAKEN,enrichi_80-20,Quclques,8,Quclques,8,0
KRAKEN,enrichi_80-20,Morts,5,Morts,5,0
KRAKEN,enrichi_80-20,Condainne,9,Condainne,9,0
KRAKEN,enrichi_80-20,Gache,5,Gache,5,0
KRAKEN,enrichi_80-20,Comnme,6,Comnme,6,0
KRAKEN,enrichi_80-20,Ouest,5,Ouest,5,0
KRAKEN,enrichi_80-20,i md Srande,11,Srande,6,-5
KRAKEN,enrichi_80-20,JésusChrist,12,JésusChrist,12,0
KRAKEN,enrichi_80-20,Barbares,8,Barbares,8,0
KRAKEN,enrichi_80-20,Contre Cu,9,Contre,6,-3
KRAKEN,enrichi_80-20,Mdis,4,Mdis,4,0
KRAKEN,enrichi_80-20,Vatican,7,Vatican,7,0
KRAKEN,enrichi_80-20,Malherbe,8,Malherbe,8,0
KRAKEN,enrichi_80-20,"Mornes, im",10,Mornes,6,-4
KRAKEN,enrichi_80-20,Sagner,6,Sagner,6,0
KRAKEN,enrichi_80-20,Marottes,8,Marottes,8,0
KRAKEN,enrichi_80-20,Jescrre,7,Jescrre,7,0
KRAKEN,enrichi_80-20,Messicurs !,11,Messicurs,9,-2
KRAKEN,enrichi_80-20,Claudite jamt,13,Claudite,8,-5
KRAKEN,enrichi_80-20,Ratteur,7,Ratteur,7,0
KRAKEN,enrichi_80-20,Mon oncle,9,oncle,5,-4
KRAKEN,enrichi_80-20,Sd Ligure J,11,Ligure,6,-5
KRAKEN,enrichi_80-20,Accentdigu,10,Accentdigu,10,0
KRAKEN,enrichi_80-20,Peutetre,8,Peutetre,8,0
KRAKEN,enrichi_80-20,Aussl,5,Aussl,5,0
KRAKEN,enrichi_80-20,Voild,5,Voild,5,0
KRAKEN,enrichi_80-20,Chaussons,9,Chaussons,9,0
KRAKEN,enrichi_80-20,Me Mettrait,11,Mettrait,8,-3
KRAKEN,enrichi_80-20,ML,2,ML,2,0
KRAKEN,enrichi_80-20,M. Issacar,10,Issacar,7,-3
KRAKEN,enrichi_80-20,Sonne,5,Sonne,5,0
KRAKEN,enrichi_80-20,Certdin,7,Certdin,7,0
KRAKEN,enrichi_80-20,Ia Mordle,9,Mordle,6,-3
KRAKEN,enrichi_80-20,Conserve,8,Conserve,8,0
KRAKEN,enrichi_80-20,Coime,5,Coime,5,0
KRAKEN,enrichi_80-20,Cesoit,6,Cesoit,6,0
KRAKEN,enrichi_80-20,Marche,6,Marche,6,0
KRAKEN,enrichi_80-20,Chose,5,Chose,5,0
KRAKEN,enrichi_80-20,préparé,9,préparé,9,0
KRAKEN,enrichi_80-20,Crains,6,Crains,6,0
KRAKEN,enrichi_80-20,Cheveur,7,Cheveur,7,0
KRAKEN,enrichi_80-20,ISsacdt,7,ISsacdt,7,0
KRAKEN,enrichi_80-20,Cohtiendra,10,Cohtiendra,10,0
KRAKEN,enrichi_80-20,Mlais,5,Mlais,5,0
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Peutetre,8,Peutetre,8,0
KRAKEN,enrichi_80-20,Mon oncle,9,oncle,5,-4
KRAKEN,enrichi_80-20,Mon oncle,9,oncle,5,-4
KRAKEN,enrichi_80-20,Cllesonne,9,Cllesonne,9,0
KRAKEN,enrichi_80-20,Criminci,8,Criminci,8,0
KRAKEN,enrichi_80-20,Jeur,4,Jeur,4,0
KRAKEN,enrichi_80-20,Sd Cassette,11,Cassette,8,-3
KRAKEN,enrichi_80-20,Commine,7,Commine,7,0
KRAKEN,enrichi_80-20,Comie,5,Comie,5,0
KRAKEN,enrichi_80-20,Ilreste,7,Ilreste,7,0
KRAKEN,enrichi_80-20,Caril,5,Caril,5,0
KRAKEN,enrichi_80-20,Appliquer,9,Appliquer,9,0
KRAKEN,enrichi_80-20,Mdsquent,8,Mdsquent,8,0
KRAKEN,enrichi_80-20,séniliré,10,séniliré,10,0
KRAKEN,enrichi_80-20,Joute,5,Joute,5,0
KRAKEN,enrichi_80-20,Stupide,7,Stupide,7,0
KRAKEN,enrichi_80-20,Jeutil,6,Jeutil,6,0
KRAKEN,enrichi_80-20,Lacon,5,Lacon,5,0
KRAKEN,enrichi_80-20,Manicurs dor,12,Manicurs,8,-4
KRAKEN,enrichi_80-20,Autie,5,Autie,5,0
KRAKEN,enrichi_80-20,abbe Eamargelle,15,Eamargelle,10,-5
KRAKEN,enrichi_80-20,Couvrait AI,11,Couvrait,8,-3
KRAKEN,enrichi_80-20,Crreurs,7,Crreurs,7,0
KRAKEN,enrichi_80-20,Morts,5,Morts,5,0
KRAKEN,enrichi_80-20,Cuments,7,Cuments,7,0
KRAKEN,enrichi_80-20,d Mnesure,9,Mnesure,7,-2
KRAKEN,enrichi_80-20,Widis,5,Widis,5,0
KRAKEN,enrichi_80-20,Jaunis,6,Jaunis,6,0
KRAKEN,enrichi_80-20,Mlain-,6,Mlain-,6,0
KRAKEN,enrichi_80-20,Oncle,5,Oncle,5,0
KRAKEN,enrichi_80-20,Masoses,7,Masoses,7,0
KRAKEN,enrichi_80-20,Ilelas,6,Ilelas,6,0
KRAKEN,enrichi_80-20,Gucule,6,Gucule,6,0
KRAKEN,enrichi_80-20,A Menteur!,10,Menteur,7,-3
KRAKEN,enrichi_80-20,Voleur!,7,Voleur,6,-1
KRAKEN,enrichi_80-20,"sd
Mature",9,Mature,6,-3
KRAKEN,enrichi_80-20,Mon oncle,9,oncle,5,-4
KRAKEN,enrichi_80-20,Respect,7,Respect,7,0
KRAKEN,enrichi_80-20,Respect,7,Respect,7,0
KRAKEN,enrichi_80-20,Montarenil,10,Montarenil,10,0
KRAKEN,enrichi_80-20,Marguerite,10,Marguerite,10,0
KRAKEN,enrichi_80-20,Hme Montarcuil,14,Montarcuil,10,-4
KRAKEN,enrichi_80-20,Mtme Mlontarenil,16,Mlontarenil,11,-5
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Monsieur,8,Monsieur,8,0
KRAKEN,enrichi_80-20,Monsieur,8,Monsieur,8,0
KRAKEN,enrichi_80-20,Monsieur,8,Monsieur,8,0
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Gooie,5,Gooie,5,0
KRAKEN,enrichi_80-20,Wime Montarcuil,15,Montarcuil,10,-5
KRAKEN,enrichi_80-20,Marguerite,10,Marguerite,10,0
KRAKEN,enrichi_80-20,Monsicur,8,Monsicur,8,0
KRAKEN,enrichi_80-20,Margoi,6,Margoi,6,0
KRAKEN,enrichi_80-20,Mme Montareuil,14,Montareuil,10,-4
KRAKEN,enrichi_80-20,Cher,4,Cher,4,0
KRAKEN,enrichi_80-20,Ceeles,6,Ceeles,6,0
KRAKEN,enrichi_80-20,Desbalayeursontdonne,20,Desbalayeursontdonne,20,0
KRAKEN,enrichi_80-20,Cher,4,Cher,4,0
KRAKEN,enrichi_80-20,Mme Montareuil,14,Montareuil,10,-4
KRAKEN,enrichi_80-20,Warguerite,10,Warguerite,10,0
KRAKEN,enrichi_80-20,Setre,5,Setre,5,0
KRAKEN,enrichi_80-20,Qudtre,6,Qudtre,6,0
KRAKEN,enrichi_80-20,Mtme,4,Mtme,4,0
KRAKEN,enrichi_80-20,Montarenil,10,Montarenil,10,0
KRAKEN,enrichi_80-20,Vsurier,7,Vsurier,7,0
KRAKEN,enrichi_80-20,Digestion,9,Digestion,9,0
KRAKEN,enrichi_80-20,Mme Montareuil,14,Montareuil,10,-4
KRAKEN,enrichi_80-20,Conl,4,Conl,4,0
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Charlotte I,11,Charlotte,9,-2
KRAKEN,enrichi_80-20,Peutetre,8,Peutetre,8,0
KRAKEN,enrichi_80-20,Yme Montareuil,14,Montareuil,10,-4
KRAKEN,enrichi_80-20,Ceaur,5,Ceaur,5,0
KRAKEN,enrichi_80-20,aton,4,aton,4,0
KRAKEN,enrichi_80-20,Mfine,5,Mfine,5,0
KRAKEN,enrichi_80-20,Chabirude,9,Chabirude,9,0
KRAKEN,enrichi_80-20,Caste,5,Caste,5,0
KRAKEN,enrichi_80-20,Courait,7,Courait,7,0
KRAKEN,enrichi_80-20,Calmner,7,Calmner,7,0
KRAKEN,enrichi_80-20,Aujourdhui,10,Aujourdhui,10,0
KRAKEN,enrichi_80-20,sd Montre,9,Montre,6,-3
KRAKEN,enrichi_80-20,Ft Charlotte,12,Charlotte,9,-3
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Sourires,8,Sourires,8,0
KRAKEN,enrichi_80-20,Cher,4,Cher,4,0
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Verdiet,7,Verdiet,7,0
KRAKEN,enrichi_80-20,Mtais,5,Mtais,5,0
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Coime,5,Coime,5,0
KRAKEN,enrichi_80-20,Genouy,6,Genouy,6,0
KRAKEN,enrichi_80-20,Amnour,6,Amnour,6,0
KRAKEN,enrichi_80-20,Amnour,6,Amnour,6,0
KRAKEN,enrichi_80-20,Comnine,7,Comnine,7,0
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Edouaril,8,Edouaril,8,0
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,u Ohl,5,Ohl,3,-2
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,- Ouil,6,Ouil,4,-2
KRAKEN,enrichi_80-20,Mon oncle,9,oncle,5,-4
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Lencr,5,Lencr,5,0
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Comporter,9,Comporter,9,0
KRAKEN,enrichi_80-20,Cliarlotte,10,Cliarlotte,10,0
KRAKEN,enrichi_80-20,Nere,4,Nere,4,0
KRAKEN,enrichi_80-20,Ceorges !,9,Ceorges,7,-2
KRAKEN,enrichi_80-20,Moe Montareuil,14,Montareuil,10,-4
KRAKEN,enrichi_80-20,Gette,5,Gette,5,0
KRAKEN,enrichi_80-20,i Ilfallait,11,Ilfallait,9,-2
KRAKEN,enrichi_80-20,Cetteloi,8,Cetteloi,8,0
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Gucule,6,Gucule,6,0
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Ohl,3,Ohl,3,0
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Charlotte,9,Charlotte,9,0
KRAKEN,enrichi_80-20,Morte,5,Morte,5,0
KRAKEN,enrichi_80-20,Vatenl,6,Vatenl,6,0
KRAKEN,enrichi_80-20,Laut,4,Laut,4,0
KRAKEN,enrichi_80-20,Cher,4,Cher,4,0
KRAKEN,enrichi_80-20,Htue Charlotte,14,Charlotte,9,-5
KRAKEN,enrichi_80-20,Crains,6,Crains,6,0
KRAKEN,enrichi_80-20,"Che
monsieur",12,monsieur,8,-4
KRAKEN,enrichi_80-20,"cn
Marche",9,Marche,6,-3
KRAKEN,enrichi_80-20,Accapd,6,Accapd,6,0
KRAKEN,enrichi_80-20,Cambrioleur,11,Cambrioleur,11,0
KRAKEN,enrichi_80-20,Jesus,5,Jesus,5,0
KRAKEN,enrichi_80-20,Reurs,5,Reurs,5,0
KRAKEN,enrichi_80-20,Cesont,6,Cesont,6,0
KRAKEN,enrichi_80-20,Lequel,6,Lequel,6,0
KRAKEN,enrichi_80-20,Centaine,8,Centaine,8,0
KRAKEN,enrichi_80-20,Monsieur,8,Monsieur,8,0
KRAKEN,enrichi_80-20,Meu-,4,Meu-,4,0
KRAKEN,enrichi_80-20,Chamanite,9,Chamanite,9,0
KRAKEN,enrichi_80-20,Mtopistes,9,Mtopistes,9,0
KRAKEN,enrichi_80-20,Comlne,6,Comlne,6,0
KRAKEN,enrichi_80-20,Lerendrd,8,Lerendrd,8,0
KRAKEN,enrichi_80-20,Carlyle,7,Carlyle,7,0
KRAKEN,enrichi_80-20,Crimincl,8,Crimincl,8,0
KRAKEN,enrichi_80-20,Europe,6,Europe,6,0
KRAKEN,enrichi_80-20,Leciel,6,Leciel,6,0
KRAKEN,enrichi_80-20,Cerespect,9,Cerespect,9,0
KRAKEN,enrichi_80-20,Kgure,5,Kgure,5,0
KRAKEN,enrichi_80-20,Czacte,6,Czacte,6,0
KRAKEN,enrichi_80-20,A Gunne,7,Gunne,5,-2
KRAKEN,enrichi_80-20,Liser laen,10,Liser,5,-5
KRAKEN,enrichi_80-20,Compen,6,Compen,6,0
KRAKEN,enrichi_80-20,Méanmoins,10,Méanmoins,10,0
KRAKEN,enrichi_80-20,Mlangerson,10,Mlangerson,10,0
KRAKEN,enrichi_80-20,Jéremie,8,Jéremie,8,0
KRAKEN,enrichi_80-20,Aujourdhui,10,Aujourdhui,10,0
KRAKEN,enrichi_80-20,Cominent,8,Cominent,8,0
KRAKEN,enrichi_80-20,Jusquici,8,Jusquici,8,0
KRAKEN,enrichi_80-20,Souvener,8,Souvener,8,0
KRAKEN,enrichi_80-20,Compardison,11,Compardison,11,0
KRAKEN,enrichi_80-20,Comine,6,Comine,6,0
KRAKEN,enrichi_80-20,Cinporter,9,Cinporter,9,0
KRAKEN,enrichi_80-20,Convaincues,11,Convaincues,11,0
KRAKEN,enrichi_80-20,Reuries,7,Reuries,7,0
KRAKEN,enrichi_80-20,A Notrei,8,Notrei,6,-2
KRAKEN,enrichi_80-20,Suisse,6,Suisse,6,0
KRAKEN,enrichi_80-20,Londres,7,Londres,7,0
KRAKEN,enrichi_80-20,Mlais,5,Mlais,5,0
KRAKEN,enrichi_80-20,Contretacteurs,14,Contretacteurs,14,0
KRAKEN,enrichi_80-20,Rurions,7,Rurions,7,0
KRAKEN,enrichi_80-20,Journal,7,Journal,7,0
KRAKEN,enrichi_80-20,Ranc,4,Ranc,4,0
KRAKEN,enrichi_80-20,SAnS Tache,10,Tache,5,-5
KRAKEN,enrichi_80-20,Austriel,8,Austriel,8,0
KRAKEN,enrichi_80-20,Essacar,7,Essacar,7,0
KRAKEN,enrichi_80-20,Chaisc,6,Chaisc,6,0
KRAKEN,enrichi_80-20,Monsieur,8,Monsieur,8,0
KRAKEN,enrichi_80-20,ML,2,ML,2,0
KRAKEN,enrichi_80-20,Mon Dien,8,Dien,4,-4
KRAKEN,enrichi_80-20,Mton Dieu !,11,Dieu,4,-7
KRAKEN,enrichi_80-20,Monsieur,8,Monsieur,8,0
KRAKEN,enrichi_80-20,Arouer,6,Arouer,6,0
KRAKEN,enrichi_80-20,Monsieur,8,Monsieur,8,0
KRAKEN,enrichi_80-20,Assurer,7,Assurer,7,0
KRAKEN,enrichi_80-20,Monsicur,8,Monsicur,8,0
KRAKEN,enrichi_80-20,Mon Dicu !,10,Dicu,4,-6
KRAKEN,enrichi_80-20,Caucase,7,Caucase,7,0
KRAKEN,enrichi_80-20,M. Randal,9,Randal,6,-3
KRAKEN,enrichi_80-20,Monsicur!,9,Monsicur,8,-1
KRAKEN,enrichi_80-20,Monsicur,8,Monsicur,8,0
KRAKEN,enrichi_80-20,Randal,6,Randal,6,0
KRAKEN,enrichi_80-20,M. Randal,9,Randal,6,-3
KRAKEN,enrichi_80-20,Manufacturier,13,Manufacturier,13,0
KRAKEN,enrichi_80-20,Issacar,7,Issacar,7,0
KRAKEN,enrichi_80-20,Banques,7,Banques,7,0
KRAKEN,enrichi_80-20,Me,2,Me,2,0
KRAKEN,enrichi_80-20,Banques,7,Banques,7,0
KRAKEN,enrichi_80-20,Cher,4,Cher,4,0
KRAKEN,enrichi_80-20,Isacar,6,Isacar,6,0
KRAKEN,enrichi_80-20,M. Randal,9,Randal,6,-3
KRAKEN,enrichi_80-20,Darbroek,8,Darbroek,8,0
KRAKEN,enrichi_80-20,Essacar,7,Essacar,7,0
KRAKEN,enrichi_80-20,Sentiments,10,Sentiments,10,0
KRAKEN,enrichi_80-20,"E
 Comine",9,Comine,6,-3
KRAKEN,enrichi_80-20,Ranclle,7,Ranclle,7,0
KRAKEN,enrichi_80-20,Monsicur,8,Monsicur,8,0
KRAKEN,enrichi_80-20,Mlinuit,7,Mlinuit,7,0
KRAKEN,enrichi_80-20,Vule,4,Vule,4,0
KRAKEN,enrichi_80-20,Darbrock,8,Darbrock,8,0
KRAKEN,enrichi_80-20,Monsieur,8,Monsieur,8,0
KRAKEN,enrichi_80-20,Rogetld,7,Rogetld,7,0
KRAKEN,enrichi_80-20,Anlquelle,9,Anlquelle,9,0
KRAKEN,enrichi_80-20,Issacar,7,Issacar,7,0
KRAKEN,enrichi_80-20,Rair,4,Rair,4,0
KRAKEN,enrichi_80-20,Rotte,5,Rotte,5,0
KRAKEN,enrichi_80-20,Couvent,7,Couvent,7,0
KRAKEN,enrichi_80-20,Aujourdhu,9,Aujourdhu,9,0
KRAKEN,enrichi_80-20,Chasse Cs,9,Chasse,6,-3
KRAKEN,enrichi_80-20,Ingres,6,Ingres,6,0
KRAKEN,enrichi_80-20,Cetettet,8,Cetettet,8,0
KRAKEN,enrichi_80-20,Vichy,5,Vichy,5,0
KRAKEN,enrichi_80-20,Chanoine,8,Chanoine,8,0
KRAKEN,enrichi_80-20,Crucikr,7,Crucikr,7,0
KRAKEN,enrichi_80-20,Scapulaire,10,Scapulaire,10,0
KRAKEN,enrichi_80-20,Vichy,5,Vichy,5,0
KRAKEN,enrichi_80-20,Broussaille,11,Broussaille,11,0
KRAKEN,enrichi_80-20,Londres,7,Londres,7,0
KRAKEN,enrichi_80-20,Alheure,7,Alheure,7,0
KRAKEN,enrichi_80-20,Ahlil,5,Ahlil,5,0
KRAKEN,enrichi_80-20,Retizons,8,Retizons,8,0
KRAKEN,enrichi_80-20,Poissy,6,Poissy,6,0
KRAKEN,enrichi_80-20,Chaussons,9,Chaussons,9,0
KRAKEN,enrichi_80-20,Cendre,6,Cendre,6,0
KRAKEN,enrichi_80-20,Montons,7,Montons,7,0
KRAKEN,enrichi_80-20,Chammbre,8,Chammbre,8,0
KRAKEN,enrichi_80-20,Cnjambe,7,Cnjambe,7,0
KRAKEN,enrichi_80-20,Gauche,6,Gauche,6,0
KRAKEN,enrichi_80-20,Mercure,7,Mercure,7,0
KRAKEN,enrichi_80-20,Cescrait,8,Cescrait,8,0
KRAKEN,enrichi_80-20,Sauts,5,Sauts,5,0
KRAKEN,enrichi_80-20,Serrure,7,Serrure,7,0
KRAKEN,enrichi_80-20,Roger,5,Roger,5,0
KRAKEN,enrichi_80-20,Qui Sourit,10,Sourit,6,-4
KRAKEN,enrichi_80-20,Assis,5,Assis,5,0
KRAKEN,enrichi_80-20,Me,2,Me,2,0
KRAKEN,enrichi_80-20,Delpich,7,Delpich,7,0
KRAKEN,enrichi_80-20,Chaufons,8,Chaufons,8,0
KRAKEN,enrichi_80-20,Cottre,6,Cottre,6,0
KRAKEN,enrichi_80-20,Kgure,5,Kgure,5,0
KRAKEN,enrichi_80-20,Mne Ailumetre,13,Ailumetre,9,-4
KRAKEN,enrichi_80-20,Roger,5,Roger,5,0
KRAKEN,enrichi_80-20,Broussaille,11,Broussaille,11,0
KRAKEN,enrichi_80-20,Cemo,4,Cemo,4,0
KRAKEN,enrichi_80-20,Rogetld-,8,Rogetld-,8,0
KRAKEN,enrichi_80-20,Couchette,9,Couchette,9,0
KRAKEN,enrichi_80-20,Candlarro,9,Candlarro,9,0
KRAKEN,enrichi_80-20,Bourges,7,Bourges,7,0
KRAKEN,enrichi_80-20,Chatedurouz,11,Chatedurouz,11,0
KRAKEN,enrichi_80-20,Confreres,9,Confreres,9,0
KRAKEN,enrichi_80-20,Lait,4,Lait,4,0
KRAKEN,enrichi_80-20,"S2
Complaisance",15,Complaisance,12,-3
KRAKEN,enrichi_80-20,i Nation,8,Nation,6,-2
KRAKEN,enrichi_80-20,Cottres,7,Cottres,7,0
KRAKEN,enrichi_80-20,Jenesdis,8,Jenesdis,8,0
KRAKEN,enrichi_80-20,Roster,6,Roster,6,0
KRAKEN,enrichi_80-20,Londres,7,Londres,7,0
KRAKEN,enrichi_80-20,Montons,7,Montons,7,0
KRAKEN,enrichi_80-20,Monsieur,8,Monsieur,8,0
KRAKEN,enrichi_80-20,Continue,8,Continue,8,0
KRAKEN,enrichi_80-20,Mlais,5,Mlais,5,0
KRAKEN,enrichi_80-20,Sa45 Couleur,12,Couleur,7,-5
KRAKEN,enrichi_80-20,Kgure,5,Kgure,5,0
KRAKEN,enrichi_80-20,Conndisser pa5,14,Conndisser,10,-4
KRAKEN,enrichi_80-20,Rent,4,Rent,4,0
KRAKEN,enrichi_80-20,Voild,5,Voild,5,0
KRAKEN,enrichi_80-20,Voild,5,Voild,5,0
KRAKEN,enrichi_80-20,Auxmdins,8,Auxmdins,8,0
KRAKEN,enrichi_80-20,Changeront,10,Changeront,10,0
KRAKEN,enrichi_80-20,Cestaussi,9,Cestaussi,9,0
KRAKEN,enrichi_80-20,Pourld,6,Pourld,6,0
KRAKEN,enrichi_80-20,la Chine,8,Chine,5,-3
KRAKEN,enrichi_80-20,Monsicur,8,Monsicur,8,0
KRAKEN,enrichi_80-20,L'Asiatique,11,Asiatique,9,-2
KRAKEN,enrichi_80-20,Jaunes,6,Jaunes,6,0
KRAKEN,enrichi_80-20,Coime,5,Coime,5,0
KRAKEN,enrichi_80-20,Nominatives,11,Nominatives,11,0
KRAKEN,enrichi_80-20,Acie Mlincure,13,Mlincure,8,-5
KRAKEN,enrichi_80-20,Voild,5,Voild,5,0
