Token;Label;Quaero;Correction
"

";;;
Pour;;;
que;;;
la;;;
terre;;;
rapporte;;;
chaque;;;
année;;;
sans;;;
"
";;;
se;;;
reposer;;;
,;;;
il;;;
faut;;;
beaucoup;;;
de;;;
fumier;;;
";";;;
la;;;PER
mère;;;PER
"
";;;PER
Nannette;LOC;;PER
,;;;
qui;;;
le;;;
savait;;;
bien;;;
,;;;
avait;;;
une;;;
vache;;;
et;;;
"
";;;
une;;;
chèvre;;;
qu';;;
elle;;;
menait;;;
paître;;;
sur;;;
les;;;
commu-;;loc.fac;LOC
"
";;loc.fac;LOC
naux;;loc.fac;LOC
et;;;
le;;;
long;;;
des;;;
haies;;;
.;;;
Avec;;;
leur;;;
lait;;;
elle;;;
faisait;;;
"
";;;
du;;;
beurre;;;
et;;;
des;;;
fromages;;;
,;;;
qu';;;
elle;;;
vendait;;;
à;;;
la;;loc.adm.town;LOC
"
";;loc.adm.town;LOC
ville;;loc.adm.town;LOC
voisine;;;
.;;;
Quand;;;
ses;;;
bêtes;;;
étaient;;;
rentrées;;;
à;;;
"
";;;
l';;loc.fac;LOC
étable;;loc.fac;LOC
,;;;
elle;;;
allait;;;
chercher;;;
pour;;;
elles;;;
de;;;
l';;;
herbe;;;
"
";;;
dans;;;
les;;loc.fac;LOC
champs;;loc.fac;LOC
et;;;
au;;;
bord;;;
des;;;
ruisseaux;;loc.phys.hydro;LOC
.;;;
Comme;;;
"
";;;
elle;;;
les;;;
tenait;;;
bien;;;
proprement;;;
,;;;
elles;;;
étaient;;;
en;;;
ban;;;
"
";;;
état;;;
.;;;
L';;;
hiver;;;
,;;;
elles;;;
mangeaient;;;
ou;;;
du;;;
trèfle;;;
qui;;;
"
";;;
avait;;;
été;;;
rentré;;;
bien;;;
sec;;;
,;;;
ou;;;
du;;;
regain;;;
récolté;;;
après;;;
"
";;;
la;;;
fauche;;;
des;;;
grands;;;
foins;;;
.;;;
"

";;;
La;;;PER
mère;;;PER
Nannette;LOC;;PER
vendait;;;
son;;;
vin;;;
et;;;
ne;;;
buvait;;;
"
";;;
que;;;
sa;;;
boisson;;;
‘;;;
";";;;
mais;;;
,;;;
comme;;;
l';;;
argent;;;
qu’;;;
elle;;;
ti-;;;
"
";;;
rait;;;
de;;;
son;;;
vin;;;
suffisait;;;
bien;;;
juste;;;
,;;;
avec;;;
celui;;;
de;;;
"
";;;
son;;;
beurre;;;
et;;;
de;;;
ses;;;
fromages;;;
,;;;
à;;;
payer;;;
l’;;;
impôt;;;
et;;;
"
";;;
les;;;
façons;;;
de;;;
son;;;
champ;;loc.fac;LOC
et;;;
de;;;
sa;;;
vigne;;loc.fac;LOC
,;;;
et;;;
qu';;;
il;;;
lui;;;
"
";;;
fallait;;;
encore;;;
se;;;
procurer;;;
quelque;;;
argent;;;
pour;;;
son;;;
"
";;;
entretien;;;
,;;;
elle;;;
élevait;;;
des;;;
oisons;;;
qu';;;
elle;;;
achetait;;;
"

";;;
4;;;
.;;;
Eau;;;
passée;;;
sur;;;
la;;;
râpe;;;
ou;;;
le;;;
marc;;;
de;;;
la;;;
vendange;;;
.;;;
.;;;
"

";;;
ENFANCE;;;
DE;PER;;NA
JEANNE;PER;;NA
.;;;
à;;;
"

";;;
au;;;
sortir;;;
de;;;
la;;;
coque;;;
.;;;
Elle;;;
se;;;
donnait;;;
beaucoup;;;
de;;;
"
";;;
mal;;;
pour;;;
appâter;;;
ces;;;
petites;;;
bêtes;;;
et;;;
pour;;;
les;;;
"
";;;
garantir;;;
du;;;
froid;;;
pendant;;;
la;;;
nuit;;;
.;;;
Ses;;;
voisines;;;
"
";;;
plumaient;;;
leurs;;;
vies;;;
quatre;;;
fois;;;
avant;;;
de;;;
les;;;
ven-;;;
"

 

";;;
Chaumière;LOC;;NA
de;LOC;;NA
la;LOC;;NA
mè1;LOC;;NA
.;;;
Nannette;LOC;;NA
"

";LOC;;NA
dre;LOC;;NA
";";;;
mais;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
disait;;;
que;;;
c';;;
était;;;
une;;;
"
";;;
mauvaise;;;
méthode;;;
,;;;
parce;;;
qu’;;;
ainsi;;;
l2;MISC;;NA
plume;;;
n';;;
a-;;;
"
";;;
vait;;;
pas;;;
le;;;
temps;;;
de;;;
se;;;
nourrir;;;
,;;;
et;;;
elle;;;
ne;;;
plumait;;;
"
";;;
les;;;
siennes;;;
que;;;
trois;;;
fois;;;
";";;;
puis;;;
elle;;;
en;;;
vendait;;;
la;;;
"
";;;
moitié;;;
pour;;;
la;;;
Toussaint;PER;;MISC
et;;;
l’;;;
autre;;;
moitié;;;
à;;;
Noël;MISC;;
.;;;
"

";;;
&;;;
CREMIÈRE;;;
PARTIE;;;
.;;;
"

";;;
Tout;;;
eela;;;
ne;;;
lui;;;
rapportait;;;
pas;;;
une;;;
grosse;;;
somme;;;
";";;;
"
";;;
mais;;;
elle;;;
était;;;
si;;;
ménagère;;;
qu';;;
il;;;
lui;;;
restait;;;
toujours;;;
"
";;;
un;;;
pou;;;
d';;;
argent;;;
à;;;
la;;;
fin;;;
de;;;
l';;;
année;;;
.;;;
Pourtant;;;
elle;;;
"
";;;
ne;;;
se;;;
nourrissait;;;
pas;;;
trop;;;
mal;;;
,;;;
disant;;;
qu';;;
elle;;;
"
";;;
aimait;;;
mieux;;;
donner;;;
au;;;
boucher;;;
une;;;
pidée;;;
de;;;
"
";;;
cinquante;;;
centimes;;;
toutes;;;
les;;;
semgines;;;
,;;;
que;;;
vingt-;;;
"
";;;
cinq;;;
francs;;;
par;;;
an;;;
au;;;
médecin;;;
et;;;
au;;;
pharmacien;;;
.;;;
"

";;;
Cathorino;PER;;NA
et;;;
Jeanne;PER;;NA
.;;;
°;;;
"

";;;
Un;;;
matin;;;
,;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
,;;;
tricotant;;;
devant;;;
sa;;;
"
";;;
porte;;;
,;;;
vit;;;
venir;;;
à;;;
elle;;;
une;;;
jeune;;;
femme;;;
qui;;;
tenait;;;
"
";;;
par;;;
la;;;
main;;;
une;;;
petite;;;
fille;;;
de;;;
sept;;;
à;;;
huit;;;
ans;;;
et;;;
"
";;;
qui;;;
lui;;;
demanda;;;
un;;;
morceau;;;
de;;;
pain;;;
.;;;
Comme;;;
cette;;;
"
";;;
femme;;;
était;;;
très;;;
-;;;
pâle;;;
et;;;
avait;;;
l';;;
air;;;
malade;;;
,;;;
la;;;PER
mère;;;PER
"
";;;PER
Nannette;LOC;;PER
l';;;
emmena;;;
dans;;;
sa;;;
maison;;loc.fac;LOC
et;;;
la;;;
fit;;;
asseoir;;;
.;;;
"
";;;
Elle;;;
ralluma;;;
son;;;
feu;;;
,;;;
fit;;;
réchauff;PER;;
:;;;
r;PER;;
un;;;
reste;;;
de;;;
"
";;;
soupe;;;
qu';;;
elle;;;
avait;;;
gardé;;;
.;;;
pour;;;
son;;;
repas;;;
du;;;
soir;;;
et;;;
"
";;;
le;;;
donna;;;
aux;;;
deux;;;
mendiantes;;;
.;;;
L';;;
enfant;;;
mangea;;;
"
";;;
de;;;
si;;;
bon;;;
cœur;;;
,;;;
que;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
vit;;;
bien;;;
que;;;
"
";;;
cette;;;
petite;;;
fille;;;
n';;;
avait;;;
pas;;;
souvent;;;
si;;;
bonne;;;
"
";;;
chance;;;
.;;;
Ensuite;;;
elle;;;
leur;;;
versa;;;
un;;;
verre;;;
de;;;
boisson;;;
"
";;;
à;;;
chacune;;;
,;;;
et;;;
dit;;;
à;;;
la;;;
pauvre;;;
femme;;;
:;;;
"

";;;
«;;;
Mon;MISC;;NA
Dieu;MISC;;PER
!;;;
il;;;
faut;;;
qu';;;
il;;;
vous;;;
soit;;;
arrivé;;;
un;;;
"
";;;
bien;;;
grand;;;
malheur;;;
,;;;
pour;;;
qu';;;
une;;;
femme;;;
,;;;
aussi;;;
jeune;;;
"
";;;
que;;;
vous;;;
,;;;
ait;;;
pu;;;
se;;;
décider;;;
à;;;
demander;;;
son;;;
pain;;;
!;;;
"

";;;
—;;;
Oh;MISC;;NA
!;MISC;;NA
oui;;;
,;;;
un;;;
bien;;;
grand;;;
malheur;;;
,;;;
ma;;;
chère;;;
"
";;;
femme;;;
.;;;
Il;;;
faut;;;
se;;;
trouver;;;
dépourvue;;;
de;;;
toute;;;
res-;;;
"
";;;
source;;;
pour;;;
se;;;
résoudre;;;
à;;;
en;;;
venir;;;
là;;;
.;;;
J';;;
ai;;;
bien;;;
"
";;;
souffert;;;
de;;;
la;;;
faim;;;
avant;;;
de;;;
pouvoir;;;
me;;;
décider;;;
à;;;
"
";;;
teudre;;;
la;;;
main;;;
";";;;
je;;;
erois;;;
que;;;
je;;;
mc;MISC;;NA
serais;;;
plutôt;;;
"
";;;
laissé;;;
mourir;;;
,;;;
si;;;
je;;;
n';;;
avais;;;
la;;;
crainte;;;
de;;;
Dieu;MISC;;PER
et;;;
"

 

";;;
ENFANCE;PER;;NA
DE;PER;;NA
JEANNE;PER;;NA
.;;;
5;;;
"

";;;
si;;;
je;;;
n';;;
aimais;;;
tant;;;
cette;;;
pauvre;;;
innocente;;;
que;;;
voilà;;;
,;;;
"
";;;
et;;;
qui;;;
serait;;;
morte;;;
aussi;;;
.;;;
Quand;;;
il;;;
m';;;
en;;;
coûte;;;
.;;;
"

 

 

";;;
trop;;;
pour;;;
aller;;;
demander;;;
,;;;
je;;;
la;;;
regarde;;;
et;;;
je;;;
re-;;;
"
";;;
prends;;;
courage;;;
.;;;
C';;;
est;;;
bien;;;
triste;;;
,;;;
allez;;;
,;;;
ma;;;
chère;;;
"
";;;
femme;;;
,;;;
quand;;;
on;;;
a;;;
du;;;
cœur;;;
,;;;
de;;;
vivre;;;
en;;;
ne;;;
"

 

";;;
6;;;
PREMIÈRE;MISC;;NA
PARTIE;;;
,;;;
"

";;;
faisant;;;
rien;;;
,;;;
aux;;;
dépens;;;
de;;;
ceux;;;
qui;;;
travaillent;;;
!;;;
"
";;;
mais;;;
je;;;
ne;;;
peux;;;
pas;;;
faire;;;
autrement;;;
.;;;
"

";;;
—;;;
Pourquoi;;;
done;;;
?;;;
dit;;;
la;;;PER
mère;;;PER
Nannotte;PER;;PER
,;;;
Con-;ORG;;NA
"
";;;
tez;;;
-moi;;;
ça;;;
.;;;
»;;;
"

";;;
La;;;
pauvre;;;
femme;;;
dit;;;
à;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
:;;;
"

";;;
«;;;
Je;;;
suis;;;
du;;;
village;;loc.adm.town;LOC
qui;;;
est;;;
auprbs;;;
du;;;
Cher;LOC;loc.adm.reg;LOC
,;;;
à;;;
"
";;;
trois;;;
lieues;;;
d';;;
ici;;;
,;;;
1;;;
];;;
y;;;
a;;;
deux;;;
mois;;;
,;;;
j';;;
ai;;;
perdu;;;
"
";;;
mon;;;
mari;;;
à;;;
la;;;
suite;;;
d';;;
une;;;
grosso;;;
maladie;;;
qui;;;
l';;;
a;;;
"
";;;
retenu;;;
au;;;
lit;;;
pendant;;;
bion;;;
longtemps;;;
.;;;
J';;;
ai;;;
vendu;;;
"
";;;
tont;;;
ce;;;
que;;;
j';;;
avais;;;
afin;;;
de;;;
pouvoir;;;
le;;;
soigner;;;
,;;;
"
";;;
Quand;;;
il;;;
n';;;
y;;;
a;;;
plus;;;
rien;;;
ou;;;
à;;;
la;;loc.fac;LOC
maison;;loc.fac;LOC
que;;;
le;;;
lit;;;
"
";;;
sur;;;
lequel;;;
il;;;
était;;;
couché;;;
,;;;
il;;;
a;;;
bien;;;
fallu;;;
s';;;
endetter;;;
.;;;
"
";;;
Après;;;
sa;;;
mort;;;
,;;;
on;;;
à;;;
vendu;;;
la;;loc.fac;LOC
maison;;loc.fac;LOC
,;;;
le;;loc.fac;LOC
jordin;;loc.fac;LOC
,;;;
"
";;;
la;;;
chènovière;;loc.phys.geo;LOC
,;;loc.phys.geo;LOC
enfin;;;
tout;;;
,;;;
pour;;;
payer;;;
le;;;
médecin;;;
"
";;;
et;;;
les;;;
autres;;;
,;;;
et;;;
je;;;
ne;;;
sais;;;
plus;;;
où;;;
me;;;
retirer;;;
.;;;
On;;;
"
";;;
ne;;;
veut;;;
pas;;;
me;;;
louer;;;
,;;;
même;;;
une;;;
petite;;;
chambre;;loc.fac;LOC
,;;;
"
";;;
parce;;;
que;;;
je;;;
n';;;
oi;;;
pas;;;
de;;;
mobilier;;;
pour;;;
répondre;;;
"

";;;
du;;;
loyer;;;
.;;;
Je;;;
couche;;;
avec;;;
ma;;;
petite;;;PER
Jeanne;PER;;PER
dans;;;
les;;loc.fac;LOC
"
";;loc.fac;LOC
granges;;loc.fac;LOC
,;;;
quand;;;
on;;;
veut;;;
bien;;;
m';;;
y;;;
souffrir;;;
,;;;
ou;;;
bien;;;
"
";;;
sur;;;
les;;;
tas;;;
de;;;
chaume;;;
.;;;
C';;;
est;;;
bon;;;
à;;;
présent;;;
qu';;;
il;;;
"
";;;
fait;;;
chaud;;;
";";;;
mais;;;
plus;;;
tard;;;
,;;;
comment;;;
faire;;;
avec;;;
"
";;;
cette;;;
enfant;;;
,;;;
moi;;;
à;;;
qui;;;
les;;;
médecins;;;
ont;;;
défendu;;;
"
";;;
de;;;
sortir;;;
pendant;;;
tout;;;
l’;;;
hiver;;;
?;;;
»;;;
"

";;;
Et;;;
la;;;
pauvre;;;
malheureuse;;;
se;;;
mit;;;
à;;;
pleurer;;;
.;;;
Sa;;;
"
";;;
petite;;;
fille;;;
pleura;;;
aussi;;;
en;;;
l';;;
embrassant;;;
.;;;
Elle;;;
avait;;;
"
";;;
l';;;
air;;;
si;;;
doux;;;
et;;;
si;;;
aimable;;;
,;;;
cette;;;
petite;;;
,;;;
que;;;
la;;;PER
"
";;;PER
mère;;;PER
Nannette;LOC;;PER
sentit;;;
fondre;;;
son;;;
cœur;;;
en;;;
pensant;;;
"
";;;
à;;;
la;;;
misère;;;
qu';;;
elle;;;
endurerait;;;
quand;;;
l';;;
hiver;;;
serait;;;
"

";;;
venu;;;
.;;;
Aussitôt;;;
il;;;
lui;;;
vint;;;
dans;;;
l';;;
idée;;;
de;;;
faire;;;
une;;;
"
";;;
bonne;;;
action;;;
.;;;
"

";;;
ENFANCE;;;
DE;PER;;NA
JEANNE;PER;;NA
.;;;
7;;;
"

";;;
La;;;
mèro;;;
Nannetto;;;
donne;;;
aile;;;
À;;;
Gathorino;LOC;;NA
.;;;
"

";;;
a;;;
Comment;;;
vous;;;
appelez;;;
-vous;;;
donc;;;
?;;;
demanda;;;
"
";;;
In;MISC;;PER
mère;MISC;;PER
Nannotte;MISC;;PER
.;;;
"

";;;
—;;;
On;;;
m';;;
appelle;;;
Catherine;PER;;
Leblane;PER;;
.;;;
"

";;;
—;;;
Eh;;;
bien;;;
!;;;
Catherine;PER;;
,;;;
j';;;
ai;;;
là;;;
un;;;
vieux;;;
lit;;;
,;;;
une;;;
"
";;;
paillasse;;;
et;;;
une;;;
couverture;;;
";";;;
si;;;
vous;;;
voulez;;;
rester;;;
"
";;;
lei;;;
,;;;
je;;;
vous;;;
logerai;;;
de;;;
bien;;;
bon;;;
cœur;;;
et;;;
je;;;
vous;;;
"
";;;
soignerai;;;
de;;;
mon;;;
mieux;;;
,;;;
ainsi;;;
,;;;
que;;;
votre;;;
petite;;;
";";;;
"
";;;
j';;;
aime;;;
beaucoup;;;
les;;;
enfants;;;
";";;;
j';;;
en;;;
ai;;;
eu;;;
quatre;;;
,;;;
"
";;;
que;;;
le;;;PER
bon;;;PER
Dieu;;;PER
m';;;
a;;;
retirés;;;
,;;;
et;;;
je;;;
suis;;;
bien;;;
seule;;;
"
";;;
au;;;
monde;;;
.;;;
"

";;;
—;;;
Grand;;;
merci;;;
!;;;
ma;;;
brave;;;
femme;;;
";";;;
vous;;;
me;;;
"
";;;
rendrez;;;
là;;;
un;;;
service;;;
qui;;;
nous;;;
sauvera;;;
la;;;
vie;;;
à;;;
moi;;;
"
";;;
et;;;
à;;;
mon;;;
enfant;;;
.;;;
J';;;
ai;;;
encore;;;
mon;;;
lit;;;
,;;;
avec;;;
un;;;
"
";;;
coffre;;;
et;;;
une;;;
petite;;;
chaise;;;
.;;;
Maître;PER;;
Guillaume;PER;;
,;;;
le;;;
"
";;;
cousin;;;
de;;;
feu;;;
mon;;;
pauvre;;;
homme;;;
,;;;
me;;;
les;;;
garde;;;
"
";;;
dans;;;
sa;;;
grange;;loc.fac;LOC
";";;;
il;;;
me;;;
les;;;
apportera;;;
bien;;;
diman-;;;
"
";;;
che;;;
.;;;
Si;;;
vous;;;
me;;;
logez;;;
avec;;;
mon;;;
chétif;;;
mobilier;;;
,;;;
je;;;
"
";;;
vous;;;
donnerai;;;
les;;;
sous;;;
que;;;
je;;;
ramasserai;;;
en;;;
allant;;;
"
";;;
aux;;;
portes;;loc.adm.town;LOC
.;;;
"

";;;
—;;;
Je;;;
ne;;;
vous;;;
demande;;;
rien;;;
,;;;
Catherine;PER;;
";";;;
j';;;
aime;;;
"
";;;
déjà;;;
votre;;;
petite;;;
Jeanne;PER;;
et;;;
j';;;
en;;;
aurai;;;
bien;;;
soin;;;
.;;;
"
";;;
Dieu;MISC;;PER
veut;;;
que;;;
nous;;;
fassions;;;
aux;;;
autres;;;
ce;;;
que;;;
"
";;;
nous;;;
voudrions;;;
que;;;
les;;;
autres;;;
fissent;;;
pour;;;
nous;;;
";";;;
"
";;;
et;;;
si;;;
j';;;
étais;;;
dans;;;
votre;;;
position;;;
,;;;
je;;;
serais;;;
bien;;;
"
";;;
heureuse;;;
de;;;
trouver;;;
quelqu';;;
un;;;
qui;;;
voulôt;;;
me;;;
re-;;;
"
";;;
cevoir;;;
dans;;;
sa;;;
maison;;;
.;;;
»;;;
"

";;;
Catherine;PER;;
était;;;
bien;;;
contente;;;
,;;;
et;;;
sa;;;
petite;;;
fille;;;
lui;;;
"
";;;
sauta;;;
au;;;
cou;;;
,;;;
"

";;;
«;;;
Maman;MISC;;NA
!;MISC;;NA
il;;;
ne;;;
faut;;;
plus;;;
pleurer;;;
,;;;
»;;;
lui;;;
dit;;;
-elle;;;
.;;;
"

";;;
8;;;
PREMIÈRE;MISC;;NA
PARTIE;MISC;;NA
.;;;
"

";;;
Puis;;;
,;;;
se;;;
tournant;;;
du;;;
eûté;;;
de;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
,;;;
"
";;;
elle;;;
dit;;;
en;;;
baissunt;MISC;;NA
la;MISC;;NA
tôte;MISC;;NA
:;;;
"

";;;
«;;;
Je;;;
voudrais;;;
bien;;;
vous;;;
embrasser;;;
aussi;;;
,;;;
»;;;
"

";;;
La;;;PER
mèro;;;PER
Nannette;LOC;;PER
la;;;
prit;;;
sur;;;
ses;;;
genoux;;;
et;;;
l';;;
em-;;;
"
";;;
brasse;;;
de;;;
bon;;;
cœur;;;
.;;;
"

";;;
Cathorine;PER;;NA
ot;PER;;NA
Joanne;PER;;NA
trouvent;;;
un;;;
bracelet;;;
,;;;
"

";;;
Après;;;
que;;;
la;;;
mère;;;
et;;;
la;;;
fille;;;
se;;;
furent;;;
reposées;;;
,;;;
"
";;;
elles;;;
so;;;
romiront;;;
en;;;
chemin;;;
pour;;;
aller;;;
chercher;;;
"
";;;
leur;;;
pain;;;
dans;;;
la;;loc.phys.geo;LOC
campagne;;loc.phys.geo;LOC
,;;;
en;;;
disant;;;
qu';;;
elles;;;
"
";;;
reviendraient;;;
le;;;
soir;;;
.;;;
Comme;;;
on;;;
était;;;
dans;;;
la;;;
sai-;;;
"
";;;
son;;;
des;;;
prunes;;;
et;;;
des;;;
groseilles;;;
,;;;
ln;;;PER
mère;;;PER
Nannette;LOC;;PER
"
";;;
on;;;
alla;;;
cueillir;;;
au;;;
jardin;;loc.fac;LOC
et;;;
les;;;
mit;;;
dans;;;
le;;;
bissac;;;
"

";;;
de;;;
Jeanne;PER;;
,;;;
pour;;;
qu';;;
elle;;;
pût;;;
se;;;
rafraîchir;;;
quand;;;
"
";;;
olle;;;
aurait;;;
trop;;;
chaud;;;
.;;;
"

";;;
Comme;;;
elles;;;
traversaient;;;
la;;;
grande;;;
route;;loc.oro;LOC
pour;;;
"
";;;
revenir;;;
chez;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
,;;;
après;;;
avoir;;;
achevé;;;
"
";;;
leur;;;
tournée;;;
,;;;
la;;;PER
petite;;;PER
Jeanne;PER;;PER
vit;;;
briller;;;
un;;;
objet;;;
"
";;;
au;;;
soleil;;;
";";;;
elle;;;
courut;;;
le;;;
ramasser;;;
et;;;
l';;;
apporta;;;
"
";;;
joyeusement;;;
à;;;
sa;;;
mère;;;
.;;;
"

";;;
«;;;
Voyez;;;
donc;;;
,;;;
maman;;;
,;;;
le;;;
joli;;;
collier;;;
que;;;
j';;;
ai;;;
"
";;;
trouvé;;;
";";;;
je;;;
le;;;
mettrai;;;
dimanche;;;
à;;;
mon;;;
cou;;;
:;;;
"

";;;
—;;;
Ma;;;
fille;;;
,;;;
ceci;;;
est;;;
un;;;
bijou;;;
qui;;;
se;;;
porte;;;
au-;;;
"
";;;
tour;;;
du;;;
bras;;;
et;;;
qu';;;
on;;;
appelle;;;
bracelet;;;
,;;;
Il;;;
n’;;;
est;;;
pas;;;
"
";;;
à;;;
nous;;;
,;;;
et;;;
nous;;;
ne;;;
pouvons;;;
pas;;;
le;;;
garder;;;
.;;;
"

";;;
—;;;
Pourquoi;;;
donc;;;
,;;;
maman;;;
?;;;
Puisque;;;
je;;;
lai;;;
"
";;;
trouvé;;;
,;;;
c';;;
est;;;
bien;;;
à;;;
nous;;;
.;;;
"

";;;
—;;;
Non;;;
,;;;
ma;;;
fille;;;
";";;;
ce;;;
qu';;;
on;;;
trouve;;;
ne;;;
nous;;;
ap-;;;
"
";;;
partient;;;
pas;;;
";";;;
il;;;
ÿ;;;
a;;;
toujours;;;
quelqu';;;
un;;;
qui;;;
l';;;
a;;;
"
";;;
perdu;;;
.;;;
"

";;;
—;;;
-;;;
Mais;;;
,;;;
maman;;;
,;;;
si;;;
personne;;;
ne;;;
l’;;;
a;;;
perdu;;;
?;;;
"

";;;
ENFANCE;;;
DE;PER;;NA
JEANNE;PER;;NA
,;;;
9;;;
"

";;;
—;;;
Co;LOC;;NA
n';;;
est;;;
pas;;;
possible;;;
,;;;
mon;;;
enfant;;;
:;;;
les;;;
bijoux;;;
"
";;;
ne;;;
poussent;;;
pas;;;
comme;;;
l';;;
herbe;;;
dans;;;
les;;loc.fac;LOC
champs;;loc.fac;LOC
.;;;
"

";;;
—;;;
Et;;;
ai;;;
personne;;;
ne;;;
le;;;
redemande;;;
?;;;
"

";;;
—;;;
(;;;
n;;;
ne;;;
doit;;;
pas;;;
nous;;;
empêcher;;;
de;;;
chercher;;;
à;;;
"
";;;
qui;;;
ce;;;
hracelet;;;
peut;;;
appartenir;;;
";";;;
nous;;;
nous;;;
on;;;
in-;;;
"
";;;
formerons;;;
dans;;;
tout;;;
le;;loc.adm.town;LOC
pays;;loc.adm.town;LOC
.;;;
"

";;;
—;;;
Et;;;
s';;;
il;;;
n';;;
est;;;
à;;;
personne;;;
?;;;
"

";;;
—;;;
Eh;;;
bien;;;
,;;;
nous;;;
le;;;
garderons;;;
soigneusement;;;
,;;;
"
";;;
et;;;
l';;;
on;;;
finira;;;
par;;;
venir;;;
le;;;
réclamer;;;
.;;;
»;;;
"

";;;
Jeanne;PER;;
ne;;;
paraissant;;;
pas;;;
très;;;
-;;;
contonto;;;
,;;;
sa;;;
mère;;;
"
";;;
lui;;;
dit;;;
:;;;
«;;;
Écoute;;;
-moi;;;
,;;;
ma;;;
