Token;Label;Quaero;Correction
18;MISC;;
..;;;
,;;;
qui;;;
"
";;;
nous;;;
donna;;;
le;;;
coup;;;
de;;;
grâce;;;
.;;;
"

";;;
À;;;
partir;;;
de;;;
ce;;;
moment;;;
,;;;
la;;;ORG
fabrique;;;ORG
ne;;;
battit;;;
plus;;;
que;;;
d’;;;
une;;;
aile;;;
";";;;
"
";;;
petit;;;
à;;;
petit;;;
,;;;
les;;loc.fac;LOC
ateliers;;loc.fac;LOC
se;;;
vidèrent;;;
:;;;
chaque;;;
semaine;;;
un;;;
métier;;;
à;;;
bas;;;
,;;;
"
";;;
chaque;;;
mois;;;
une;;;
table;;;
d’;;;
impression;;;
de;;;
moins;;;
.;;;
C';;;
était;;;
pitié;;;
de;;;
voir;;;
"
";;;
la;;;
vie;;;
s’;;;
en;;;
aller;;;
de;;;
notre;;;
maison;;loc.fac;LOC
comme;;;
d’;;;
un;;;
corps;;;
malade;;;
,;;;
lentement;;;
,;;;
"
";;;
tous;;;
les;;;
jours;;;
un;;;
peu;;;
.;;;
Une;;;
fois;;;
,;;;
on;;;
n’;;;
entra;;;
plus;;;
dans;;;
les;;loc.fac;LOC
salles;;loc.fac;LOC
du;;loc.fac;LOC
"
";;loc.fac;LOC
second;;loc.fac;LOC
.;;;
Une;;;
autre;;;
fois;;;
,;;;
la;;loc.fac;LOC
cour;;loc.fac;LOC
du;;;
fond;;;
fut;;;
condamnée;;;
.;;;
Cela;;;
dura;;;
"
";;;
ainsi;;;
pendant;;;
deux;;;
ans;;;
";";;;
pendant;;;
deux;;;
ans;;;
,;;;
la;;;ORG
fabrique;;;ORG
agonisa;;;
.;;;
Enfin;;;
,;;;
"
";;;
un;;;
jour;;;
,;;;
les;;;PER
ouvriers;;;PER
ne;;;
vinrent;;;
plus;;;
,;;;
la;;;
cloche;;;
des;;;
ateliers;;loc.fac;LOC
ne;;loc.fac;LOC
sonna;;;
"
";;;
pas;;;
,;;;
le;;;
puits;;;
à;;;
roue;;;
cessa;;;
de;;;
grincer;;;
,;;;
l’;;;
eau;;;
des;;;
grands;;;
bassins;;;
,;;;
dans;;;
"
";;;
lesquels;;;
on;;;
lavait;;;
les;;;
tissus;;;
,;;;
demeura;;;
immobile;;;
,;;;
et;;;
bientôt;;;
,;;;
dans;;;
toute;;;
"
";;;
la;;loc.fac;LOC
fabrique;;loc.fac;LOC
,;;;
il;;;
ne;;;
resta;;;
plus;;;
que;;;
M.;PER;;
et;;;
Mme;PER;;
Eyssette;PER;;
,;;;
la;;;PER
vieille;;;PER
Annou;LOC;;PER
,;;;
"
";;;
mon;;;
frère;;;
Jacques;PER;;
et;;;
moi;;;
";";;;
puis;;;
,;;;
là;;;
-;;;
bas;;;
,;;;
dans;;;
le;;;
fond;;;
,;;;
pour;;;
garder;;;
les;;loc.fac;LOC
"
";;loc.fac;LOC
ateliers;;loc.fac;LOC
,;;;
le;;;PER
concierge;;;PER
Colombe;PER;;PER
et;;;
son;;;
fils;;;
le;;;PER
petit;;;PER
Rouget;PER;;PER
.;;;
"

";;;
C';;;
était;;;
fini;;;
,;;;
nous;;;
étions;;;
ruinés;;;
.;;;
"

";;;
J';;;
avais;;;
alors;;;
six;;;
ou;;;
sept;;;
ans;;;
.;;;
Comme;;;
j';;;
étais;;;
très;;;
frêle;;;
et;;;
maladif;;;
,;;;
"
";;;
mes;;;
parents;;;
n’;;;
avaient;;;
pas;;;
voulu;;;
m';;;
envoyer;;;
à;;;
l’;;;
école;;;
.;;;
Ma;PER;;
mère;PER;;
m';PER;;NA
avait;;;
"
";;;
seulement;;;
appris;;;
à;;;
lire;;;
et;;;
à;;;
écrire;;;
,;;;
plus;;;
quelques;;;
mots;;;
d’;;;
espagnol;;;
et;;;
"
";;;
deux;;;
ou;;;
trois;;;
airs;;;
de;;;
guitare;;;
,;;;
à;;;
l’;;;
aide;;;
desquels;;;
on;;;
m';;;
avait;;;
fait;;;
,;;;
dans;;;
la;;;
"
";;;
famille;;;
,;;;
une;;;
réputation;;;
de;;;
petit;;;
prodige;;;
.;;;
Grâce;;;
à;;;
ce;;;
système;;;
d';;;
éducation;;;
,;;;
"
";;;
je;;;
ne;;;
bougeais;;;
jamais;;;
de;;;
chez;;;
nous;;;
,;;;
et;;;
je;;;
pus;;;
assister;;;
dans;;;
tous;;;
ses;;;
"
";;;
détails;;;
à;;;
l’;;;
agonie;;;
de;;;
la;;;ORG
maison;;;ORG
Eyssette;LOC;;ORG
.;;;
Ce;;;
spectacle;;;
me;;;
laissa;;;
froid;;;
,;;;
"

 

";;;
PA;ORG;;NA
fesse;;;
RD;;;
BR;;;
"

";;;
LA;;;ORG
FABRIQUE;;;ORG
5;;;
"

";;;
LL;;;
ot;;;
ot;;;
do;;;
"

 

";;;
LS;;;
SSL;MISC;;NA
Sd;MISC;;NA
dd;;;
do;;;
"

 

";;;
PE;;;
TS;;;
"

";;;
je;;;
l’;;;
avoue;;;
";";;;
même;;;
je;;;
trouvai;;;
à;;;
notre;;;
ruine;;;
ce;;;
côté;;;
très;;;
agréable;;;
,;;;
que;;;
je;;;
"
";;;
pouvais;;;
gambader;;;
à;;;
ma;;;
guise;;;
par;;;
toute;;;
la;;;ORG
fabrique;;;ORG
,;;;
ce;;;
qui;;;
,;;;
du;;;
temps;;;
des;;;
"
";;;
ouvriers;;;PER
,;;;
ne;;;
m';;;
était;;;
permis;;;
que;;;
le;;;
dimanche;;;
.;;;
Je;;;
disais;;;
gravement;;;
au;;;
"
";;;
petit;;;PER
Rouget;PER;;PER
:;;;
«;;;
Maintenant;;;
,;;;
la;;loc.fac;LOC
fabrique;;loc.fac;LOC
est;;;
à;;;
moi;;;
";";;;
on;;;
me;;;
l’;;;
a;;;
donnée;;;
"
";;;
pour;;;
jouer;;;
.;;;
»;;;
Et;;;
le;;;PER
petit;;;PER
Rouget;PER;;PER
me;;;
croyait;;;
.;;;
Il;;;
croyait;;;
tout;;;
ce;;;
que;;;
je;;;
"
";;;
lui;;;
disais;;;
,;;;
cet;;;
imbécile;;;
.;;;
"

";;;
A;;;
la;;loc.fac;LOC
maison;;loc.fac;LOC
,;;;
par;;;
exemple;;;
,;;;
tout;;;
le;;;
monde;;;
ne;;;
prit;;;
pas;;;
notre;;;
débâcle;;;
"
";;;
aussi;;;
gaiement;;;
.;;;
Tout;;;
à;;;
coup;;;
M.;PER;;
Eyssette;PER;;
devint;;;
terrible;;;
";";;;
c';;;
était;;;
dans;;;
"
";;;
l’;;;
habitude;;;
une;;;
nature;;;
enflammée;;;
,;;;
violente;;;
,;;;
exagérée;;;
,;;;
aimant;;;
les;;;
cris;;;
,;;;
"
";;;
la;;;
casse;;;
et;;;
les;;;
tonnerres;;;
";";;;
au;;;
fond;;;
,;;;
un;;;
très;;;
excellent;;;
homme;;;
,;;;
ayant;;;
"
";;;
seulement;;;
la;;;
main;;;
leste;;;
,;;;
le;;;
verbe;;;
haut;;;
et;;;
l’;;;
impérieux;;;
besoin;;;
de;;;
donner;;;
"
";;;
le;;;
tremblement;;;
à;;;
tout;;;
ce;;;
qui;;;
l’;;;
entourait;;;
.;;;
La;;;
mauvaise;;;
fortune;;;
,;;;
au;;;
lieu;;;
"
";;;
de;;;
l’;;;
abattre;;;
,;;;
l’;;;
exaspéra;;;
.;;;
Du;;;
soir;;;
au;;;
matin;;;
,;;;
ce;;;
fut;;;
une;;;
colère;;;
formidable;;;
"
";;;
qui;;;
,;;;
ne;;;
sachant;;;
à;;;
qui;;;
s’;;;
en;;;
prendre;;;
,;;;
s’;;;
attaquait;;;
à;;;
tout;;;
,;;;
au;;;
soleil;;;
,;;;
au;;;
"
";;;
mistral;;;
,;;;
à;;;
Jacques;PER;;
,;;;
à;;;
la;;;PER
vieille;;;PER
Annou;LOC;;PER
,;;;
à;;;
la;;;MISC
Révolution;;;MISC
,;;;
oh;;;
!;;;
surtout;;;
à;;;
la;;;MISC
"
";;;MISC
Révolution;MISC;;MISC
!;MISC;;NA
À;;;
entendre;;;
mon;;;
père;;;
,;;;
vous;;;
auriez;;;
juré;;;
que;;;
cette;;;
Révo-;PER;;MISC
"
";PER;;MISC
lution;PER;;MISC
de;;;MISC
18;;;MISC
...;;;MISC
,;;;
qui;;;
nous;;;
avait;;;
mis;;;
à;;;
mal;;;
,;;;
était;;;
spécialement;;;
dirigée;;;
"
";;;
contre;;;
nous;;;
.;;;
Aussi;;;
,;;;
je;;;
vous;;;
prie;;;
de;;;
croire;;;
que;;;
les;;;
révolutionnaires;;;
"
";;;
n';;;
étaient;;;
pas;;;
en;;;
odeur;;;
de;;;
sainteté;;;
dans;;;
la;;;ORG
maison;;;ORG
Eyssette;LOC;;ORG
.;;;
Dieu;;;
sait;;;
"
";;;
ce;;;
que;;;
nous;;;
avons;;;
dit;;;
de;;;
ces;;;
messieurs;;;
dans;;;
ce;;;
temps;;;
-là;;;
...;;;
Encore;;;
"
";;;
aujourd’hui;;;
,;;;
quand;;;
le;;;PER
vieux;;;PER
papa;;;PER
Eyssette;LOC;;PER
(;;;
que;;;
Dieu;MISC;;
me;;;
le;;;
conserve;;;
!;;;
);;;
"
";;;
sent;;;
venir;;;
son;;;
accès;;;
de;;;
goutte;;;
,;;;
il;;;
s';;;
étend;;;
péniblement;;;
sur;;;
sa;;;
chaise;;;
"
";;;
longue;;;
,;;;
et;;;
nous;;;
l’;;;
entendons;;;
dire;;;
:;;;
«;;;
Oh;MISC;;NA
!;MISC;;NA
ces;;;
révolutionnaires;;;
!;;;
»;;;
"

";;;
A;;;
l’;;;
époque;;;
dont;;;
je;;;
vous;;;
parle;;;
,;;;
M.;PER;;
Eyssette;PER;;
n’;;;
avait;;;
pas;;;
la;;;
goutte;;;
,;;;
"
";;;
et;;;
la;;;
douleur;;;
de;;;
se;;;
voir;;;
ruiné;;;
en;;;
avait;;;
fait;;;
un;;;
homme;;;
terrible;;;
que;;;
"
";;;
personne;;;
ne;;;
pouvait;;;
approcher;;;
.;;;
Il;;;
fallut;;;
le;;;
saigner;;;
deux;;;
fois;;;
en;;;
quinze;;;
"
";;;
jours;;;
.;;;
Autour;;;
de;;;
lui;;;
,;;;
chacun;;;
se;;;
taisait;;;
";";;;
on;;;
avait;;;
peur;;;
.;;;
A;;;
table;;;
,;;;
nous;;;
"
";;;
demandions;;;
du;;;
pain;;;
à;;;
voix;;;
basse;;;
.;;;
On;;;
n’;;;
osait;;;
pas;;;
même;;;
pleurer;;;
devant;;;
"
";;;
lui;;;
.;;;
Aussi;;;
,;;;
dès;;;
qu’;;;
il;;;
avait;;;
tourné;;;
les;;;
talons;;;
,;;;
ce;;;
n’;;;
était;;;
qu’;;;
un;;;
sanglot;;;
,;;;
"
";;;
d’;;;
un;;;
bout;;;
de;;;
la;;loc.fac;LOC
maison;;loc.fac;LOC
à;;;
l’;;;
autre;;;
";";;;
ma;;;PER
mère;;;PER
,;;;
la;;;PER
vieille;;;PER
Annou;LOC;;PER
,;;;
mon;;;
frère;;;
"
";;;
Jacques;PER;;
et;;;
aussi;;;
mon;;;PER
grand;;;PER
frère;;;PER
l’;;;PER
abbé;;;PER
,;;;
lorsqu';;;
il;;;
venait;;;
nous;;;
voir;;;
,;;;
tout;;;
"
";;;
le;;;
monde;;;
s’;;;
y;;;
mettait;;;
.;;;
Ma;;;PER
mère;;;PER
,;;;
cela;;;
se;;;
conçoit;;;
,;;;
pleurait;;;
de;;;
voir;;;
"
";;;
M.;;;PER
Eyssette;PER;;PER
malheureux;;;
";";;;
l’;;;PER
abbé;;;PER
et;;;
la;;;PER
vieille;;;PER
Annou;LOC;;PER
pleuraient;;;
de;;;
"
";;;
voir;;;
pleurer;;;
Mme;PER;;
Eyssette;PER;;
";";;;
quant;;;
à;;;
Jacques;PER;;
,;;;
trop;;;
jeune;;;
encore;;;
pour;;;
"
";;;
comprendre;;;
nos;;;
malheurs;;;
,;;;
—;;;
il;;;
avait;;;
à;;;
peine;;;
deux;;;
ans;;;
de;;;
plus;;;
que;;;
"
";;;
moi;;;
,;;;
—;;;
il;;;
pleurait;;;
par;;;
besoin;;;
,;;;
pour;;;
le;;;
plaisir;;;
.;;;
"

";;;
Un;;;
singulier;;;
enfant;;;
que;;;
mon;;;
frère;;;
Jacques;PER;;
";";;;
en;;;
voilà;;;
un;;;
qui;;;
avait;;;
"
";;;
le;;;
don;;;
des;;;
larmes;;;
!;;;
D’;;;
aussi;;;
loin;;;
qu’;;;
il;;;
me;;;
souvienne;;;
,;;;
je;;;
le;;;
vois;;;
,;;;
les;;;
yeux;;;
"

";;;
6;;;
LE;;;PER
PETIT;;;PER
CHOSE;;;PER
"

";;;
tt;;;
LT;MISC;;NA
LS;MISC;;NA
dd;;;
dd;MISC;;NA
"

 

";MISC;;NA
Sd;MISC;;NA
ot;MISC;;NA
ot;MISC;;NA
oo;MISC;;NA
"

";MISC;;NA
rouges;MISC;;NA
et;;;
la;;;
joue;;;
ruisselante;;;
.;;;
Le;;;
soir;;;
,;;;
le;;;
matin;;;
,;;;
de;;;
jour;;;
,;;;
de;;;
nuit;;;
,;;;
en;;;
"
";;;
classe;;;
,;;;
à;;;
la;;loc.fac;LOC
maison;;loc.fac;LOC
,;;;
en;;;
promenade;;;
,;;;
il;;;
pleurait;;;
sans;;;
cesse;;;
,;;;
il;;;
pleurait;;;
"
";;;
partout;;;
.;;;
Quand;;;
on;;;
lui;;;
disait;;;
:;;;
«;;;
Qu’;;;
as;;;
-;;;
tu;;;
?;;;
»;;;
il;;;
répondait;;;
en;;;
sanglotant;;;
:;;;
"
";;;
«;;;
Je;;;
n';;;
ai;;;
rien;;;
.;;;
»;;;
Et;;;
,;;;
le;;;
plus;;;
curieux;;;
,;;;
c’;;;
est;;;
qu’;;;
il;;;
n’;;;
avait;;;
rien;;;
.;;;
Il;;;
pleurait;;;
"
";;;
comme;;;
on;;;
se;;;
mouche;;;
,;;;
plus;;;
souvent;;;
,;;;
voilà;;;
tout;;;
,;;;
Quelquefois;;;
M.;PER;;
Eyssette;PER;;
,;;;
"
";;;
exaspéré;;;
,;;;
disait;;;
à;;;
ma;;;PER
mère;;;PER
:;;;
«;;;
Cet;;;
enfant;;;
est;;;
ridicule;;;
,;;;
regardez;;;
-;;;
le!.;;;
…;;;
"
";;;
c’;;;
est;;;
un;;;
fleuve;;;
.;;;
»;;;
À;;;
quoi;;;
Mme;PER;;
Eyssette;PER;;
répondait;;;
de;;;
sa;;;
voix;;;
douce;;;
:;;;
"
";;;
«;;;
Que;;;
veux;;;
-;;;
tu;;;
,;;;
mon;;;
ami;;;
?;;;
cela;;;
passera;;;
en;;;
grandissant;;;
";";;;
à;;;
son;;;
âge;;;
,;;;
j';;;
étais;;;
"
";;;
comme;;;
lui;;;
.;;;
»;;;
En;;;
attendant;;;
,;;;
Jacques;PER;;
grandissait;;;
";";;;
il;;;
grandissait;;;
beaucoup;;;
"
";;;
même;;;
,;;;
et;;;
cela;;;
ne;;;
lui;;;
passait;;;
pas;;;
.;;;
Tout;;;
au;;;
contraire;;;
,;;;
la;;;
singulière;;;
aptitude;;;
"
";;;
qu';;;
avait;;;
cet;;;
étrange;;;
garçon;;;
à;;;
répandre;;;
sans;;;
raison;;;
des;;;
averses;;;
de;;;
larmes;;;
"
";;;
allait;;;
chaque;;;
jour;;;
en;;;
augmentant;;;
.;;;
Aussi;;;
la;;;
désolation;;;
de;;;
nos;;;
parents;;;PER
"
";;;
lui;;;
fut;;;
une;;;
grande;;;
fortune;;;
.;;;
C’;;;
est;;;
pour;;;
le;;;
coup;;;
qu';;;
il;;;
s’;;;
en;;;
donna;;;
de;;;
"
";;;
sangloter;;;
à;;;
son;;;
aise;;;
,;;;
des;;;
journées;;;
entières;;;
,;;;
sans;;;
que;;;
personne;;;
vint;;;
lui;;;
"
";;;
dire;;;
:;;;
«;;;
Qu’;;;
as;;;
-;;;
tu;;;
?;;;
»;;;
"

";;;
En;;;
somme;;;
,;;;
pour;;;
Jacques;PER;;
comme;;;
pour;;;
moi;;;
,;;;
notre;;;
ruine;;;
avait;;;
son;;;
"
";;;
joli;;;
côté;;;
.;;;
"

";;;
Pour;;;
ma;;;
part;;;
,;;;
j';;;
étais;;;
très;;;
heureux;;;
.;;;
On;;;
ne;;;
s’;;;
occupait;;;
plus;;;
de;;;
moi;;;
.;;;
"
";;;
J';;;
en;;;
profitais;;;
pour;;;
jouer;;;
tout;;;
le;;;
jour;;;
avec;;;
Rouget;PER;;
parmi;;;
les;;loc.fac;LOC
ateliers;;loc.fac;LOC
"
";;;
déserts;;;
,;;;
où;;;
nos;;;
pas;;;
sonnaient;;;
comme;;;
dans;;;
une;;loc.fac;LOC
église;;loc.fac;LOC
,;;;
et;;;
les;;;
grandes;;;
"
";;;
cours;;loc.fac;LOC
abandonnées;;;
,;;;
que;;;
l’;;;
herbe;;;
envahissait;;;
déjà;;;
.;;;
Ce;;;
jeune;;;
Rouget;PER;;
,;;;
"
";;;
fils;;;
du;;;
concierge;;;PER
Colombe;PER;;PER
,;;;
était;;;
un;;;
gros;;;
garçon;;;
d’;;;
une;;;
douzaine;;;
"
";;;
d’;;;
années;;;
,;;;
fort;;;
comme;;;
un;;;
bœuf;;;
,;;;
dévoué;;;
comme;;;
un;;;
chien;;;
,;;;
bête;;;
comme;;;
"
";;;
une;;;
oie;;;
et;;;
remarquable;;;
surtout;;;
par;;;
une;;;
chevelure;;;
rouge;;;
,;;;
à;;;
laquelle;;;
"
";;;
il;;;
devait;;;
son;;;
surnom;;;
de;;;
Rouget;PER;;
.;;;
Seulement;;;
,;;;
je;;;
vais;;;
vous;;;
dire;;;
:;;;
Rouget;PER;;
,;;;
"
";;;
pour;;;
moi;;;
,;;;
n’;;;
était;;;
pas;;;
Rouget;PER;;
.;;;
Il;;;
était;;;
tour;;;
à;;;
tour;;;
mon;;;
fidèle;;;
Vendredi;MISC;;PER
,;;;
"
";;;
une;;;
tribu;;;ORG
de;;;ORG
sauvages;;;ORG
,;;;
un;;;
équipage;;;
révolté;;;
,;;;
tout;;;
ce;;;
qu’;;;
on;;;
voulait;;;
.;;;
"
";;;
Moi;;;
-;;;
même;;;
,;;;
en;;;
ce;;;
temps;;;
-là;;;
,;;;
je;;;
ne;;;
m'’appelais;LOC;;NA
pas;;;
Daniel;PER;;
Eyssette;PER;;
";";;;
"
";;;
j';;;
étais;;;
cet;;;
homme;;;
singulier;;;
,;;;
vêtu;;;
de;;;
peaux;;;
de;;;
bêtes;;;
,;;;
donton;PER;;NA
venait;;;
"
";;;
de;;;
me;;;
donner;;;
les;;;
aventures;;;
,;;;
master;MISC;;PER
Crusoé;MISC;;PER
lui-même;;;
.;;;
Douce;MISC;;NA
folie;MISC;;NA
!;MISC;;NA
"
";;;
Le;;;
soir;;;
,;;;
après;;;
souper;;;
,;;;
je;;;
relisais;;;
mon;;;
Robinson;PER;;MISC
,;;;
je;;;
l’;;;
apprenais;;;
par;;;
cœur;;;
";";;;
"
";;;
le;;;
jour;;;
,;;;
je;;;
le;;;
jouais;;;
,;;;
je;;;
le;;;
jouais;;;
avec;;;
rage;;;
,;;;
et;;;
tout;;;
ce;;;
qui;;;
m’;;;
entourait;;;
,;;;
"
";;;
je;;;
l’;;;
enrôlais;;;
dans;;;
ma;;;
comédie;;;
.;;;
La;;loc.fac;LOC
fabrique;;loc.fac;LOC
n’;;;
était;;;
plus;;;
la;;loc.fac;LOC
fabrique;;loc.fac;LOC
";";;;
"
";;;
c';;;
était;;;
mon;;;
île;;loc.fac;LOC
déserte;;loc.fac;LOC
,;;;
oh;;;
!;;;
bien;;;
déserte;;;
.;;;
Les;;;
bassins;;;
jouaient;;;
le;;;
rôle;;;
"
";;;
d’;;;
Océan;LOC;loc.phys.hydro;
.;;;
Le;;loc.phys;LOC
jardin;;loc.phys;LOC
faisait;;;
une;;;
forêt;;loc.phys;LOC
vierge;;loc.phys;LOC
.;;;
Il;;;
y;;;
avait;;;
dans;;;
les;;;
platanes;;;
"
";;;
un;;;
tas;;;
de;;;
cigales;;;
qui;;;
étaient;;;
de;;;
la;;;
pièce;;;
et;;;
qui;;;
ne;;;
le;;;
savaient;;;
pas;;;
.;;;
"

";;;
Rouget;PER;;
,;;;
lui;;;
non;;;
plus;;;
,;;;
ne;;;
se;;;
doutait;;;
guère;;;
de;;;
l';;;
importance;;;
de;;;
son;;;
"
";;;
rôle;;;
.;;;
Si;;;
on;;;
lui;;;
avait;;;
demandé;;;
ce;;;
que;;;
c';;;
était;;;
que;;;
Robinson;PER;;MISC
,;;;
on;;;
l';;;
aurait;;;
"

 

";;;
LA;MISC;loc.fac;LOC
FABRIQUE;MISC;loc.fac;LOC
7;MISC;;NA
"

";MISC;;NA
dd;MISC;;NA
LL;MISC;;NA
LS;MISC;;NA
"

 

 

";;;
bien;;;
embarrassé;;;
";";;;
pourtant;;;
je;;;
dois;;;
dire;;;
qu’;;;
il;;;
tenait;;;
son;;;
emploi;;;
avec;;;
la;;;
"
";;;
plus;;;
grande;;;
conviction;;;
,;;;
et;;;
que;;;
,;;;
pour;;;
imiter;;;
le;;;
rugissement;;;
des;;;
sau-;;;PER
"
";;;PER
vages;LOC;;PER
,;;;
il;;;
n’;;;
y;;;
en;;;
avait;;;
pas;;;
comme;;;
lui;;;
.;;;
Où;;;
avait;;;
-il;;;
appris;;;
?;;;
Je;;;
l’;;;
ignore;;;
.;;;
"
";;;
Toujours;;;
est;;;
-il;;;
que;;;
ces;;;
grands;;;
rugissements;;;
de;;;
sauvage;;;PER
qu';;;
il;;;
allait;;;
"
";;;
chercher;;;
dans;;;
le;;;
fond;;;
de;;;
sa;;;
gorge;;;
,;;;
en;;;
agitant;;;
sa;;;
forte;;;
crinière;;;
rouge;;;
,;;;
"
";;;
auraient;;;
fait;;;
frémir;;;
les;;;
plus;;;
braves;;;
.;;;
Moi;;;
-;;;
même;;;
,;;;
Robinson;PER;;
,;;;
j';;;
en;;;
avais;;;
