Token;Label;Quaero;Correction
nourrir;;;
pendant;;;
les;;;
trois;;;
ans;;;
.;;;
Mais;;;
si;;;
l';;;
annèe;;;
ètait;;;
mauvaise;;;
;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
vendait;;;
la;;;
pièce;;;
de;;;
toile;;;
qu';;;
elle;;;
avait;;;
fait;;;
faire;;;
avec;;;
le;;;
chanvre;;;
amassè;;;
et;;;
filè;;;
pendant;;;
quatre;;;
ans;;;
.;;;
L';;;
argent;;;
qu';;;
elle;;;
en;;;
retirait;;;
lui;;;
servait;;;
è;;;
complèter;;;
sa;;;
provision;;;
de;;;
blè;;;
";";;;
et;;;
;;;
malgrè;;;
tout;;;
cela;;;
;;;
elle;;;
pètissait;;;
bien;;;
un;;;
peu;;;
l';;;
hiver;;;
.;;;
"
";;;
Pour;;;
que;;;
la;;;
terre;;;
rapporte;;;
chaque;;;
annèe;;;
sans;;;
se;;;
reposer;;;
;;;
il;;;
faut;;;
beaucoup;;;
de;;;
fumier;;;
";";;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
;;;
qui;;;
le;;;
savait;;;
bien;;;
;;;
avait;;;
une;;;
vache;;;
et;;;
une;;;
chèvre;;;
qu';;;
elle;;;
menait;;;
paètre;;;
sur;;;
les;;;
communaux;;;
et;;;
le;;;
long;;;
des;;;
haies;;;
.;;;
Avec;;;
leur;;;
lait;;;
elle;;;
faisait;;;
du;;;
beurre;;;
et;;;
des;;;
fromages;;;
;;;
qu';;;
elle;;;
vendait;;;
è;;;
la;;;
ville;;;
voisine;;;
.;;;
Quand;;;
ses;;;
bètes;;;
ètaient;;;
rentrèes;;;
è;;;
l';;;
ètable;;;
;;;
elle;;;
allait;;;
chercher;;;
pour;;;
elles;;;
de;;;
l';;;
herbe;;;
dans;;;
les;;;
champs;;;
et;;;
au;;;
bord;;;
des;;;
ruisseaux;;;
.;;;
Comme;;;
elle;;;
les;;;
tenait;;;
bien;;;
proprement;;;
;;;
elles;;;
ètaient;;;
en;;;
bon;;;
ètat;;;
.;;;
L';;;
hiver;;;
;;;
elles;;;
mangeaient;;;
ou;;;
du;;;
trèfle;;;
qui;;;
avait;;;
ètè;;;
rentrè;;;
bien;;;
sec;;;
;;;
ou;;;
du;;;
regain;;;
rècoltè;;;
après;;;
la;;;
fauche;;;
des;;;
grands;;;
foins;;;
.;;;
"
";;;
La;;;PER
mère;;;PER
Nannette;LOC;;PER
vendait;;;
son;;;
vin;;;
et;;;
ne;;;
buvait;;;
que;;;
sa;;;
boisson;;;
[;;;
1;;;
];;;
";";;;
mais;;;
;;;
comme;;;
l';;;
argent;;;
qu';;;
elle;;;
tirait;;;
de;;;
son;;;
vin;;;
suffisait;;;
bien;;;
juste;;;
;;;
avec;;;
celui;;;
de;;;
son;;;
beurre;;;
et;;;
de;;;
ses;;;
fromages;;;
;;;
è;;;
payer;;;
l';;;
impèt;;;
et;;;
les;;;
faèons;;;
de;;;
son;;;
champ;;;
et;;;
de;;;
sa;;;
vigne;;;
;;;
et;;;
qu';;;
il;;;
lui;;;
fallait;;;
encore;;;
se;;;
procurer;;;
quelque;;;
argent;;;
pour;;;
son;;;
entretien;;;
;;;
elle;;;
èlevait;;;
des;;;
oisons;;;
qu';;;
elle;;;
achetait;;;
au;;;
sortir;;;
de;;;
la;;;
coque;;;
.;;;
Elle;;;
se;;;
donnait;;;
beaucoup;;;
de;;;
mal;;;
pour;;;
appèter;;;
ces;;;
petites;;;
bètes;;;
et;;;
pour;;;
les;;;
garantir;;;
du;;;
froid;;;
pendant;;;
la;;;
nuit;;;
.;;;
Ses;;;
voisines;;;
plumaient;;;
leurs;;;
oies;;;
quatre;;;
fois;;;
avant;;;
de;;;
les;;;
vendre;;;
";";;;
mais;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
disait;;;
que;;;
c';;;
ètait;;;
une;;;
mauvaise;;;
mèthode;;;
;;;
parce;;;
qu';;;
ainsi;;;
la;;;
plume;;;
n';;;
avait;;;
pas;;;
le;;;
temps;;;
de;;;
se;;;
nourrir;;;
;;;
et;;;
elle;;;
ne;;;
plumait;;;
les;;;
siennes;;;
que;;;
trois;;;
fois;;;
";";;;
puis;;;
elle;;;
en;;;
vendait;;;
la;;;
moitiè;;;
pour;;;
la;;;
Toussaint;PER;;MISC
et;;;
l';;;
autre;;;
moitiè;;;
è;;;
Noèl;MISC;;MISC
.;;;
"
";;;
Tout;;;
cela;;;
ne;;;
lui;;;
rapportait;;;
pas;;;
une;;;
grosse;;;
somme;;;
";";;;
mais;;;
elle;;;
ètait;;;
si;;;
mènagère;;;
qu';;;
il;;;
lui;;;
restait;;;
toujours;;;
un;;;
peu;;;
d';;;
argent;;;
è;;;
la;;;
fin;;;
de;;;
l';;;
annèe;;;
.;;;
"
";;;
Pourtant;;;
elle;;;
ne;;;
se;;;
nourrissait;;;
pas;;;
trop;;;
mal;;;
;;;
disant;;;
qu';;;
elle;;;
aimait;;;
mieux;;;
donner;;;
au;;;
boucher;;;
une;;;
pièce;;;
de;;;
cinquante;;;
centimes;;;
toutes;;;
les;;;
semaines;;;
;;;
que;;;
vingt-cinq;;;
francs;;;
par;;;
an;;;
au;;;
mèdecin;;;
et;;;
au;;;
pharmacien;;;
.;;;
"
";;;
Catherine;PER;;
et;;;
Jeanne;PER;;
.;;;
"
";;;
Un;;;
matin;;;
;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
;;;
tricotant;;;
devant;;;
sa;;;
porte;;;
;;;
vit;;;
venir;;;
è;;;
elle;;;
une;;;
jeune;;;
femme;;;
qui;;;
tenait;;;
par;;;
la;;;
main;;;
une;;;
petite;;;
fille;;;
de;;;
sept;;;
è;;;
huit;;;
ans;;;
et;;;
qui;;;
lui;;;
demanda;;;
un;;;
morceau;;;
de;;;
pain;;;
.;;;
Comme;;;
cette;;;
femme;;;
ètait;;;
très;;;
-;;;
pèle;;;
et;;;
avait;;;
l';;;
air;;;
malade;;;
;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
l';;;
emmena;;;
dans;;;
sa;;;
maison;;;
et;;;
la;;;
fit;;;
asseoir;;;
.;;;
Elle;;;
ralluma;;;
son;;;
feu;;;
;;;
fit;;;
rèchauffer;;;
un;;;
reste;;;
de;;;
soupe;;;
qu';;;
elle;;;
avait;;;
gardè;;;
pour;;;
son;;;
repas;;;
du;;;
soir;;;
et;;;
le;;;
donna;;;
aux;;;
deux;;;
mendiantes;;;
.;;;
L';;;
enfant;;;
mangea;;;
de;;;
si;;;
bon;;;
cèur;;;
;;;
que;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
vit;;;
bien;;;
que;;;
cette;;;
petite;;;
fille;;;
n';;;
avait;;;
pas;;;
souvent;;;
si;;;
bonne;;;
chance;;;
.;;;
Ensuite;;;
elle;;;
leur;;;
versa;;;
un;;;
verre;;;
de;;;
boisson;;;
è;;;
chacune;;;
;;;
et;;;
dit;;;
è;;;
la;;;
pauvre;;;
femme;;;
:;;;
"
";;;
è;;;
Mon;MISC;;
Dieu;MISC;;
!;;;
il;;;
faut;;;
qu';;;
il;;;
vous;;;
soit;;;
arrivè;;;
un;;;
bien;;;
grand;;;
malheur;;;
;;;
pour;;;
qu';;;
une;;;
femme;;;
;;;
aussi;;;
jeune;;;
que;;;
vous;;;
;;;
ait;;;
pu;;;
se;;;
dècider;;;
è;;;
demander;;;
son;;;
pain;;;
!;;;
"
";;;
è;;;
Oh;MISC;;NA
!;MISC;;NA
oui;;;
;;;
un;;;
bien;;;
grand;;;
malheur;;;
;;;
ma;;;
chère;;;
femme;;;
.;;;
Il;;;
faut;;;
se;;;
trouver;;;
dèpourvue;;;
de;;;
toute;;;
ressource;;;
pour;;;
se;;;
rèsoudre;;;
è;;;
en;;;
venir;;;
lè;;;
.;;;
J';;;
ai;;;
bien;;;
souffert;;;
de;;;
la;;;
faim;;;
avant;;;
de;;;
pouvoir;;;
me;;;
dècider;;;
è;;;
tendre;;;
la;;;
main;;;
";";;;
je;;;
crois;;;
que;;;
je;;;
me;;;
serais;;;
plutèt;;;
laissè;;;
mourir;;;
;;;
si;;;
je;;;
n';;;
avais;;;
la;;;
crainte;;;
de;;;
Dieu;MISC;;
et;;;
si;;;
je;;;
n';;;
aimais;;;
tant;;;
cette;;;
pauvre;;;
innocente;;;
que;;;
voilè;;;
;;;
et;;;
qui;;;
serait;;;
morte;;;
aussi;;;
.;;;
Quand;;;
il;;;
m';;;
en;;;
coète;;;
trop;;;
pour;;;
aller;;;
demander;;;
;;;
je;;;
la;;;
regarde;;;
et;;;
je;;;
reprends;;;
courage;;;
.;;;
C';;;
est;;;
bien;;;
triste;;;
;;;
allez;;;
;;;
ma;;;
chère;;;
femme;;;
;;;
quand;;;
on;;;
a;;;
du;;;
cèur;;;
;;;
de;;;
vivre;;;
en;;;
ne;;;
faisant;;;
rien;;;
;;;
aux;;;
dèpens;;;
de;;;
ceux;;;
qui;;;
travaillent;;;
!;;;
mais;;;
je;;;
ne;;;
peux;;;
pas;;;
faire;;;
autrement;;;
.;;;
"
";;;
è;;;
Pourquoi;;;
donc;;;
?;;;
dit;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
.;;;
Contez;;;
-moi;;;
èa;;;
.;;;
è;;;
"
";;;
La;MISC;;NA
pauvre;MISC;;NA
femme;MISC;;NA
dit;MISC;;NA
è;MISC;;NA
la;MISC;;PER
mère;MISC;;PER
Nannette;LOC;;PER
:;;;
"
";;;
è;;;
Je;;;
suis;;;
du;;;
village;;;
qui;;;
est;;;
auprès;;;
du;;;
Cher;LOC;;
;;;
è;;;
trois;;;
lieues;;;
d';;;
ici;;;
.;;;
Il;;;
y;;;
a;;;
deux;;;
mois;;;
;;;
j';;;
ai;;;
perdu;;;
mon;;;
mari;;;
è;;;
la;;;
suite;;;
d';;;
une;;;
grosse;;;
maladie;;;
qui;;;
l';;;
a;;;
retenu;;;
au;;;
lit;;;
pendant;;;
bien;;;
longtemps;;;
.;;;
J';;;
ai;;;
vendu;;;
tout;;;
ce;;;
que;;;
j';;;
avais;;;
afin;;;
de;;;
pouvoir;;;
le;;;
soigner;;;
.;;;
Quand;;;
il;;;
n';;;
y;;;
a;;;
plus;;;
rien;;;
eu;;;
è;;;
la;;;
maison;;;
que;;;
le;;;
lit;;;
sur;;;
lequel;;;
il;;;
ètait;;;
couchè;;;
;;;
il;;;
a;;;
bien;;;
fallu;;;
s';;;
endetter;;;
.;;;
Après;;;
sa;;;
mort;;;
;;;
on;;;
a;;;
vendu;;;
la;;;
maison;;;
;;;
le;;;
jardin;;;
;;;
la;LOC;;
chènevière;LOC;;
;;;
enfin;;;
tout;;;
;;;
pour;;;
payer;;;
le;;;
mèdecin;;;
et;;;
les;;;
autres;;;
;;;
et;;;
je;;;
ne;;;
sais;;;
plus;;;
oè;;;
me;;;
retirer;;;
.;;;
On;;;
ne;;;
veut;;;
pas;;;
me;;;
louer;;;
;;;
mème;;;
une;;;
petite;;;
chambre;;;
;;;
parce;;;
que;;;
je;;;
n';;;
ai;;;
pas;;;
de;;;
mobilier;;;
pour;;;
rèpondre;;;
du;;;
loyer;;;
.;;;
Je;;;
couche;;;
avec;;;
ma;;;
petite;;;
Jeanne;PER;;
dans;;;
les;;;
granges;;;
;;;
quand;;;
on;;;
veut;;;
bien;;;
m';;;
y;;;
souffrir;;;
;;;
ou;;;
bien;;;
sur;;;
les;;;
tas;;;
de;;;
chaume;;;
.;;;
C';;;
est;;;
bon;;;
è;;;
prèsent;;;
qu';;;
il;;;
fait;;;
chaud;;;
";";;;
mais;;;
plus;;;
tard;;;
;;;
comment;;;
faire;;;
avec;;;
cette;;;
enfant;;;
;;;
moi;;;
è;;;
qui;;;
les;;;
mèdecins;;;
ont;;;
dèfendu;;;
de;;;
sortir;;;
pendant;;;
tout;;;
l';;;
hiver;;;
?;;;
è;;;
"
";;;
Et;;;
la;;;
pauvre;;;
malheureuse;;;
se;;;
mit;;;
è;;;
pleurer;;;
.;;;
Sa;;;
petite;;;
fille;;;
pleura;;;
aussi;;;
en;;;
l';;;
embrassant;;;
.;;;
Elle;;;
avait;;;
l';;;
air;;;
si;;;
doux;;;
et;;;
si;;;
aimable;;;
;;;
cette;;;
petite;;;
;;;
que;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
sentit;;;
fondre;;;
son;;;
cèur;;;
en;;;
pensant;;;
è;;;
la;;;
misère;;;
qu';;;
elle;;;
endurerait;;;
quand;;;
l';;;
hiver;;;
serait;;;
venu;;;
.;;;
Aussitèt;;;
il;;;
lui;;;
vint;;;
dans;;;
l';;;
idèe;;;
de;;;
faire;;;
une;;;
bonne;;;
action;;;
.;;;
"
";;;
La;;;PER
mère;;;PER
Nannette;LOC;;PER
donne;;;
asile;;;
è;;;
Catherine;PER;;
.;;;
"
";;;
è;;;
Comment;;;
vous;;;
appelez;;;
-vous;;;
donc;;;
?;;;
demanda;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
.;;;
"
";;;
è;;;
On;;;
m';;;
appelle;;;
Catherine;PER;;
Leblanc;PER;;
.;;;
"
";;;
è;;;
Eh;MISC;;NA
bien;MISC;;NA
!;MISC;;NA
Catherine;PER;;
;;;
j';;;
ai;;;
lè;;;
un;;;
vieux;;;
lit;;;
;;;
une;;;
paillasse;;;
et;;;
une;;;
couverture;;;
";";;;
si;;;
vous;;;
voulez;;;
rester;;;
ici;;;
;;;
je;;;
vous;;;
logerai;;;
de;;;
bien;;;
bon;;;
cèur;;;
et;;;
je;;;
vous;;;
soignerai;;;
de;;;
mon;;;
mieux;;;
;;;
ainsi;;;
que;;;
votre;;;
petite;;;
";";;;
j';;;
aime;;;
beaucoup;;;
les;;;
enfants;;;
";";;;
j';;;
en;;;
ai;;;
eu;;;
quatre;;;
;;;
que;;;
le;;;MISC
bon;;;MISC
Dieu;;;MISC
m';;;
a;;;
retirès;;;
;;;
et;;;
je;;;
suis;;;
bien;;;
seule;;;
au;;;
monde;;;
.;;;
"
";;;
è;;;
Grand;MISC;;NA
merci;MISC;;NA
!;MISC;;NA
ma;;;
brave;;;
femme;;;
";";;;
vous;;;
me;;;
rendrez;;;
lè;;;
un;;;
service;;;
qui;;;
nous;;;
sauvera;;;
la;;;
vie;;;
è;;;
moi;;;
et;;;
è;;;
mon;;;
enfant;;;
.;;;
J';;;
ai;;;
encore;;;
mon;;;
lit;;;
;;;
avec;;;
un;;;
coffre;;;
et;;;
une;;;
petite;;;
chaise;;;
.;;;
Maètre;PER;;
Guillaume;PER;;
;;;
le;;;
cousin;;;
de;;;
feu;;;
mon;;;
pauvre;;;
homme;;;
;;;
me;;;
les;;;
garde;;;
dans;;;
sa;;;
grange;;;
";";;;
il;;;
me;;;
les;;;
apportera;;;
bien;;;
dimanche;;;
.;;;
Si;;;
vous;;;
me;;;
logez;;;
avec;;;
mon;;;
chètif;;;
mobilier;;;
;;;
je;;;
vous;;;
donnerai;;;
les;;;
sous;;;
que;;;
je;;;
ramasserai;;;
en;;;
allant;;;
aux;;;
portes;;;
.;;;
"
";;;
è;;;
Je;;;
ne;;;
vous;;;
demande;;;
rien;;;
;;;
Catherine;PER;;
";";;;
j';;;
aime;;;
dèjè;;;
votre;;;
petite;;;
Jeanne;PER;;
et;;;
j';;;
en;;;
aurai;;;
bien;;;
soin;;;
.;;;
Dieu;;;MISC
veut;;;
que;;;
nous;;;
fassions;;;
aux;;;
autres;;;
ce;;;
que;;;
nous;;;
voudrions;;;
que;;;
les;;;
autres;;;
fissent;;;
pour;;;
nous;;;
";";;;
et;;;
si;;;
j';;;
ètais;;;
dans;;;
votre;;;
position;;;
;;;
je;;;
serais;;;
bien;;;
heureuse;;;
de;;;
trouver;;;
quelqu';;;
un;;;
qui;;;
voulèt;;;
me;;;
recevoir;;;
dans;;;
sa;;;
maison;;;
.;;;
è;;;
"
";;;
Catherine;PER;;
ètait;;;
bien;;;
contente;;;
;;;
et;;;
sa;;;
petite;;;
fille;;;
lui;;;
sauta;;;
au;;;
cou;;;
.;;;
"
";;;
è;;;
Maman;MISC;;
!;MISC;;NA
il;;;
ne;;;
faut;;;
plus;;;
pleurer;;;
;;;
è;;;
lui;;;
dit;;;
-elle;;;
.;;;
"
";;;
Puis;;;
;;;
se;;;
tournant;;;
du;;;
cètè;;;
de;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
;;;
elle;;;
dit;;;
en;;;
baissant;;;
la;;;
tète;;;
:;;;
"
";;;
è;;;
Je;;;
voudrais;;;
bien;;;
vous;;;
embrasser;;;
aussi;;;
.;;;
è;;;
"
";;;
La;;;PER
mère;;;PER
Nannette;LOC;;PER
la;;;
prit;;;
sur;;;
ses;;;
genoux;;;
et;;;
l';;;
embrassa;;;
de;;;
bon;;;
cèur;;;
.;;;
"
";;;
Catherine;PER;;
et;;;
Jeanne;PER;;
trouvent;;;
un;;;
bracelet;;;
.;;;
"
";;;
Après;;;
que;;;
la;;;
mère;;;
et;;;
la;;;
fille;;;
se;;;
furent;;;
reposèes;;;
;;;
elles;;;
se;;;
remirent;;;
en;;;
chemin;;;
pour;;;
aller;;;
chercher;;;
leur;;;
pain;;;
dans;;;
la;;;
campagne;;;
;;;
en;;;
disant;;;
qu';;;
elles;;;
reviendraient;;;
le;;;
soir;;;
.;;;
Comme;;;
on;;;
ètait;;;
dans;;;
la;;;
saison;;;
des;;;
prunes;;;
et;;;
des;;;
groseilles;;;
;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
en;;;
alla;;;
cueillir;;;
au;;;
jardin;;;
et;;;
les;;;
mit;;;
dans;;;
le;;;
bissac;;;
de;;;
Jeanne;PER;;
;;;
pour;;;
qu';;;
elle;;;
pèt;;;
se;;;
rafraèchir;;;
quand;;;
elle;;;
aurait;;;
trop;;;
chaud;;;
.;;;
"
";;;
Comme;;;
elles;;;
traversaient;;;
la;;;
grande;;;
route;;;
pour;;;
revenir;;;
chez;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
;;;
après;;;
avoir;;;
achevè;;;
leur;;;
tournèe;;;
;;;
la;;;
petite;;;
Jeanne;PER;;
vit;;;
briller;;;
un;;;
objet;;;
au;;;
soleil;;;
";";;;
elle;;;
courut;;;
le;;;
ramasser;;;
et;;;
l';;;
apporta;;;
joyeusement;;;
è;;;
sa;;;
mère;;;
.;;;
"
";;;
è;;;
Voyez;;;
donc;;;
;;;
maman;;;
;;;
le;;;
joli;;;
collier;;;
que;;;
j';;;
ai;;;
trouvè;;;
";";;;
je;;;
le;;;
mettrai;;;
dimanche;;;
è;;;
mon;;;
cou;;;
.;;;
"
";;;
è;;;
Ma;;;
fille;;;
;;;
ceci;;;
est;;;
un;;;
bijou;;;
qui;;;
se;;;
porte;;;
autour;;;
du;;;
bras;;;
et;;;
qu';;;
on;;;
appelle;;;
bracelet;;;
.;;;
Il;;;
n';;;
est;;;
pas;;;
è;;;
nous;;;
;;;
et;;;
nous;;;
ne;;;
pouvons;;;
pas;;;
le;;;
garder;;;
.;;;
"
";;;
è;;;
Pourquoi;;;
donc;;;
;;;
maman;;;
?;;;
Puisque;;;
je;;;
l';;;
ai;;;
trouvè;;;
;;;
c';;;
est;;;
bien;;;
è;;;
nous;;;
.;;;
"
";;;
è;;;
Non;;;
;;;
ma;;;
fille;;;
";";;;
ce;;;
qu';;;
on;;;
trouve;;;
ne;;;
nous;;;
appartient;;;
pas;;;
";";;;
il;;;
y;;;
a;;;
toujours;;;
quelqu';;;
un;;;
qui;;;
l';;;
a;;;
perdu;;;
.;;;
"
";;;
è;;;
Mais;;;
;;;
maman;;;
;;;
si;;;
personne;;;
ne;;;
l';;;
a;;;
perdu;;;
?;;;
"
";;;
è;;;
Ce;;;
n';;;
est;;;
pas;;;
possible;;;
;;;
mon;;;
enfant;;;
:;;;
les;;;
bijoux;;;
ne;;;
poussent;;;
pas;;;
comme;;;
l';;;
herbe;;;
dans;;;
les;;;
champs;;;
.;;;
"
";;;
è;;;
Et;;;
si;;;
personne;;;
ne;;;
le;;;
redemande;;;
?;;;
"
";;;
è;;;
èa;MISC;;NA
ne;;;
doit;;;
pas;;;
nous;;;
empècher;;;
de;;;
chercher;;;
è;;;
qui;;;
ce;;;
bracelet;;;
peut;;;
appartenir;;;
";";;;
nous;;;
nous;;;
en;;;
informerons;;;
dans;;;
tout;;;
le;;;
pays;;;
.;;;
"
";;;
è;;;
Et;;;
s';;;
il;;;
n';;;
est;;;
è;;;
personne;;;
?;;;
"
";;;
è;;;
Eh;MISC;;NA
bien;MISC;;NA
;;;
nous;;;
le;;;
garderons;;;
soigneusement;;;
;;;
et;;;
l';;;
on;;;
finira;;;
par;;;
venir;;;
le;;;
rèclamer;;;
.;;;
è;;;
"
";;;
Jeanne;PER;;
ne;;;
paraissant;;;
pas;;;
très;;;
-;;;
contente;;;
;;;
sa;;;
mère;;;
lui;;;
dit;;;
:;;;
è;;;
ècoute;;;
-moi;;;
;;;
ma;;;
Jeanne;PER;;
:;;;
si;;;
tu;;;
avais;;;
perdu;;;
ton;;;
bissac;;;
en;;;
chemin;;;
;;;
ne;;;
serais;;;
-;;;
tu;;;
pas;;;
contente;;;
qu';;;
on;;;
te;;;
le;;;
rendèt;;;
?;;;
"
";;;
è;;;
Oui;;;
;;;
maman;;;
;;;
car;;;
il;;;
m';;;
est;;;
bien;;;
utile;;;
pour;;;
mettre;;;
le;;;
pain;;;
qu';;;
on;;;
me;;;
donne;;;
.;;;
"
";;;
è;;;
Eh;MISC;;
bien;MISC;;
!;MISC;;
la;;;
dame;;;
qui;;;
a;;;
perdu;;;
ce;;;
joyau;;;
en;;;
est;;;
en;;;
peine;;;
";";;;
elle;;;
le;;;
regrette;;;
comme;;;
tu;;;
regretterais;;;
ton;;;
bissac;;;
.;;;
Dès;;;
que;;;
nous;;;
saurons;;;
oè;;;
elle;;;
demeure;;;
;;;
nous;;;
le;;;
lui;;;
reporterons;;;
.;;;
è;;;
"
";;;
Quand;;;
elles;;;
furent;;;
rentrèes;;;
chez;;;
la;;;PER
mère;;;PER
Nannette;LOC;;PER
;;;
elles;;;
lui;;;
montrèrent;;;
ce;;;
qu';;;
elles;;;
avaient;;;
trouvè;;;
et;;;
lui;;;
demandèrent;;;
si;;;
elle;;;
savait;;;
qui;;;
pouvait;;;
avoir;;;
perdu;;;
un;;;
si;;;
beau;;;
bijou;;;
.;;;
"
";;;
è;;;
Ce;;;
ne;;;
peut;;;
ètre;;;
que;;;
Mme;PER;;
Dumont;PER;;
";";;;
il;;;
n';;;
y;;;
a;;;
qu';;;
elle;;;
dans;;;
le;;;
pays;;;
qui;;;
porte;;;
des;;;
choses;;;
pareilles;;;
.;;;
Elle;;;
demeure;;;
dans;;;
le;;;
voisinage;;;
;;;
derrière;;;
les;;;
beaux;;;
arbres;;;
que;;;
l';;;
on;;;
voit;;;
d';;;
ici;;;
.;;;
Il;;;
faut;;;
aller;;;
le;;;
lui;;;
reporter;;;
tout;;;
de;;;
suite;;;
;;;
si;;;
vous;;;
n';;;
ètes;;;
point;;;
trop;;;
lasses;;;
";";;;
suis;;;
sère;;;
qu';;;
elle;;;
en;;;
est;;;
fort;;;
inquiète;;;
.;;;
"
";;;
è;;;
Je;;;
suis;;;
trop;;;
fatiguèe;;;
pour;;;
marcher;;;
encore;;;
";";;;
mais;;;
demain;;;
matin;;;
j';;;
irai;;;
chez;;;
cette;;;
dame;;;
avec;;;
Jeanne;PER;;
;;;
et;;;
je;;;
lui;;;
rendrai;;;
ce;;;
qui;;;
est;;;
è;;;
elle;;;
.;;;
Comme;;;
on;;;
nous;;;
a;;;
beaucoup;;;
donnè;;;
aujourd'hui;;;
et;;;
que;;;
je;;;
suis;;;
très;;;
-;;;
lasse;;;
;;;
je;;;
me;;;
reposerai;;;
demain;;;
toute;;;
la;;;
journèe;;;
;;;
pour;;;
avoir;;;
la;;;
force;;;
d';;;
aller;;;
samedi;;;
dans;;;
notre;;;
village;;;
;;;
prier;;;
maètre;;;PER
Guillaume;PER;;
de;;;
m';;;
apporter;;;
mon;;;
lit;;;
.;;;
è;;;
"
";;;
Catherine;PER;;
et;;;
sa;;;
fille;;;
rapportent;;;
le;;;
bracelet;;;
.;;;
"
";;;
Le;;;
lendemain;;;
matin;;;
;;;
Catherine;PER;;
peigna;;;
les;;;
grands;;;
cheveux;;;
noirs;;;
de;;;
sa;;;
petite;;;
fille;;;
avec;;;
encore;;;
plus;;;
de;;;
soin;;;
qu';;;
è;;;
l';;;
ordinaire;;;
";";;;
elle;;;
lui;;;
lava;;;
le;;;
visage;;;
et;;;
les;;;
mains;;;
;;;
l';;;
habilla;;;
le;;;
plus;;;
proprement;;;
qu';;;
elle;;;
le;;;
put;;;
;;;
et;;;
elles;;;
partirent;;;
pour;;;
aller;;;
chez;;;
Mme;PER;;
Dumont;PER;;
.;;;
"
";;;
Elles;;;
arrivèrent;;;
devant;;;
une;;;
grille;;;
qui;;;
servait;;;
de;;;
porte;;;
è;;;
un;;;
beau;;;
jardin;;;
";";;;
mais;;;
;;;
comme;;;
il;;;
n';;;
y;;;
avait;;;
personne;;;
;;;
Catherine;PER;;
suivit;;;
le;;;
mur;;;
et;;;
vit;;;
une;;;
grande;;;
